time (s)	pitch (rads)
17.1	-0.430666932
17.2	-0.425963568
17.3	-0.420680294
17.4	-0.414831346
17.5	-0.408431733
17.6	-0.401497101
17.7	-0.394043655
17.8	-0.386088104
17.9	-0.377647611
18	-0.368739703
18.1	-0.35938215
18.2	-0.349592838
18.3	-0.339389673
18.4	-0.32879056
18.5	-0.317813417
18.6	-0.306476204
18.7	-0.294796907
18.8	-0.282793491
18.9	-0.270483842
19	-0.257885745
19.1	-0.245016895
19.2	-0.231894943
19.3	-0.218537513
19.4	-0.204962182
19.5	-0.191186422
19.6	-0.177227547
19.7	-0.163102715
19.8	-0.148828952
19.9	-0.134423211
20	-0.1199024
20.1	-0.105283378
20.2	-0.090582916
20.3	-0.075817665
20.4	-0.06100415
20.5	-0.046158812
20.6	-0.031298057
20.7	-0.016438292
20.8	-0.00159592
20.9	0.013212677
21	0.027971143
21.1	0.042663126
21.2	0.05727221
21.3	0.071781844
21.4	0.086175295
21.5	0.100435651
21.6	0.114545835
21.7	0.128488624
21.8	0.142246646
21.9	0.15580234
22	0.169137919
22.1	0.182235366
22.2	0.195076458
22.3	0.207642837
22.4	0.21991607
22.5	0.231877685
22.6	0.243509195
22.7	0.254792115
22.8	0.26570801
22.9	0.276238589
23	0.286365835
23.1	0.296072116
23.2	0.305340269
23.3	0.314153648
23.4	0.322496176
23.5	0.330352426
23.6	0.337707733
23.7	0.344548324
23.8	0.350861436
23.9	0.356635387
24	0.361859614
24.1	0.366524699
24.2	0.370622423
24.3	0.374145844
24.4	0.377089387
24.5	0.37944889
24.6	0.381221612
24.7	0.382406191
24.8	0.383002603
24.9	0.383012142
25	0.382437433
25.1	0.381282441
25.2	0.379552435
25.3	0.377253906
25.4	0.374394462
25.5	0.370982732
25.6	0.367028295
25.7	0.362541648
25.8	0.357534169
25.9	0.352018051
26	0.3460062
26.1	0.339512108
26.2	0.332549763
26.3	0.325133601
26.4	0.317278481
26.5	0.308999669
26.6	0.300312775
26.7	0.291233667
26.8	0.281778379
26.9	0.271963055
27	0.261803932
27.1	0.251317351
27.2	0.240519751
27.3	0.229427622
27.4	0.218057451
27.5	0.206425656
27.6	0.194548565
27.7	0.182442421
27.8	0.170123414
27.9	0.157607692
28	0.144911338
28.1	0.132050323
28.2	0.119040479
28.3	0.105897494
28.4	0.092636949
28.5	0.079274363
28.6	0.065825214
28.7	0.052304925
28.8	0.038728845
28.9	0.025112229
29	0.011470266
29.1	-0.002181883
29.2	-0.015829037
29.3	-0.029455968
29.4	-0.043047399
29.5	-0.056588028
29.6	-0.070062537
29.7	-0.083455573
29.8	-0.096751707
29.9	-0.109935394
30	-0.122990957
30.1	-0.135902601
30.2	-0.148654447
30.3	-0.161230565
30.4	-0.173615022
30.5	-0.185791902
30.6	-0.197745307
30.7	-0.209459338
30.8	-0.220918048
30.9	-0.232105409
31	-0.243005291
31.1	-0.253601483
31.2	-0.263877743
31.3	-0.273817898
31.4	-0.283405951
31.5	-0.292626207
31.6	-0.30146339
31.7	-0.309902735
31.8	-0.317930069
31.9	-0.325531865
32	-0.332695281
32.1	-0.339408192
32.2	-0.345659227
32.3	-0.351437801
32.4	-0.356734166
32.5	-0.361539457
32.6	-0.365845751
32.7	-0.369646106
32.8	-0.372934614
32.9	-0.375706421
33	-0.377957756
33.1	-0.379685938
33.2	-0.380889386
33.3	-0.381567612
33.4	-0.381721218
33.5	-0.381351882
33.6	-0.380462342
33.7	-0.379056374
33.8	-0.377138765
33.9	-0.374715276
34	-0.371792608
34.1	-0.368378348
34.2	-0.364480923
34.3	-0.360109538
34.4	-0.355274122
34.5	-0.349985264
34.6	-0.344254155
34.7	-0.338092535
34.8	-0.331512628
34.9	-0.324527095
35	-0.317148974
35.1	-0.309391635
35.2	-0.301268734
35.3	-0.292794163
35.4	-0.283982021
35.5	-0.274846569
35.6	-0.265402199
35.7	-0.255663407
35.8	-0.24564476
35.9	-0.235360878
36	-0.224826411
36.1	-0.214056025
36.2	-0.203064384
36.3	-0.191866138
36.4	-0.180475913
36.5	-0.168908303
36.6	-0.15717786
36.7	-0.145299096
36.8	-0.133286478
36.9	-0.121154429
37	-0.108917328
37.1	-0.09658951
37.2	-0.084185274
37.3	-0.071718886
37.4	-0.059204587
37.5	-0.0466566
37.6	-0.034089139
37.7	-0.021516415
37.8	-0.008952648
37.9	0.003587929
38	0.016091058
38.1	0.028542447
38.2	0.040927761
38.3	0.053232622
38.4	0.065442598
38.5	0.077543204
38.6	0.089519899
38.7	0.101358087
38.8	0.113043121
38.9	0.12456031
39	0.135894925
39.1	0.147032217
39.2	0.157957429
39.3	0.168655822
39.4	0.179112691
39.5	0.189313396
39.6	0.199243393
39.7	0.208888266
39.8	0.218233768
39.9	0.227265862
40	0.235970764
40.1	0.244334992
40.2	0.252345409
40.3	0.259989283
40.4	0.26725433
40.5	0.274128774
40.6	0.280601396
40.7	0.286661588
40.8	0.292299403
40.9	0.297505603
41	0.302271703
41.1	0.306590019
41.2	0.3104537
41.3	0.31385677
41.4	0.316794149
41.5	0.319261682
41.6	0.32125615
41.7	0.32277529
41.8	0.323817791
41.9	0.324383304
42	0.324472424
42.1	0.324086688
42.2	0.323228551
42.3	0.321901361
42.4	0.320109337
42.5	0.317857534
42.6	0.315151809
42.7	0.31199878
42.8	0.308405789
42.9	0.304380859
43	0.299932645
43.1	0.295070395
43.2	0.289803902
43.3	0.28414346
43.4	0.278099822
43.5	0.271684156
43.6	0.264907998
43.7	0.25778322
43.8	0.250321983
43.9	0.242536709
44	0.234440041
44.1	0.226044813
44.2	0.217364019
44.3	0.208410789
44.4	0.199198357
44.5	0.189740046
44.6	0.180049242
44.7	0.170139381
44.8	0.16002393
44.9	0.149716372
45	0.139230198
45.1	0.128578896
45.2	0.117775941
45.3	0.106834792
45.4	0.095768887
45.5	0.08459164
45.6	0.073316441
45.7	0.061956653
45.8	0.050525615
45.9	0.039036645
46	0.02750304
46.1	0.015938084
46.2	0.004355051
46.3	-0.007232795
46.4	-0.018812189
46.5	-0.030369865
46.6	-0.04189255
46.7	-0.053366961
46.8	-0.064779801
46.9	-0.076117757
47	-0.087367501
47.1	-0.098515687
47.2	-0.109548958
47.3	-0.120453947
47.4	-0.131217281
47.5	-0.14182559
47.6	-0.15226552
47.7	-0.162523739
47.8	-0.17258696
47.9	-0.182441951
48	-0.19207556
48.1	-0.201474735
48.2	-0.210626549
48.3	-0.21951823
48.4	-0.228137189
48.5	-0.236471053
48.6	-0.2445077
48.7	-0.252235297
48.8	-0.259642333
48.9	-0.266717662
49	-0.273450542
49.1	-0.279830674
49.2	-0.285848244
49.3	-0.291493963
49.4	-0.296759103
49.5	-0.301635538
49.6	-0.306115775
49.7	-0.310192991
49.8	-0.313861061
49.9	-0.317114586
50	-0.319948918
50.1	-0.322360174
50.2	-0.324345257
50.3	-0.325901862
50.4	-0.327028487
50.5	-0.327724432
50.6	-0.327989797
50.7	-0.327825476
50.8	-0.327233145
50.9	-0.326215245
51	-0.324774967
51.1	-0.322916229
51.2	-0.320643649
51.3	-0.317962517
51.4	-0.314878769
51.5	-0.311398951
51.6	-0.30753019
51.7	-0.303280155
51.8	-0.298657027
51.9	-0.293669462
52	-0.288326555
52.1	-0.282637809
52.2	-0.276613099
52.3	-0.270262639
52.4	-0.263596949
52.5	-0.256626828
52.6	-0.249363322
52.7	-0.241817696
52.8	-0.234001411
52.9	-0.225926096
53	-0.217603525
53.1	-0.209045601
53.2	-0.200264331
53.3	-0.191271812
53.4	-0.182080214
53.5	-0.172701766
53.6	-0.163148743
53.7	-0.153433458
53.8	-0.14356825
53.9	-0.133565475
54	-0.123437505
54.1	-0.113196717
54.2	-0.102855495
54.3	-0.092426221
54.4	-0.081921279
54.5	-0.071353051
54.6	-0.060733916
54.7	-0.050076254
54.8	-0.039392444
54.9	-0.028694868
55	-0.017995907
55.1	-0.00730795
55.2	0.003356612
55.3	0.013985381
55.4	0.024565952
55.5	0.035085917
55.6	0.045532861
55.7	0.055894366
55.8	0.066158018
55.9	0.076311407
56	0.086342135
56.1	0.096237825
56.2	0.105986126
56.3	0.115574731
56.4	0.124991385
56.5	0.134223901
56.6	0.143260178
56.7	0.152088221
56.8	0.160696159
56.9	0.169072269
57	0.177205002
57.1	0.18508301
57.2	0.19269517
57.3	0.20003062
57.4	0.207078783
57.5	0.213829405
57.6	0.220272581
57.7	0.226398794
57.8	0.232198943
57.9	0.237664381
58	0.24278694
58.1	0.247558969
58.2	0.25197336
58.3	0.256023577
58.4	0.25970368
58.5	0.263008353
58.6	0.265932922
58.7	0.268473374
58.8	0.27062637
58.9	0.272389262
59	0.273760095
59.1	0.274737614
59.2	0.275321269
59.3	0.275511206
59.4	0.275308268
59.5	0.27471398
59.6	0.273730542
59.7	0.27236081
59.8	0.270608282
59.9	0.268477074
60	0.265971901
60.1	0.26309805
60.2	0.259861358
60.3	0.256268182
60.4	0.252325372
60.5	0.248040245
60.6	0.243420551
60.7	0.238474449
60.8	0.233210478
60.9	0.227637525
61	0.221764801
61.1	0.215601812
61.2	0.209158332
61.3	0.20244438
61.4	0.195470195
61.5	0.188246211
61.6	0.180783039
61.7	0.173091443
61.8	0.165182324
61.9	0.1570667
62	0.148755693
62.1	0.140260511
62.2	0.131592435
62.3	0.122762809
62.4	0.113783027
62.5	0.104664527
62.6	0.095418775
62.7	0.086057268
62.8	0.076591519
62.9	0.067033056
63	0.057393419
63.1	0.047684153
63.2	0.037916807
63.3	0.028102931
63.4	0.018254077
63.5	0.008381793
63.6	-0.001502374
63.7	-0.011386881
63.8	-0.021260191
63.9	-0.031110771
64	-0.040927098
64.1	-0.050697654
64.2	-0.060410938
64.3	-0.070055461
64.4	-0.079619753
64.5	-0.089092367
64.6	-0.098461887
64.7	-0.107716933
64.8	-0.116846167
64.9	-0.125838307
65	-0.134682135
65.1	-0.143366509
65.2	-0.151880378
65.3	-0.160212795
65.4	-0.168352937
65.5	-0.176290117
65.6	-0.18401381
65.7	-0.19151367
65.8	-0.19877955
65.9	-0.20580153
66	-0.212569938
66.1	-0.219075373
66.2	-0.225308734
66.3	-0.231261243
66.4	-0.236924474
66.5	-0.242290374
66.6	-0.247351294
66.7	-0.252100011
66.8	-0.256529754
66.9	-0.260634225
67	-0.264407624
67.1	-0.267844667
67.2	-0.270940606
67.3	-0.273691245
67.4	-0.276092955
67.5	-0.278142685
67.6	-0.279837975
67.7	-0.281176959
67.8	-0.282158371
67.9	-0.282781547
68	-0.283046425
68.1	-0.282953542
68.2	-0.282504024
68.3	-0.281699582
68.4	-0.280542501
68.5	-0.279035624
68.6	-0.27718234
68.7	-0.274986565
68.8	-0.272452728
68.9	-0.269585748
69	-0.266391014
69.1	-0.262874362
69.2	-0.259042058
69.3	-0.25490077
69.4	-0.250457546
69.5	-0.245719793
69.6	-0.240695253
69.7	-0.235391977
69.8	-0.229818309
69.9	-0.223982857
70	-0.217894479
70.1	-0.211562255
70.2	-0.204995472
70.3	-0.198203606
70.4	-0.1911963
70.5	-0.183983349
70.6	-0.176574685
70.7	-0.168980363
70.8	-0.161210544
70.9	-0.153275483
71	-0.145185522
71.1	-0.136951072
71.2	-0.128582609
71.3	-0.120090664
71.4	-0.111485811
71.5	-0.102778668
71.6	-0.093979884
71.7	-0.085100135
71.8	-0.076150122
71.9	-0.067140563
72	-0.058082193
72.1	-0.048985757
72.2	-0.03986201
72.3	-0.03072171
72.4	-0.021575622
72.5	-0.012434508
72.6	-0.003309129
72.7	0.005789762
72.8	0.014851419
72.9	0.023865109
73	0.032820118
73.1	0.041705751
73.2	0.050511344
73.3	0.059226266
73.4	0.067839926
73.5	0.076341784
73.6	0.084721358
73.7	0.092968234
73.8	0.101072079
73.9	0.109022652
74	0.116809818
74.1	0.124423563
74.2	0.131854008
74.3	0.139091427
74.4	0.146126266
74.5	0.15294916
74.6	0.159550952
74.7	0.165922715
74.8	0.172055772
74.9	0.177941719
75	0.183572443
75.1	0.188940148
75.2	0.194037373
75.3	0.198857019
75.4	0.203392363
75.5	0.207637086
75.6	0.211585286
75.7	0.215231503
75.8	0.21857073
75.9	0.221598436
76	0.224310576
76.1	0.226703604
76.2	0.228774488
76.3	0.230520714
76.4	0.231940296
76.5	0.233031782
76.6	0.233794253
76.7	0.234227328
76.8	0.234331158
76.9	0.234106429
77	0.233554347
77.1	0.232676641
77.2	0.231475546
77.3	0.229953793
77.4	0.228114601
77.5	0.225961655
77.6	0.2234991
77.7	0.220731517
77.8	0.217663907
77.9	0.214301676
78	0.210650614
78.1	0.206716875
78.2	0.202506959
78.3	0.198027691
78.4	0.193286203
78.5	0.188289913
78.6	0.183046507
78.7	0.177563919
78.8	0.171850313
78.9	0.165914066
79	0.159763751
79.1	0.153408116
79.2	0.146856075
79.3	0.140116689
79.4	0.133199152
79.5	0.126112778
79.6	0.118866989
79.7	0.111471304
79.8	0.103935324
79.9	0.096268726
80	0.088481255
80.1	0.080582708
80.2	0.072582936
80.3	0.064491827
80.4	0.056319309
80.5	0.048075335
80.6	0.039769885
80.7	0.031412955
80.8	0.023014557
80.9	0.014584711
81	0.006133443
81.1	-0.00232922
81.2	-0.010793253
81.3	-0.01924864
81.4	-0.027685372
81.5	-0.03609346
81.6	-0.044462929
81.7	-0.052783835
81.8	-0.061046258
81.9	-0.069240317
82	-0.077356172
82.1	-0.085384032
82.2	-0.093314162
82.3	-0.101136892
82.4	-0.108842626
82.5	-0.116421853
82.6	-0.123865153
82.7	-0.131163214
82.8	-0.138306843
82.9	-0.145286976
83	-0.152094696
83.1	-0.158721244
83.2	-0.165158038
83.3	-0.171396686
83.4	-0.177429003
83.5	-0.18324703
83.6	-0.188843049
83.7	-0.194209601
83.8	-0.199339506
83.9	-0.204225877
84	-0.208862142
84.1	-0.213242056
84.2	-0.217359724
84.3	-0.221209611
84.4	-0.224786563
84.5	-0.228085819
84.6	-0.231103025
84.7	-0.233834247
84.8	-0.236275982
84.9	-0.238425168
85	-0.240279194
85.1	-0.241835903
85.2	-0.243093604
85.3	-0.244051067
85.4	-0.244707535
85.5	-0.245062716
85.6	-0.245116785
85.7	-0.244870384
85.8	-0.244324611
85.9	-0.243481019
86	-0.24234161
86.1	-0.24090882
86.2	-0.239185512
86.3	-0.237174967
86.4	-0.23488087
86.5	-0.232307295
86.6	-0.229458693
86.7	-0.226339876
86.8	-0.222956005
86.9	-0.219312571
87	-0.215415379
87.1	-0.211270535
87.2	-0.206884426
87.3	-0.202263708
87.4	-0.197415286
87.5	-0.192346302
87.6	-0.187064115
87.7	-0.181576291
87.8	-0.175890585
87.9	-0.170014927
88	-0.163957411
88.1	-0.157726277
88.2	-0.151329904
88.3	-0.144776793
88.4	-0.138075561
88.5	-0.131234926
88.6	-0.124263698
88.7	-0.117170771
88.8	-0.109965113
88.9	-0.102655758
89	-0.095251798
89.1	-0.087762376
89.2	-0.080196679
89.3	-0.072563934
89.4	-0.064873397
89.5	-0.057134352
89.6	-0.049356106
89.7	-0.041547977
89.8	-0.0337193
89.9	-0.025879411
90	-0.018037651
90.1	-0.010203357
90.2	-0.002385855
90.3	0.00540554
90.4	0.013161533
90.5	0.020872852
90.6	0.028530257
90.7	0.036124545
90.8	0.043646555
90.9	0.051087178
91	0.058437363
91.1	0.065688126
91.2	0.07283056
91.3	0.079855841
91.4	0.086755244
91.5	0.093520147
91.6	0.10014205
91.7	0.106612579
91.8	0.112923507
91.9	0.119066759
92	0.125034432
92.1	0.130818808
92.2	0.136412363
92.3	0.141807792
92.4	0.146998015
92.5	0.151976197
92.6	0.156735762
92.7	0.161270408
92.8	0.165574124
92.9	0.1696412
93	0.173466249
93.1	0.177044213
93.2	0.180370382
93.3	0.183440404
93.4	0.186250295
93.5	0.188796453
93.6	0.191075668
93.7	0.193085126
93.8	0.194822419
93.9	0.196285553
94	0.197472949
94.1	0.198383449
94.2	0.199016315
94.3	0.199371234
94.4	0.199448313
94.5	0.199248078
94.6	0.19877147
94.7	0.198019844
94.8	0.196994956
94.9	0.195698963
95	0.194134408
95.1	0.192304215
95.2	0.19021168
95.3	0.187860453
95.4	0.185254535
95.5	0.182398259
95.6	0.17929628
95.7	0.175953563
95.8	0.172375363
95.9	0.168567221
96	0.164534942
96.1	0.160284582
96.2	0.15582244
96.3	0.151155036
96.4	0.146289102
96.5	0.141231568
96.6	0.135989549
96.7	0.13057033
96.8	0.124981356
96.9	0.119230219
97	0.113324646
97.1	0.107272489
97.2	0.101081714
97.3	0.094760389
97.4	0.088316677
97.5	0.081758826
97.6	0.075095159
97.7	0.068334068
97.8	0.061484003
97.9	0.054553469
98	0.047551015
98.1	0.040485228
98.2	0.03336473
98.3	0.026198167
98.4	0.018994206
98.5	0.01176153
98.6	0.004508832
98.7	-0.002755195
98.8	-0.010021854
98.9	-0.017282459
99	-0.024528334
99.1	-0.031750822
99.2	-0.038941288
99.3	-0.046091129
99.4	-0.053191774
99.5	-0.060234696
99.6	-0.067211417
99.7	-0.074113514
99.8	-0.080932627
99.9	-0.087660469
100	-0.094288829
100.1	-0.100809588
100.2	-0.107214722
100.3	-0.113496316
100.4	-0.119646571
100.5	-0.125657818
100.6	-0.131522524
100.7	-0.137233309
100.8	-0.142782954
100.9	-0.148164415
101	-0.153370835
101.1	-0.158395554
101.2	-0.163232126
101.3	-0.167874329
101.4	-0.172316178
101.5	-0.176551938
101.6	-0.180576137
101.7	-0.184383578
101.8	-0.187969348
101.9	-0.191328836
102	-0.194457738
102.1	-0.197352067
102.2	-0.20000817
102.3	-0.202422727
102.4	-0.204592767
102.5	-0.206515671
102.6	-0.208189178
102.7	-0.209611392
102.8	-0.210780788
102.9	-0.211696208
103	-0.212356871
103.1	-0.212762367
103.2	-0.212912664
103.3	-0.212808098
103.4	-0.212449379
103.5	-0.21183758
103.6	-0.210974138
103.7	-0.209860848
103.8	-0.208499851
103.9	-0.206893634
104	-0.205045019
104.1	-0.202957151
104.2	-0.200633494
104.3	-0.19807782
104.4	-0.195294193
104.5	-0.192286967
104.6	-0.189060767
104.7	-0.185620483
104.8	-0.181971254
104.9	-0.178118461
105	-0.17406771
105.1	-0.169824824
105.2	-0.165395832
105.3	-0.160786951
105.4	-0.156004584
105.5	-0.1510553
105.6	-0.14594583
105.7	-0.140683051
105.8	-0.135273978
105.9	-0.129725756
106	-0.124045645
106.1	-0.118241015
106.2	-0.112319337
106.3	-0.106288171
106.4	-0.100155161
106.5	-0.093928024
106.6	-0.087614548
106.7	-0.081222577
106.8	-0.074760009
106.9	-0.06823479
107	-0.061654903
107.1	-0.055028366
107.2	-0.048363224
107.3	-0.041667543
107.4	-0.034949406
107.5	-0.028216903
107.6	-0.021478131
107.7	-0.014741184
107.8	-0.008014149
107.9	-0.001305099
108	0.00537791
108.1	0.01202685
108.2	0.018633722
108.3	0.025190567
108.4	0.031689469
108.5	0.038122565
108.6	0.04448205
108.7	0.050760187
108.8	0.056949311
108.9	0.063041844
109	0.069030296
109.1	0.07490728
109.2	0.080665516
109.3	0.086297848
109.4	0.091797246
109.5	0.097156822
109.6	0.102369836
109.7	0.107429714
109.8	0.11233005
109.9	0.117064622
110	0.121627406
110.1	0.126012579
110.2	0.13021454
110.3	0.134227913
110.4	0.138047563
110.5	0.141668603
110.6	0.145086408
110.7	0.148296625
110.8	0.151295179
110.9	0.154078284
111	0.156642453
111.1	0.158984507
111.2	0.161101575
111.3	0.162991111
111.4	0.16465089
111.5	0.16607902
111.6	0.167273941
111.7	0.168234432
111.8	0.168959609
111.9	0.16944893
112	0.169702193
112.1	0.169719536
112.2	0.169501436
112.3	0.169048703
112.4	0.168362483
112.5	0.167444248
112.6	0.166295792
112.7	0.164919228
112.8	0.163316979
112.9	0.161491771
113	0.159446625
113.1	0.157184849
113.2	0.154710032
113.3	0.152026029
113.4	0.149136956
113.5	0.146047178
113.6	0.1427613
113.7	0.139284157
113.8	0.1356208
113.9	0.131776491
114	0.12775669
114.1	0.123567042
114.2	0.119213373
114.3	0.114701672
114.4	0.110038087
114.5	0.105228912
114.6	0.10028058
114.7	0.09519965
114.8	0.089992799
114.9	0.084666816
115	0.079228589
115.1	0.0736851
115.2	0.068043416
115.3	0.062310677
115.4	0.056494097
115.5	0.050600949
115.6	0.044638562
115.7	0.03861431
115.8	0.032535613
115.9	0.026409921
116	0.020244717
116.1	0.014047503
116.2	0.007825799
116.3	0.001587135
116.4	-0.004660955
116.5	-0.010910937
116.6	-0.017155284
116.7	-0.023386485
116.8	-0.029597045
116.9	-0.035779495
117	-0.041926397
117.1	-0.048030353
117.2	-0.054084005
117.3	-0.060080049
117.4	-0.066011237
117.5	-0.071870387
117.6	-0.077650388
117.7	-0.083344208
117.8	-0.088944905
117.9	-0.09444563
118	-0.099839639
118.1	-0.1051203
118.2	-0.110281103
118.3	-0.115315666
118.4	-0.120217749
118.5	-0.124981259
118.6	-0.129600261
118.7	-0.134068988
118.8	-0.138381851
118.9	-0.142533445
119	-0.146518565
119.1	-0.150332209
119.2	-0.153969591
119.3	-0.15742615
119.4	-0.160697557
119.5	-0.163779725
119.6	-0.166668818
119.7	-0.169361257
119.8	-0.17185373
119.9	-0.174143193
120	-0.176226886
120.1	-0.17810233
120.2	-0.179767335
120.3	-0.181220007
120.4	-0.182458747
120.5	-0.183482259
120.6	-0.184289549
120.7	-0.184879925
120.8	-0.185253004
120.9	-0.185408704
121	-0.185347249
121.1	-0.185069165
121.2	-0.184575279
121.3	-0.183866714
121.4	-0.182944887
121.5	-0.181811504
121.6	-0.180468554
121.7	-0.178918307
121.8	-0.177163302
121.9	-0.175206346
122	-0.173050505
122.1	-0.170699093
122.2	-0.168155671
122.3	-0.165424033
122.4	-0.162508201
122.5	-0.159412415
122.6	-0.156141123
122.7	-0.152698975
122.8	-0.149090813
122.9	-0.14532166
123	-0.141396714
123.1	-0.137321338
123.2	-0.133101049
123.3	-0.128741513
123.4	-0.124248533
123.5	-0.119628042
123.6	-0.114886095
123.7	-0.11002886
123.8	-0.105062611
123.9	-0.099993717
124	-0.094828639
124.1	-0.089573919
124.2	-0.084236176
124.3	-0.078822095
124.4	-0.073338423
124.5	-0.067791961
124.6	-0.062189559
124.7	-0.056538108
124.8	-0.050844533
124.9	-0.045115791
125	-0.039358861
125.1	-0.033580736
125.2	-0.027788425
125.3	-0.02198894
125.4	-0.016189292
125.5	-0.010396487
125.6	-0.004617516
125.7	0.001140647
125.8	0.006871051
125.9	0.012566778
126	0.018220947
126.1	0.023826721
126.2	0.02937731
126.3	0.034865986
126.4	0.040286081
126.5	0.045630999
126.6	0.050894225
126.7	0.056069326
126.8	0.061149966
126.9	0.066129908
127	0.071003027
127.1	0.075763313
127.2	0.080404884
127.3	0.084921993
127.4	0.089309034
127.5	0.093560553
127.6	0.097671259
127.7	0.101636027
127.8	0.105449911
127.9	0.10910815
128	0.112606178
128.1	0.115939633
128.2	0.119104362
128.3	0.12209643
128.4	0.124912131
128.5	0.127547989
128.6	0.130000771
128.7	0.132267487
128.8	0.134345402
128.9	0.136232038
129	0.137925179
129.1	0.139422876
129.2	0.14072345
129.3	0.141825497
129.4	0.142727889
129.5	0.143429774
129.6	0.143930581
129.7	0.144230017
129.8	0.14432807
129.9	0.144225004
130	0.143921362
130.1	0.143417962
130.2	0.142715892
130.3	0.14181651
130.4	0.140721439
130.5	0.139432562
130.6	0.137952017
130.7	0.136282192
130.8	0.134425719
130.9	0.132385468
131	0.130164539
131.1	0.127766259
131.2	0.125194167
131.3	0.122452017
131.4	0.119543761
131.5	0.116473545
131.6	0.113245703
131.7	0.109864745
131.8	0.106335351
131.9	0.102662365
132	0.098850781
132.1	0.094905741
132.2	0.090832524
132.3	0.086636536
132.4	0.082323309
132.5	0.077898485
132.6	0.073367815
132.7	0.068737146
132.8	0.06401242
132.9	0.059199658
133	0.054304964
133.1	0.049334509
133.2	0.044294527
133.3	0.03919131
133.4	0.034031201
133.5	0.028820587
133.6	0.02356589
133.7	0.018273568
133.8	0.012950101
133.9	0.007601991
134	0.002235753
134.1	-0.003142091
134.2	-0.008525015
134.3	-0.0139065
134.4	-0.019280033
134.5	-0.02463912
134.6	-0.029977285
134.7	-0.035288082
134.8	-0.040565098
134.9	-0.045801958
135	-0.050992336
135.1	-0.056129954
135.2	-0.061208597
135.3	-0.066222111
135.4	-0.071164418
