Time(s)  FloatHeaveZ(m)  PlateHeaveZ(m)
33.950000 -0.775916 -21.603912
33.960000 -0.774541 -21.603961
33.970000 -0.773156 -21.604010
33.980000 -0.771761 -21.604057
33.990000 -0.770357 -21.604103
34.000000 -0.768943 -21.604148
34.010000 -0.767521 -21.604191
34.020000 -0.766089 -21.604233
34.030000 -0.764648 -21.604274
34.040000 -0.763199 -21.604314
34.050000 -0.761742 -21.604353
34.060000 -0.760276 -21.604390
34.070000 -0.758802 -21.604426
34.080000 -0.757321 -21.604460
34.090000 -0.755832 -21.604494
34.100000 -0.754335 -21.604526
34.110000 -0.752831 -21.604556
34.120000 -0.751321 -21.604586
34.130000 -0.749803 -21.604614
34.140000 -0.748280 -21.604640
34.150000 -0.746749 -21.604666
34.160000 -0.745213 -21.604690
34.170000 -0.743671 -21.604712
34.180000 -0.742122 -21.604734
34.190000 -0.740569 -21.604753
34.200000 -0.739010 -21.604772
34.210000 -0.737446 -21.604789
34.220000 -0.735878 -21.604805
34.230000 -0.734304 -21.604819
34.240000 -0.732727 -21.604832
34.250000 -0.731145 -21.604843
34.260000 -0.729559 -21.604854
34.270000 -0.727969 -21.604862
34.280000 -0.726376 -21.604869
34.290000 -0.724780 -21.604875
34.300000 -0.723181 -21.604880
34.310000 -0.721578 -21.604882
34.320000 -0.719974 -21.604884
34.330000 -0.718367 -21.604884
34.340000 -0.716757 -21.604882
34.350000 -0.715146 -21.604880
34.360000 -0.713533 -21.604875
34.370000 -0.711919 -21.604869
34.380000 -0.710304 -21.604862
34.390000 -0.708687 -21.604853
34.400000 -0.707070 -21.604843
34.410000 -0.705453 -21.604831
34.420000 -0.703835 -21.604818
34.430000 -0.702217 -21.604803
34.440000 -0.700599 -21.604787
34.450000 -0.698982 -21.604769
34.460000 -0.697366 -21.604750
34.470000 -0.695750 -21.604730
34.480000 -0.694136 -21.604707
34.490000 -0.692523 -21.604684
34.500000 -0.690912 -21.604658
34.510000 -0.689302 -21.604632
34.520000 -0.687695 -21.604604
34.530000 -0.686091 -21.604574
34.540000 -0.684489 -21.604543
34.550000 -0.682889 -21.604510
34.560000 -0.681293 -21.604476
34.570000 -0.679701 -21.604440
34.580000 -0.678112 -21.604403
34.590000 -0.676527 -21.604364
34.600000 -0.674946 -21.604324
34.610000 -0.673369 -21.604282
34.620000 -0.671797 -21.604239
34.630000 -0.670230 -21.604194
34.640000 -0.668668 -21.604148
34.650000 -0.667111 -21.604100
34.660000 -0.665560 -21.604051
34.670000 -0.664015 -21.604000
34.680000 -0.662476 -21.603948
34.690000 -0.660943 -21.603894
34.700000 -0.659417 -21.603839
34.710000 -0.657897 -21.603782
34.720000 -0.656385 -21.603724
34.730000 -0.654880 -21.603664
34.740000 -0.653383 -21.603603
34.750000 -0.651893 -21.603540
34.760000 -0.650412 -21.603476
34.770000 -0.648939 -21.603410
34.780000 -0.647474 -21.603343
34.790000 -0.646019 -21.603275
34.800000 -0.644572 -21.603205
34.810000 -0.643135 -21.603133
34.820000 -0.641707 -21.603060
34.830000 -0.640289 -21.602986
34.840000 -0.638881 -21.602910
34.850000 -0.637483 -21.602833
34.860000 -0.636096 -21.602754
34.870000 -0.634720 -21.602674
34.880000 -0.633354 -21.602592
34.890000 -0.632000 -21.602509
34.900000 -0.630658 -21.602425
34.910000 -0.629327 -21.602339
34.920000 -0.628009 -21.602252
34.930000 -0.626702 -21.602163
34.940000 -0.625408 -21.602073
34.950000 -0.624127 -21.601982
34.960000 -0.622859 -21.601889
34.970000 -0.621603 -21.601795
34.980000 -0.620362 -21.601699
34.990000 -0.619134 -21.601602
35.000000 -0.617919 -21.601504
35.010000 -0.616719 -21.601404
35.020000 -0.615534 -21.601303
35.030000 -0.614362 -21.601201
35.040000 -0.613206 -21.601098
35.050000 -0.612065 -21.600993
35.060000 -0.610939 -21.600887
35.070000 -0.609828 -21.600779
35.080000 -0.608733 -21.600671
35.090000 -0.607654 -21.600561
35.100000 -0.606591 -21.600449
35.110000 -0.605544 -21.600337
35.120000 -0.604514 -21.600223
35.130000 -0.603501 -21.600108
35.140000 -0.602505 -21.599992
35.150000 -0.601526 -21.599874
35.160000 -0.600564 -21.599756
35.170000 -0.599620 -21.599636
35.180000 -0.598694 -21.599515
35.190000 -0.597786 -21.599393
35.200000 -0.596896 -21.599270
35.210000 -0.596024 -21.599145
35.220000 -0.595171 -21.599020
35.230000 -0.594337 -21.598893
35.240000 -0.593522 -21.598765
35.250000 -0.592727 -21.598636
35.260000 -0.591950 -21.598506
35.270000 -0.591194 -21.598375
35.280000 -0.590457 -21.598243
35.290000 -0.589740 -21.598110
35.300000 -0.589043 -21.597975
35.310000 -0.588366 -21.597840
35.320000 -0.587710 -21.597704
35.330000 -0.587075 -21.597567
35.340000 -0.586461 -21.597428
35.350000 -0.585867 -21.597289
35.360000 -0.585295 -21.597149
35.370000 -0.584744 -21.597008
35.380000 -0.584215 -21.596866
35.390000 -0.583708 -21.596723
35.400000 -0.583222 -21.596579
35.410000 -0.582758 -21.596434
35.420000 -0.582317 -21.596289
35.430000 -0.581897 -21.596142
35.440000 -0.581501 -21.595995
35.450000 -0.581126 -21.595847
35.460000 -0.580775 -21.595698
35.470000 -0.580446 -21.595548
35.480000 -0.580141 -21.595397
35.490000 -0.579858 -21.595246
35.500000 -0.579599 -21.595094
35.510000 -0.579364 -21.594941
35.520000 -0.579152 -21.594788
35.530000 -0.578963 -21.594634
35.540000 -0.578798 -21.594479
35.550000 -0.578657 -21.594323
35.560000 -0.578541 -21.594167
35.570000 -0.578448 -21.594010
35.580000 -0.578379 -21.593853
35.590000 -0.578335 -21.593695
35.600000 -0.578315 -21.593536
35.610000 -0.578320 -21.593377
35.620000 -0.578349 -21.593218
35.630000 -0.578403 -21.593057
35.640000 -0.578481 -21.592897
35.650000 -0.578585 -21.592735
35.660000 -0.578713 -21.592574
35.670000 -0.578866 -21.592411
35.680000 -0.579045 -21.592249
35.690000 -0.579248 -21.592086
35.700000 -0.579477 -21.591922
35.710000 -0.579731 -21.591759
35.720000 -0.580010 -21.591594
35.730000 -0.580314 -21.591430
35.740000 -0.580644 -21.591265
35.750000 -0.581000 -21.591100
35.760000 -0.581380 -21.590934
35.770000 -0.581787 -21.590769
35.780000 -0.582218 -21.590603
35.790000 -0.582676 -21.590437
35.800000 -0.583159 -21.590270
35.810000 -0.583667 -21.590104
35.820000 -0.584201 -21.589937
35.830000 -0.584761 -21.589770
35.840000 -0.585346 -21.589603
35.850000 -0.585957 -21.589436
35.860000 -0.586593 -21.589268
35.870000 -0.587256 -21.589101
35.880000 -0.587943 -21.588934
35.890000 -0.588657 -21.588766
35.900000 -0.589395 -21.588599
35.910000 -0.590160 -21.588431
35.920000 -0.590950 -21.588264
35.930000 -0.591765 -21.588096
35.940000 -0.592606 -21.587929
35.950000 -0.593472 -21.587762
35.960000 -0.594363 -21.587594
35.970000 -0.595280 -21.587427
35.980000 -0.596222 -21.587260
35.990000 -0.597189 -21.587094
36.000000 -0.598182 -21.586927
36.010000 -0.599199 -21.586761
36.020000 -0.600241 -21.586594
36.030000 -0.601309 -21.586429
36.040000 -0.602401 -21.586263
36.050000 -0.603517 -21.586098
36.060000 -0.604659 -21.585932
36.070000 -0.605825 -21.585768
36.080000 -0.607015 -21.585603
36.090000 -0.608230 -21.585439
36.100000 -0.609469 -21.585276
36.110000 -0.610732 -21.585112
36.120000 -0.612019 -21.584949
36.130000 -0.613330 -21.584787
36.140000 -0.614665 -21.584625
36.150000 -0.616023 -21.584464
36.160000 -0.617405 -21.584303
36.170000 -0.618810 -21.584142
36.180000 -0.620238 -21.583982
36.190000 -0.621690 -21.583823
36.200000 -0.623164 -21.583664
36.210000 -0.624661 -21.583506
36.220000 -0.626180 -21.583348
36.230000 -0.627722 -21.583191
36.240000 -0.629287 -21.583035
36.250000 -0.630873 -21.582880
36.260000 -0.632481 -21.582725
36.270000 -0.634111 -21.582571
36.280000 -0.635762 -21.582417
36.290000 -0.637435 -21.582264
36.300000 -0.639129 -21.582112
36.310000 -0.640843 -21.581961
36.320000 -0.642579 -21.581811
36.330000 -0.644335 -21.581662
36.340000 -0.646111 -21.581513
36.350000 -0.647907 -21.581365
36.360000 -0.649723 -21.581218
36.370000 -0.651559 -21.581072
36.380000 -0.653414 -21.580927
36.390000 -0.655288 -21.580783
36.400000 -0.657181 -21.580640
36.410000 -0.659092 -21.580498
36.420000 -0.661022 -21.580356
36.430000 -0.662971 -21.580216
36.440000 -0.664937 -21.580077
36.450000 -0.666921 -21.579939
36.460000 -0.668922 -21.579802
36.470000 -0.670940 -21.579666
36.480000 -0.672975 -21.579531
36.490000 -0.675026 -21.579397
36.500000 -0.677094 -21.579264
36.510000 -0.679178 -21.579133
36.520000 -0.681278 -21.579003
36.530000 -0.683393 -21.578873
36.540000 -0.685523 -21.578745
36.550000 -0.687667 -21.578619
36.560000 -0.689827 -21.578493
36.570000 -0.692000 -21.578369
36.580000 -0.694188 -21.578246
36.590000 -0.696389 -21.578124
36.600000 -0.698603 -21.578003
36.610000 -0.700830 -21.577884
36.620000 -0.703070 -21.577766
36.630000 -0.705322 -21.577649
36.640000 -0.707586 -21.577534
36.650000 -0.709861 -21.577420
36.660000 -0.712148 -21.577308
36.670000 -0.714446 -21.577196
36.680000 -0.716755 -21.577087
36.690000 -0.719073 -21.576978
36.700000 -0.721402 -21.576871
36.710000 -0.723740 -21.576766
36.720000 -0.726088 -21.576662
36.730000 -0.728444 -21.576559
36.740000 -0.730808 -21.576458
36.750000 -0.733181 -21.576358
36.760000 -0.735562 -21.576260
36.770000 -0.737950 -21.576163
36.780000 -0.740345 -21.576068
36.790000 -0.742746 -21.575974
36.800000 -0.745154 -21.575882
36.810000 -0.747568 -21.575791
36.820000 -0.749987 -21.575702
36.830000 -0.752412 -21.575615
36.840000 -0.754841 -21.575529
36.850000 -0.757275 -21.575444
36.860000 -0.759712 -21.575362
36.870000 -0.762153 -21.575280
36.880000 -0.764597 -21.575201
36.890000 -0.767044 -21.575123
36.900000 -0.769494 -21.575046
36.910000 -0.771945 -21.574972
36.920000 -0.774398 -21.574899
36.930000 -0.776853 -21.574827
36.940000 -0.779308 -21.574757
36.950000 -0.781763 -21.574689
36.960000 -0.784219 -21.574623
36.970000 -0.786674 -21.574558
36.980000 -0.789128 -21.574495
36.990000 -0.791581 -21.574433
37.000000 -0.794032 -21.574373
37.010000 -0.796481 -21.574315
37.020000 -0.798928 -21.574259
37.030000 -0.801372 -21.574204
37.040000 -0.803813 -21.574151
37.050000 -0.806250 -21.574099
37.060000 -0.808683 -21.574050
37.070000 -0.811111 -21.574002
37.080000 -0.813534 -21.573955
37.090000 -0.815952 -21.573911
37.100000 -0.818364 -21.573868
37.110000 -0.820770 -21.573827
37.120000 -0.823170 -21.573787
37.130000 -0.825562 -21.573750
37.140000 -0.827947 -21.573714
37.150000 -0.830324 -21.573679
37.160000 -0.832693 -21.573647
37.170000 -0.835053 -21.573616
37.180000 -0.837404 -21.573587
37.190000 -0.839745 -21.573560
37.200000 -0.842076 -21.573534
37.210000 -0.844397 -21.573510
37.220000 -0.846708 -21.573488
37.230000 -0.849007 -21.573467
37.240000 -0.851294 -21.573448
37.250000 -0.853569 -21.573431
37.260000 -0.855832 -21.573416
37.270000 -0.858082 -21.573402
37.280000 -0.860319 -21.573390
37.290000 -0.862542 -21.573380
37.300000 -0.864751 -21.573371
37.310000 -0.866946 -21.573364
37.320000 -0.869126 -21.573359
37.330000 -0.871290 -21.573355
37.340000 -0.873439 -21.573353
37.350000 -0.875571 -21.573353
37.360000 -0.877687 -21.573354
37.370000 -0.879787 -21.573357
37.380000 -0.881868 -21.573362
37.390000 -0.883932 -21.573368
37.400000 -0.885978 -21.573376
37.410000 -0.888006 -21.573386
37.420000 -0.890014 -21.573397
37.430000 -0.892004 -21.573410
37.440000 -0.893973 -21.573424
37.450000 -0.895922 -21.573440
37.460000 -0.897851 -21.573458
37.470000 -0.899759 -21.573477
37.480000 -0.901646 -21.573498
37.490000 -0.903511 -21.573520
37.500000 -0.905354 -21.573544
37.510000 -0.907175 -21.573569
37.520000 -0.908973 -21.573596
37.530000 -0.910748 -21.573624
37.540000 -0.912499 -21.573654
37.550000 -0.914227 -21.573686
37.560000 -0.915931 -21.573719
37.570000 -0.917610 -21.573753
37.580000 -0.919264 -21.573789
37.590000 -0.920893 -21.573826
37.600000 -0.922496 -21.573865
37.610000 -0.924073 -21.573905
37.620000 -0.925625 -21.573947
37.630000 -0.927149 -21.573990
37.640000 -0.928647 -21.574034
37.650000 -0.930117 -21.574080
37.660000 -0.931560 -21.574127
37.670000 -0.932975 -21.574175
37.680000 -0.934362 -21.574225
37.690000 -0.935720 -21.574276
37.700000 -0.937050 -21.574328
37.710000 -0.938350 -21.574382
37.720000 -0.939621 -21.574437
37.730000 -0.940862 -21.574493
37.740000 -0.942072 -21.574550
37.750000 -0.943253 -21.574609
37.760000 -0.944403 -21.574669
37.770000 -0.945522 -21.574730
37.780000 -0.946610 -21.574792
37.790000 -0.947666 -21.574856
37.800000 -0.948691 -21.574920
37.810000 -0.949683 -21.574986
37.820000 -0.950644 -21.575052
37.830000 -0.951571 -21.575120
37.840000 -0.952466 -21.575189
37.850000 -0.953328 -21.575259
37.860000 -0.954157 -21.575330
37.870000 -0.954952 -21.575402
37.880000 -0.955713 -21.575475
37.890000 -0.956440 -21.575549
37.900000 -0.957133 -21.575624
37.910000 -0.957792 -21.575700
37.920000 -0.958415 -21.575777
37.930000 -0.959004 -21.575855
37.940000 -0.959558 -21.575933
37.950000 -0.960077 -21.576013
37.960000 -0.960560 -21.576093
37.970000 -0.961007 -21.576174
37.980000 -0.961418 -21.576256
37.990000 -0.961793 -21.576339
38.000000 -0.962132 -21.576422
38.010000 -0.962435 -21.576506
38.020000 -0.962701 -21.576591
38.030000 -0.962930 -21.576677
38.040000 -0.963122 -21.576763
38.050000 -0.963277 -21.576850
38.060000 -0.963395 -21.576938
38.070000 -0.963476 -21.577026
38.080000 -0.963519 -21.577115
38.090000 -0.963524 -21.577205
38.100000 -0.963491 -21.577295
38.110000 -0.963421 -21.577385
38.120000 -0.963312 -21.577476
38.130000 -0.963166 -21.577568
38.140000 -0.962981 -21.577660
38.150000 -0.962758 -21.577752
38.160000 -0.962496 -21.577845
38.170000 -0.962196 -21.577938
38.180000 -0.961857 -21.578032
38.190000 -0.961479 -21.578126
38.200000 -0.961063 -21.578220
38.210000 -0.960608 -21.578315
38.220000 -0.960114 -21.578410
38.230000 -0.959581 -21.578505
38.240000 -0.959008 -21.578600
38.250000 -0.958397 -21.578696
38.260000 -0.957747 -21.578792
38.270000 -0.957057 -21.578888
38.280000 -0.956329 -21.578984
38.290000 -0.955561 -21.579080
38.300000 -0.954754 -21.579176
38.310000 -0.953908 -21.579273
38.320000 -0.953022 -21.579369
38.330000 -0.952097 -21.579466
38.340000 -0.951133 -21.579563
38.350000 -0.950130 -21.579659
38.360000 -0.949087 -21.579756
38.370000 -0.948006 -21.579852
38.380000 -0.946885 -21.579949
38.390000 -0.945725 -21.580045
38.400000 -0.944526 -21.580141
38.410000 -0.943288 -21.580237
38.420000 -0.942011 -21.580333
38.430000 -0.940695 -21.580429
38.440000 -0.939340 -21.580524
38.450000 -0.937946 -21.580620
38.460000 -0.936513 -21.580714
38.470000 -0.935042 -21.580809
38.480000 -0.933533 -21.580904
38.490000 -0.931984 -21.580998
38.500000 -0.930398 -21.581091
38.510000 -0.928773 -21.581185
38.520000 -0.927110 -21.581278
38.530000 -0.925409 -21.581370
38.540000 -0.923670 -21.581462
38.550000 -0.921893 -21.581554
38.560000 -0.920078 -21.581645
38.570000 -0.918226 -21.581736
38.580000 -0.916337 -21.581826
38.590000 -0.914410 -21.581915
38.600000 -0.912446 -21.582004
38.610000 -0.910445 -21.582092
38.620000 -0.908408 -21.582180
38.630000 -0.906333 -21.582267
38.640000 -0.904223 -21.582354
38.650000 -0.902076 -21.582440
38.660000 -0.899893 -21.582525
38.670000 -0.897674 -21.582609
38.680000 -0.895420 -21.582693
38.690000 -0.893130 -21.582775
38.700000 -0.890804 -21.582857
38.710000 -0.888444 -21.582939
38.720000 -0.886049 -21.583019
38.730000 -0.883619 -21.583099
38.740000 -0.881155 -21.583177
38.750000 -0.878657 -21.583255
38.760000 -0.876125 -21.583332
38.770000 -0.873560 -21.583408
38.780000 -0.870960 -21.583483
38.790000 -0.868328 -21.583557
38.800000 -0.865663 -21.583630
38.810000 -0.862966 -21.583702
38.820000 -0.860236 -21.583774
38.830000 -0.857474 -21.583844
38.840000 -0.854680 -21.583913
38.850000 -0.851855 -21.583980
38.860000 -0.848999 -21.584047
38.870000 -0.846111 -21.584113
38.880000 -0.843194 -21.584177
38.890000 -0.840246 -21.584241
38.900000 -0.837268 -21.584303
38.910000 -0.834260 -21.584364
38.920000 -0.831224 -21.584424
38.930000 -0.828158 -21.584483
38.940000 -0.825064 -21.584540
38.950000 -0.821941 -21.584596
38.960000 -0.818791 -21.584651
38.970000 -0.815613 -21.584705
38.980000 -0.812407 -21.584757
38.990000 -0.809175 -21.584808
39.000000 -0.805917 -21.584857
39.010000 -0.802632 -21.584906
39.020000 -0.799322 -21.584953
39.030000 -0.795986 -21.584998
39.040000 -0.792625 -21.585043
39.050000 -0.789240 -21.585085
39.060000 -0.785830 -21.585127
39.070000 -0.782397 -21.585167
39.080000 -0.778940 -21.585205
39.090000 -0.775461 -21.585242
39.100000 -0.771959 -21.585278
39.110000 -0.768434 -21.585312
39.120000 -0.764888 -21.585345
39.130000 -0.761321 -21.585376
39.140000 -0.757732 -21.585405
39.150000 -0.754124 -21.585433
39.160000 -0.750495 -21.585460
39.170000 -0.746847 -21.585485
39.180000 -0.743179 -21.585508
39.190000 -0.739493 -21.585530
39.200000 -0.735789 -21.585551
39.210000 -0.732067 -21.585569
39.220000 -0.728327 -21.585586
39.230000 -0.724571 -21.585602
39.240000 -0.720799 -21.585616
39.250000 -0.717010 -21.585628
39.260000 -0.713206 -21.585639
39.270000 -0.709387 -21.585648
39.280000 -0.705554 -21.585655
39.290000 -0.701707 -21.585661
39.300000 -0.697846 -21.585665
39.310000 -0.693972 -21.585667
39.320000 -0.690086 -21.585668
39.330000 -0.686187 -21.585667
39.340000 -0.682278 -21.585665
39.350000 -0.678357 -21.585660
39.360000 -0.674425 -21.585654
39.370000 -0.670484 -21.585647
39.380000 -0.666533 -21.585637
39.390000 -0.662574 -21.585626
39.400000 -0.658606 -21.585613
39.410000 -0.654630 -21.585599
39.420000 -0.650646 -21.585582
39.430000 -0.646656 -21.585564
39.440000 -0.642659 -21.585545
39.450000 -0.638657 -21.585523
39.460000 -0.634650 -21.585500
39.470000 -0.630637 -21.585475
39.480000 -0.626621 -21.585449
39.490000 -0.622601 -21.585420
39.500000 -0.618577 -21.585390
39.510000 -0.614552 -21.585359
39.520000 -0.610524 -21.585325
39.530000 -0.606495 -21.585290
39.540000 -0.602465 -21.585253
39.550000 -0.598434 -21.585214
39.560000 -0.594404 -21.585174
39.570000 -0.590375 -21.585132
39.580000 -0.586347 -21.585088
39.590000 -0.582321 -21.585042
39.600000 -0.578297 -21.584995
39.610000 -0.574276 -21.584946
39.620000 -0.570259 -21.584895
39.630000 -0.566246 -21.584843
39.640000 -0.562238 -21.584789
39.650000 -0.558235 -21.584733
39.660000 -0.554238 -21.584676
39.670000 -0.550248 -21.584617
39.680000 -0.546264 -21.584556
39.690000 -0.542288 -21.584493
39.700000 -0.538320 -21.584429
39.710000 -0.534361 -21.584363
39.720000 -0.530411 -21.584296
39.730000 -0.526471 -21.584227
39.740000 -0.522542 -21.584156
39.750000 -0.518623 -21.584084
39.760000 -0.514716 -21.584010
39.770000 -0.510821 -21.583934
39.780000 -0.506939 -21.583857
39.790000 -0.503071 -21.583778
39.800000 -0.499216 -21.583698
39.810000 -0.495376 -21.583616
39.820000 -0.491550 -21.583532
39.830000 -0.487741 -21.583447
39.840000 -0.483947 -21.583360
39.850000 -0.480170 -21.583272
39.860000 -0.476411 -21.583183
39.870000 -0.472669 -21.583091
39.880000 -0.468946 -21.582999
39.890000 -0.465242 -21.582905
39.900000 -0.461558 -21.582809
39.910000 -0.457893 -21.582712
39.920000 -0.454250 -21.582613
39.930000 -0.450628 -21.582514
39.940000 -0.447027 -21.582412
39.950000 -0.443449 -21.582309
39.960000 -0.439895 -21.582205
39.970000 -0.436363 -21.582100
39.980000 -0.432856 -21.581993
39.990000 -0.429374 -21.581885
40.000000 -0.425917 -21.581775
40.010000 -0.422486 -21.581665
40.020000 -0.419081 -21.581553
40.030000 -0.415704 -21.581439
40.040000 -0.412353 -21.581325
40.050000 -0.409031 -21.581209
40.060000 -0.405738 -21.581092
40.070000 -0.402473 -21.580974
40.080000 -0.399238 -21.580854
40.090000 -0.396033 -21.580734
40.100000 -0.392859 -21.580612
40.110000 -0.389716 -21.580489
40.120000 -0.386605 -21.580365
40.130000 -0.383526 -21.580240
40.140000 -0.380480 -21.580114
40.150000 -0.377468 -21.579987
40.160000 -0.374489 -21.579859
40.170000 -0.371544 -21.579730
40.180000 -0.368634 -21.579600
40.190000 -0.365760 -21.579469
40.200000 -0.362921 -21.579337
40.210000 -0.360119 -21.579204
40.220000 -0.357353 -21.579071
40.230000 -0.354625 -21.578936
40.240000 -0.351935 -21.578801
40.250000 -0.349283 -21.578665
40.260000 -0.346669 -21.578528
40.270000 -0.344095 -21.578390
40.280000 -0.341560 -21.578252
40.290000 -0.339066 -21.578113
40.300000 -0.336612 -21.577973
40.310000 -0.334199 -21.577832
40.320000 -0.331827 -21.577691
40.330000 -0.329497 -21.577549
40.340000 -0.327210 -21.577407
40.350000 -0.324966 -21.577264
40.360000 -0.322764 -21.577121
40.370000 -0.320607 -21.576977
40.380000 -0.318493 -21.576832
40.390000 -0.316424 -21.576688
40.400000 -0.314399 -21.576542
40.410000 -0.312420 -21.576397
40.420000 -0.310487 -21.576251
40.430000 -0.308599 -21.576104
40.440000 -0.306758 -21.575958
40.450000 -0.304964 -21.575811
40.460000 -0.303217 -21.575664
40.470000 -0.301517 -21.575516
40.480000 -0.299865 -21.575369
40.490000 -0.298262 -21.575221
40.500000 -0.296707 -21.575073
40.510000 -0.295201 -21.574925
40.520000 -0.293744 -21.574777
40.530000 -0.292336 -21.574629
40.540000 -0.290979 -21.574481
40.550000 -0.289672 -21.574333
40.560000 -0.288415 -21.574185
40.570000 -0.287209 -21.574037
40.580000 -0.286054 -21.573889
40.590000 -0.284951 -21.573741
40.600000 -0.283899 -21.573594
40.610000 -0.282899 -21.573446
40.620000 -0.281951 -21.573299
40.630000 -0.281056 -21.573152
40.640000 -0.280213 -21.573006
40.650000 -0.279423 -21.572860
40.660000 -0.278687 -21.572714
40.670000 -0.278004 -21.572568
40.680000 -0.277374 -21.572423
40.690000 -0.276799 -21.572279
40.700000 -0.276277 -21.572135
40.710000 -0.275809 -21.571991
40.720000 -0.275396 -21.571848
40.730000 -0.275038 -21.571706
40.740000 -0.274734 -21.571564
40.750000 -0.274486 -21.571423
40.760000 -0.274292 -21.571282
40.770000 -0.274153 -21.571143
40.780000 -0.274070 -21.571004
40.790000 -0.274043 -21.570865
40.800000 -0.274071 -21.570728
40.810000 -0.274155 -21.570591
40.820000 -0.274295 -21.570456
40.830000 -0.274491 -21.570321
40.840000 -0.274742 -21.570187
40.850000 -0.275050 -21.570054
40.860000 -0.275415 -21.569923
40.870000 -0.275835 -21.569792
40.880000 -0.276312 -21.569662
40.890000 -0.276845 -21.569534
40.900000 -0.277435 -21.569406
40.910000 -0.278081 -21.569280
40.920000 -0.278784 -21.569155
40.930000 -0.279543 -21.569031
40.940000 -0.280359 -21.568908
40.950000 -0.281231 -21.568787
40.960000 -0.282160 -21.568667
40.970000 -0.283145 -21.568549
40.980000 -0.284187 -21.568432
40.990000 -0.285285 -21.568316
41.000000 -0.286440 -21.568202
41.010000 -0.287651 -21.568089
41.020000 -0.288918 -21.567978
41.030000 -0.290242 -21.567868
41.040000 -0.291622 -21.567760
41.050000 -0.293058 -21.567654
41.060000 -0.294549 -21.567549
41.070000 -0.296097 -21.567446
41.080000 -0.297700 -21.567345
41.090000 -0.299359 -21.567246
41.100000 -0.301074 -21.567148
41.110000 -0.302844 -21.567052
41.120000 -0.304669 -21.566958
41.130000 -0.306549 -21.566866
41.140000 -0.308485 -21.566775
41.150000 -0.310475 -21.566687
41.160000 -0.312519 -21.566601
41.170000 -0.314618 -21.566516
41.180000 -0.316771 -21.566434
41.190000 -0.318978 -21.566353
41.200000 -0.321239 -21.566275
41.210000 -0.323553 -21.566199
41.220000 -0.325921 -21.566125
41.230000 -0.328341 -21.566053
41.240000 -0.330815 -21.565984
41.250000 -0.333341 -21.565917
41.260000 -0.335919 -21.565851
41.270000 -0.338549 -21.565789
41.280000 -0.341231 -21.565728
41.290000 -0.343965 -21.565670
41.300000 -0.346750 -21.565614
41.310000 -0.349585 -21.565561
41.320000 -0.352471 -21.565510
41.330000 -0.355408 -21.565461
41.340000 -0.358394 -21.565415
41.350000 -0.361430 -21.565372
41.360000 -0.364515 -21.565331
41.370000 -0.367648 -21.565292
41.380000 -0.370831 -21.565256
41.390000 -0.374061 -21.565223
41.400000 -0.377339 -21.565192
41.410000 -0.380665 -21.565164
41.420000 -0.384038 -21.565139
41.430000 -0.387457 -21.565116
41.440000 -0.390922 -21.565096
41.450000 -0.394433 -21.565079
41.460000 -0.397989 -21.565064
41.470000 -0.401591 -21.565052
41.480000 -0.405237 -21.565043
41.490000 -0.408926 -21.565037
41.500000 -0.412660 -21.565034
41.510000 -0.416436 -21.565033
41.520000 -0.420256 -21.565036
41.530000 -0.424117 -21.565041
41.540000 -0.428020 -21.565049
41.550000 -0.431965 -21.565060
41.560000 -0.435950 -21.565075
41.570000 -0.439975 -21.565092
41.580000 -0.444041 -21.565112
41.590000 -0.448145 -21.565135
41.600000 -0.452288 -21.565161
41.610000 -0.456470 -21.565190
41.620000 -0.460689 -21.565222
41.630000 -0.464945 -21.565257
41.640000 -0.469238 -21.565295
41.650000 -0.473567 -21.565337
41.660000 -0.477931 -21.565381
41.670000 -0.482331 -21.565429
41.680000 -0.486765 -21.565479
41.690000 -0.491232 -21.565533
41.700000 -0.495733 -21.565590
41.710000 -0.500267 -21.565650
41.720000 -0.504833 -21.565713
41.730000 -0.509430 -21.565780
41.740000 -0.514059 -21.565849
41.750000 -0.518718 -21.565922
41.760000 -0.523406 -21.565998
41.770000 -0.528124 -21.566077
41.780000 -0.532870 -21.566160
41.790000 -0.537644 -21.566245
41.800000 -0.542445 -21.566334
41.810000 -0.547273 -21.566426
41.820000 -0.552127 -21.566522
41.830000 -0.557007 -21.566620
41.840000 -0.561911 -21.566722
41.850000 -0.566840 -21.566827
41.860000 -0.571792 -21.566935
41.870000 -0.576767 -21.567047
41.880000 -0.581764 -21.567162
41.890000 -0.586783 -21.567280
41.900000 -0.591822 -21.567401
41.910000 -0.596882 -21.567526
41.920000 -0.601962 -21.567654
41.930000 -0.607060 -21.567785
41.940000 -0.612177 -21.567919
41.950000 -0.617311 -21.568057
41.960000 -0.622463 -21.568198
41.970000 -0.627630 -21.568342
41.980000 -0.632813 -21.568490
41.990000 -0.638011 -21.568640
42.000000 -0.643224 -21.568794
42.010000 -0.648450 -21.568951
42.020000 -0.653688 -21.569112
42.030000 -0.658939 -21.569275
42.040000 -0.664202 -21.569442
42.050000 -0.669475 -21.569612
42.060000 -0.674758 -21.569785
42.070000 -0.680051 -21.569962
42.080000 -0.685353 -21.570141
42.090000 -0.690662 -21.570324
42.100000 -0.695979 -21.570510
42.110000 -0.701303 -21.570699
42.120000 -0.706633 -21.570891
42.130000 -0.711968 -21.571086
42.140000 -0.717307 -21.571285
42.150000 -0.722651 -21.571486
