Time(s)  FloatHeaveZ(m)  PlateHeaveZ(m)
8.190000 -0.723756 -21.536792
8.200000 -0.723748 -21.536844
8.210000 -0.723740 -21.536897
8.220000 -0.723732 -21.536950
8.230000 -0.723723 -21.537003
8.240000 -0.723714 -21.537056
8.250000 -0.723705 -21.537110
8.260000 -0.723696 -21.537163
8.270000 -0.723687 -21.537217
8.280000 -0.723677 -21.537270
8.290000 -0.723667 -21.537324
8.300000 -0.723658 -21.537378
8.310000 -0.723647 -21.537432
8.320000 -0.723637 -21.537486
8.330000 -0.723627 -21.537540
8.340000 -0.723616 -21.537595
8.350000 -0.723605 -21.537649
8.360000 -0.723594 -21.537703
8.370000 -0.723583 -21.537758
8.380000 -0.723571 -21.537813
8.390000 -0.723559 -21.537868
8.400000 -0.723547 -21.537922
8.410000 -0.723535 -21.537977
8.420000 -0.723523 -21.538032
8.430000 -0.723510 -21.538088
8.440000 -0.723498 -21.538143
8.450000 -0.723485 -21.538198
8.460000 -0.723472 -21.538254
8.470000 -0.723458 -21.538309
8.480000 -0.723445 -21.538365
8.490000 -0.723431 -21.538420
8.500000 -0.723417 -21.538476
8.510000 -0.723403 -21.538532
8.520000 -0.723388 -21.538588
8.530000 -0.723374 -21.538644
8.540000 -0.723359 -21.538701
8.550000 -0.723344 -21.538757
8.560000 -0.723328 -21.538813
8.570000 -0.723313 -21.538870
8.580000 -0.723297 -21.538927
8.590000 -0.723281 -21.538983
8.600000 -0.723265 -21.539040
8.610000 -0.723249 -21.539097
8.620000 -0.723232 -21.539154
8.630000 -0.723215 -21.539212
8.640000 -0.723198 -21.539269
8.650000 -0.723181 -21.539326
8.660000 -0.723163 -21.539384
8.670000 -0.723146 -21.539442
8.680000 -0.723128 -21.539500
8.690000 -0.723109 -21.539558
8.700000 -0.723091 -21.539616
8.710000 -0.723072 -21.539674
8.720000 -0.723054 -21.539732
8.730000 -0.723035 -21.539791
8.740000 -0.723015 -21.539849
8.750000 -0.722996 -21.539908
8.760000 -0.722976 -21.539967
8.770000 -0.722956 -21.540026
8.780000 -0.722936 -21.540085
8.790000 -0.722915 -21.540144
8.800000 -0.722895 -21.540203
8.810000 -0.722874 -21.540263
8.820000 -0.722852 -21.540322
8.830000 -0.722831 -21.540382
8.840000 -0.722809 -21.540442
8.850000 -0.722788 -21.540502
8.860000 -0.722766 -21.540562
8.870000 -0.722743 -21.540622
8.880000 -0.722721 -21.540683
8.890000 -0.722698 -21.540743
8.900000 -0.722675 -21.540804
8.910000 -0.722652 -21.540865
8.920000 -0.722628 -21.540926
8.930000 -0.722605 -21.540987
8.940000 -0.722581 -21.541048
8.950000 -0.722556 -21.541110
8.960000 -0.722532 -21.541172
8.970000 -0.722507 -21.541233
8.980000 -0.722482 -21.541295
8.990000 -0.722457 -21.541357
9.000000 -0.722432 -21.541419
9.010000 -0.722406 -21.541482
9.020000 -0.722381 -21.541544
9.030000 -0.722355 -21.541606
9.040000 -0.722328 -21.541669
9.050000 -0.722302 -21.541732
9.060000 -0.722275 -21.541795
9.070000 -0.722248 -21.541858
9.080000 -0.722221 -21.541921
9.090000 -0.722193 -21.541985
9.100000 -0.722166 -21.542048
9.110000 -0.722138 -21.542112
9.120000 -0.722110 -21.542176
9.130000 -0.722081 -21.542239
9.140000 -0.722053 -21.542304
9.150000 -0.722024 -21.542368
9.160000 -0.721995 -21.542432
9.170000 -0.721965 -21.542497
9.180000 -0.721936 -21.542561
9.190000 -0.721906 -21.542626
9.200000 -0.721876 -21.542691
9.210000 -0.721846 -21.542756
9.220000 -0.721815 -21.542821
9.230000 -0.721785 -21.542887
9.240000 -0.721754 -21.542952
9.250000 -0.721722 -21.543018
9.260000 -0.721691 -21.543084
9.270000 -0.721659 -21.543149
9.280000 -0.721628 -21.543216
9.290000 -0.721596 -21.543282
9.300000 -0.721563 -21.543348
9.310000 -0.721531 -21.543415
9.320000 -0.721498 -21.543482
9.330000 -0.721465 -21.543549
9.340000 -0.721432 -21.543616
9.350000 -0.721398 -21.543683
9.360000 -0.721365 -21.543750
9.370000 -0.721331 -21.543818
9.380000 -0.721297 -21.543885
9.390000 -0.721262 -21.543953
9.400000 -0.721228 -21.544021
9.410000 -0.721193 -21.544089
9.420000 -0.721158 -21.544158
9.430000 -0.721123 -21.544226
9.440000 -0.721088 -21.544295
9.450000 -0.721052 -21.544364
9.460000 -0.721016 -21.544433
9.470000 -0.720980 -21.544502
9.480000 -0.720944 -21.544571
9.490000 -0.720908 -21.544641
9.500000 -0.720871 -21.544711
9.510000 -0.720834 -21.544781
9.520000 -0.720797 -21.544851
9.530000 -0.720760 -21.544921
9.540000 -0.720722 -21.544991
9.550000 -0.720685 -21.545062
9.560000 -0.720647 -21.545133
9.570000 -0.720609 -21.545204
9.580000 -0.720570 -21.545275
9.590000 -0.720532 -21.545346
9.600000 -0.720493 -21.545418
9.610000 -0.720454 -21.545490
9.620000 -0.720415 -21.545561
9.630000 -0.720376 -21.545633
9.640000 -0.720337 -21.545706
9.650000 -0.720297 -21.545778
9.660000 -0.720257 -21.545851
9.670000 -0.720217 -21.545923
9.680000 -0.720177 -21.545996
9.690000 -0.720137 -21.546069
9.700000 -0.720096 -21.546143
9.710000 -0.720055 -21.546216
9.720000 -0.720015 -21.546290
9.730000 -0.719973 -21.546363
9.740000 -0.719932 -21.546437
9.750000 -0.719891 -21.546511
9.760000 -0.719849 -21.546586
9.770000 -0.719808 -21.546660
9.780000 -0.719766 -21.546735
9.790000 -0.719724 -21.546810
9.800000 -0.719681 -21.546885
9.810000 -0.719639 -21.546960
9.820000 -0.719596 -21.547035
9.830000 -0.719554 -21.547111
9.840000 -0.719511 -21.547186
9.850000 -0.719468 -21.547262
9.860000 -0.719425 -21.547338
9.870000 -0.719382 -21.547414
9.880000 -0.719338 -21.547491
9.890000 -0.719295 -21.547567
9.900000 -0.719251 -21.547644
9.910000 -0.719207 -21.547721
9.920000 -0.719163 -21.547798
9.930000 -0.719119 -21.547875
9.940000 -0.719075 -21.547953
9.950000 -0.719030 -21.548030
9.960000 -0.718986 -21.548108
9.970000 -0.718941 -21.548186
9.980000 -0.718896 -21.548264
9.990000 -0.718852 -21.548343
10.000000 -0.718807 -21.548421
10.010000 -0.718762 -21.548500
10.020000 -0.718716 -21.548579
10.030000 -0.718671 -21.548658
10.040000 -0.718626 -21.548737
10.050000 -0.718580 -21.548817
10.060000 -0.718535 -21.548896
10.070000 -0.718489 -21.548976
10.080000 -0.718443 -21.549056
10.090000 -0.718397 -21.549136
10.100000 -0.718351 -21.549217
10.110000 -0.718305 -21.549297
10.120000 -0.718259 -21.549378
10.130000 -0.718213 -21.549459
10.140000 -0.718167 -21.549540
10.150000 -0.718120 -21.549621
10.160000 -0.718074 -21.549703
10.170000 -0.718027 -21.549785
10.180000 -0.717981 -21.549867
10.190000 -0.717934 -21.549949
10.200000 -0.717888 -21.550031
10.210000 -0.717841 -21.550114
10.220000 -0.717794 -21.550196
10.230000 -0.717747 -21.550279
10.240000 -0.717700 -21.550362
10.250000 -0.717653 -21.550446
10.260000 -0.717606 -21.550529
10.270000 -0.717559 -21.550613
10.280000 -0.717512 -21.550697
10.290000 -0.717465 -21.550781
10.300000 -0.717418 -21.550865
10.310000 -0.717371 -21.550949
10.320000 -0.717324 -21.551034
10.330000 -0.717277 -21.551119
10.340000 -0.717230 -21.551204
10.350000 -0.717183 -21.551289
10.360000 -0.717136 -21.551374
10.370000 -0.717089 -21.551460
10.380000 -0.717042 -21.551545
10.390000 -0.716994 -21.551631
10.400000 -0.716947 -21.551717
10.410000 -0.716900 -21.551804
10.420000 -0.716853 -21.551890
10.430000 -0.716806 -21.551977
10.440000 -0.716759 -21.552064
10.450000 -0.716712 -21.552150
10.460000 -0.716665 -21.552238
10.470000 -0.716618 -21.552325
10.480000 -0.716571 -21.552413
10.490000 -0.716525 -21.552500
10.500000 -0.716478 -21.552588
10.510000 -0.716431 -21.552676
10.520000 -0.716385 -21.552764
10.530000 -0.716338 -21.552853
10.540000 -0.716291 -21.552941
10.550000 -0.716245 -21.553030
10.560000 -0.716199 -21.553119
10.570000 -0.716152 -21.553208
10.580000 -0.716106 -21.553297
10.590000 -0.716060 -21.553387
10.600000 -0.716014 -21.553476
10.610000 -0.715968 -21.553566
10.620000 -0.715922 -21.553656
10.630000 -0.715876 -21.553746
10.640000 -0.715831 -21.553837
10.650000 -0.715785 -21.553927
10.660000 -0.715740 -21.554018
10.670000 -0.715695 -21.554109
10.680000 -0.715649 -21.554200
10.690000 -0.715604 -21.554291
10.700000 -0.715559 -21.554382
10.710000 -0.715515 -21.554474
10.720000 -0.715470 -21.554565
10.730000 -0.715426 -21.554657
10.740000 -0.715381 -21.554749
10.750000 -0.715337 -21.554841
10.760000 -0.715293 -21.554934
10.770000 -0.715249 -21.555026
10.780000 -0.715206 -21.555119
10.790000 -0.715162 -21.555212
10.800000 -0.715119 -21.555305
10.810000 -0.715076 -21.555398
10.820000 -0.715033 -21.555492
10.830000 -0.714990 -21.555585
10.840000 -0.714948 -21.555679
10.850000 -0.714905 -21.555773
10.860000 -0.714863 -21.555867
10.870000 -0.714821 -21.555962
10.880000 -0.714780 -21.556056
10.890000 -0.714738 -21.556151
10.900000 -0.714697 -21.556245
10.910000 -0.714656 -21.556340
10.920000 -0.714615 -21.556436
10.930000 -0.714575 -21.556531
10.940000 -0.714535 -21.556626
10.950000 -0.714495 -21.556722
10.960000 -0.714455 -21.556818
10.970000 -0.714415 -21.556914
10.980000 -0.714376 -21.557010
10.990000 -0.714337 -21.557106
11.000000 -0.714299 -21.557203
11.010000 -0.714260 -21.557299
11.020000 -0.714222 -21.557396
11.030000 -0.714185 -21.557493
11.040000 -0.714147 -21.557590
11.050000 -0.714110 -21.557687
11.060000 -0.714073 -21.557785
11.070000 -0.714037 -21.557882
11.080000 -0.714001 -21.557980
11.090000 -0.713965 -21.558078
11.100000 -0.713929 -21.558176
11.110000 -0.713894 -21.558274
11.120000 -0.713859 -21.558372
11.130000 -0.713825 -21.558471
11.140000 -0.713791 -21.558570
11.150000 -0.713757 -21.558668
11.160000 -0.713724 -21.558767
11.170000 -0.713691 -21.558866
11.180000 -0.713658 -21.558966
11.190000 -0.713626 -21.559065
11.200000 -0.713594 -21.559165
11.210000 -0.713562 -21.559264
11.220000 -0.713531 -21.559364
11.230000 -0.713501 -21.559464
11.240000 -0.713471 -21.559564
11.250000 -0.713441 -21.559664
11.260000 -0.713412 -21.559765
11.270000 -0.713383 -21.559865
11.280000 -0.713354 -21.559966
11.290000 -0.713326 -21.560067
11.300000 -0.713299 -21.560168
11.310000 -0.713272 -21.560269
11.320000 -0.713245 -21.560370
11.330000 -0.713219 -21.560472
11.340000 -0.713193 -21.560573
11.350000 -0.713168 -21.560675
11.360000 -0.713143 -21.560777
11.370000 -0.713119 -21.560879
11.380000 -0.713095 -21.560981
11.390000 -0.713072 -21.561083
11.400000 -0.713050 -21.561186
11.410000 -0.713027 -21.561288
11.420000 -0.713006 -21.561391
11.430000 -0.712985 -21.561494
11.440000 -0.712964 -21.561597
11.450000 -0.712944 -21.561700
11.460000 -0.712925 -21.561803
11.470000 -0.712906 -21.561906
11.480000 -0.712888 -21.562010
11.490000 -0.712870 -21.562114
11.500000 -0.712853 -21.562218
11.510000 -0.712836 -21.562321
11.520000 -0.712820 -21.562426
11.530000 -0.712805 -21.562530
11.540000 -0.712790 -21.562634
11.550000 -0.712776 -21.562739
11.560000 -0.712763 -21.562843
11.570000 -0.712750 -21.562948
11.580000 -0.712738 -21.563053
11.590000 -0.712726 -21.563158
11.600000 -0.712715 -21.563263
11.610000 -0.712705 -21.563368
11.620000 -0.712695 -21.563474
11.630000 -0.712686 -21.563579
11.640000 -0.712678 -21.563685
11.650000 -0.712670 -21.563791
11.660000 -0.712663 -21.563897
11.670000 -0.712657 -21.564003
11.680000 -0.712652 -21.564109
11.690000 -0.712647 -21.564215
11.700000 -0.712643 -21.564322
11.710000 -0.712639 -21.564428
11.720000 -0.712637 -21.564535
11.730000 -0.712635 -21.564641
11.740000 -0.712634 -21.564748
11.750000 -0.712633 -21.564855
11.760000 -0.712633 -21.564962
11.770000 -0.712635 -21.565069
11.780000 -0.712636 -21.565177
11.790000 -0.712639 -21.565284
11.800000 -0.712642 -21.565392
11.810000 -0.712647 -21.565499
11.820000 -0.712652 -21.565607
11.830000 -0.712657 -21.565715
11.840000 -0.712664 -21.565823
11.850000 -0.712672 -21.565931
11.860000 -0.712680 -21.566039
11.870000 -0.712689 -21.566147
11.880000 -0.712699 -21.566256
11.890000 -0.712710 -21.566364
11.900000 -0.712721 -21.566473
11.910000 -0.712734 -21.566581
11.920000 -0.712747 -21.566690
11.930000 -0.712761 -21.566799
11.940000 -0.712776 -21.566908
11.950000 -0.712792 -21.567017
11.960000 -0.712809 -21.567126
11.970000 -0.712827 -21.567235
11.980000 -0.712845 -21.567344
11.990000 -0.712865 -21.567454
12.000000 -0.712885 -21.567563
12.010000 -0.712907 -21.567673
12.020000 -0.712929 -21.567783
12.030000 -0.712952 -21.567892
12.040000 -0.712976 -21.568002
12.050000 -0.713002 -21.568112
12.060000 -0.713028 -21.568222
12.070000 -0.713055 -21.568332
12.080000 -0.713083 -21.568443
12.090000 -0.713112 -21.568553
12.100000 -0.713141 -21.568663
12.110000 -0.713172 -21.568774
12.120000 -0.713204 -21.568884
12.130000 -0.713237 -21.568995
12.140000 -0.713271 -21.569106
12.150000 -0.713306 -21.569217
12.160000 -0.713342 -21.569327
12.170000 -0.713379 -21.569438
12.180000 -0.713417 -21.569549
12.190000 -0.713456 -21.569661
12.200000 -0.713496 -21.569772
12.210000 -0.713537 -21.569883
12.220000 -0.713579 -21.569994
12.230000 -0.713622 -21.570106
12.240000 -0.713666 -21.570217
12.250000 -0.713711 -21.570329
12.260000 -0.713758 -21.570441
12.270000 -0.713805 -21.570552
12.280000 -0.713853 -21.570664
12.290000 -0.713903 -21.570776
12.300000 -0.713954 -21.570888
12.310000 -0.714005 -21.571000
12.320000 -0.714058 -21.571112
12.330000 -0.714112 -21.571224
12.340000 -0.714167 -21.571337
12.350000 -0.714223 -21.571449
12.360000 -0.714280 -21.571561
12.370000 -0.714339 -21.571674
12.380000 -0.714398 -21.571786
12.390000 -0.714459 -21.571899
12.400000 -0.714521 -21.572011
12.410000 -0.714584 -21.572124
12.420000 -0.714648 -21.572237
12.430000 -0.714713 -21.572349
12.440000 -0.714779 -21.572462
12.450000 -0.714847 -21.572575
12.460000 -0.714916 -21.572688
12.470000 -0.714985 -21.572801
12.480000 -0.715056 -21.572914
12.490000 -0.715129 -21.573027
12.500000 -0.715202 -21.573140
12.510000 -0.715277 -21.573253
12.520000 -0.715352 -21.573366
12.530000 -0.715429 -21.573480
12.540000 -0.715507 -21.573593
12.550000 -0.715587 -21.573706
12.560000 -0.715667 -21.573820
12.570000 -0.715749 -21.573933
12.580000 -0.715832 -21.574046
12.590000 -0.715916 -21.574160
12.600000 -0.716001 -21.574273
12.610000 -0.716088 -21.574387
12.620000 -0.716176 -21.574501
12.630000 -0.716265 -21.574614
12.640000 -0.716355 -21.574728
12.650000 -0.716446 -21.574842
12.660000 -0.716539 -21.574955
12.670000 -0.716633 -21.575069
12.680000 -0.716728 -21.575183
12.690000 -0.716824 -21.575297
12.700000 -0.716922 -21.575411
12.710000 -0.717021 -21.575525
12.720000 -0.717121 -21.575639
12.730000 -0.717222 -21.575752
12.740000 -0.717325 -21.575866
12.750000 -0.717429 -21.575981
12.760000 -0.717534 -21.576095
12.770000 -0.717640 -21.576209
12.780000 -0.717748 -21.576323
12.790000 -0.717856 -21.576437
12.800000 -0.717967 -21.576551
12.810000 -0.718078 -21.576665
12.820000 -0.718190 -21.576780
12.830000 -0.718304 -21.576894
12.840000 -0.718419 -21.577008
12.850000 -0.718536 -21.577122
12.860000 -0.718653 -21.577237
12.870000 -0.718772 -21.577351
12.880000 -0.718892 -21.577465
12.890000 -0.719014 -21.577580
12.900000 -0.719136 -21.577694
12.910000 -0.719260 -21.577809
12.920000 -0.719386 -21.577923
12.930000 -0.719512 -21.578038
12.940000 -0.719640 -21.578152
12.950000 -0.719769 -21.578266
12.960000 -0.719899 -21.578381
12.970000 -0.720030 -21.578495
12.980000 -0.720163 -21.578610
12.990000 -0.720297 -21.578725
13.000000 -0.720432 -21.578839
13.010000 -0.720568 -21.578954
13.020000 -0.720706 -21.579068
13.030000 -0.720845 -21.579183
13.040000 -0.720985 -21.579297
13.050000 -0.721127 -21.579412
13.060000 -0.721269 -21.579526
13.070000 -0.721413 -21.579641
13.080000 -0.721558 -21.579756
13.090000 -0.721705 -21.579870
13.100000 -0.721852 -21.579985
13.110000 -0.722001 -21.580099
13.120000 -0.722151 -21.580214
13.130000 -0.722302 -21.580328
13.140000 -0.722455 -21.580443
13.150000 -0.722608 -21.580557
13.160000 -0.722763 -21.580672
13.170000 -0.722919 -21.580786
13.180000 -0.723077 -21.580901
13.190000 -0.723235 -21.581015
13.200000 -0.723395 -21.581130
13.210000 -0.723556 -21.581244
13.220000 -0.723718 -21.581359
13.230000 -0.723881 -21.581473
13.240000 -0.724045 -21.581587
13.250000 -0.724211 -21.581702
13.260000 -0.724378 -21.581816
13.270000 -0.724545 -21.581930
13.280000 -0.724714 -21.582045
13.290000 -0.724885 -21.582159
13.300000 -0.725056 -21.582273
13.310000 -0.725228 -21.582387
13.320000 -0.725402 -21.582502
13.330000 -0.725576 -21.582616
13.340000 -0.725752 -21.582730
13.350000 -0.725929 -21.582844
13.360000 -0.726107 -21.582958
13.370000 -0.726286 -21.583072
13.380000 -0.726466 -21.583186
13.390000 -0.726647 -21.583300
13.400000 -0.726830 -21.583414
13.410000 -0.727013 -21.583528
13.420000 -0.727197 -21.583642
13.430000 -0.727383 -21.583756
13.440000 -0.727569 -21.583870
13.450000 -0.727756 -21.583984
13.460000 -0.727945 -21.584097
13.470000 -0.728134 -21.584211
13.480000 -0.728325 -21.584325
13.490000 -0.728516 -21.584439
13.500000 -0.728708 -21.584552
13.510000 -0.728902 -21.584666
13.520000 -0.729096 -21.584779
13.530000 -0.729291 -21.584893
13.540000 -0.729487 -21.585006
13.550000 -0.729684 -21.585120
13.560000 -0.729882 -21.585233
13.570000 -0.730081 -21.585346
13.580000 -0.730281 -21.585460
13.590000 -0.730482 -21.585573
13.600000 -0.730683 -21.585686
13.610000 -0.730885 -21.585799
13.620000 -0.731088 -21.585912
13.630000 -0.731292 -21.586025
13.640000 -0.731497 -21.586138
13.650000 -0.731703 -21.586251
13.660000 -0.731909 -21.586364
13.670000 -0.732116 -21.586477
13.680000 -0.732324 -21.586590
13.690000 -0.732532 -21.586702
13.700000 -0.732742 -21.586815
13.710000 -0.732952 -21.586928
13.720000 -0.733162 -21.587040
13.730000 -0.733374 -21.587153
13.740000 -0.733586 -21.587265
13.750000 -0.733798 -21.587377
13.760000 -0.734011 -21.587490
13.770000 -0.734225 -21.587602
13.780000 -0.734440 -21.587714
13.790000 -0.734655 -21.587826
13.800000 -0.734870 -21.587938
13.810000 -0.735087 -21.588050
13.820000 -0.735303 -21.588162
13.830000 -0.735521 -21.588274
13.840000 -0.735738 -21.588386
13.850000 -0.735956 -21.588498
13.860000 -0.736175 -21.588609
13.870000 -0.736394 -21.588721
13.880000 -0.736613 -21.588833
13.890000 -0.736833 -21.588944
13.900000 -0.737054 -21.589055
13.910000 -0.737274 -21.589167
13.920000 -0.737495 -21.589278
13.930000 -0.737716 -21.589389
13.940000 -0.737938 -21.589500
13.950000 -0.738160 -21.589611
13.960000 -0.738382 -21.589722
13.970000 -0.738604 -21.589833
13.980000 -0.738827 -21.589944
13.990000 -0.739049 -21.590054
14.000000 -0.739272 -21.590165
14.010000 -0.739496 -21.590276
14.020000 -0.739719 -21.590386
14.030000 -0.739942 -21.590496
14.040000 -0.740165 -21.590607
14.050000 -0.740389 -21.590717
14.060000 -0.740613 -21.590827
14.070000 -0.740836 -21.590937
14.080000 -0.741060 -21.591047
14.090000 -0.741283 -21.591157
14.100000 -0.741507 -21.591267
14.110000 -0.741730 -21.591376
14.120000 -0.741953 -21.591486
14.130000 -0.742177 -21.591595
14.140000 -0.742400 -21.591705
14.150000 -0.742623 -21.591814
14.160000 -0.742845 -21.591923
14.170000 -0.743068 -21.592033
14.180000 -0.743290 -21.592142
14.190000 -0.743512 -21.592251
14.200000 -0.743734 -21.592360
14.210000 -0.743955 -21.592468
14.220000 -0.744176 -21.592577
14.230000 -0.744397 -21.592686
14.240000 -0.744617 -21.592794
14.250000 -0.744837 -21.592903
14.260000 -0.745056 -21.593011
14.270000 -0.745275 -21.593119
14.280000 -0.745493 -21.593227
14.290000 -0.745711 -21.593335
14.300000 -0.745929 -21.593443
14.310000 -0.746145 -21.593551
14.320000 -0.746362 -21.593659
14.330000 -0.746577 -21.593766
14.340000 -0.746792 -21.593874
14.350000 -0.747006 -21.593981
14.360000 -0.747220 -21.594088
14.370000 -0.747432 -21.594195
14.380000 -0.747644 -21.594302
14.390000 -0.747855 -21.594409
14.400000 -0.748066 -21.594516
14.410000 -0.748275 -21.594623
14.420000 -0.748484 -21.594729
14.430000 -0.748691 -21.594836
14.440000 -0.748898 -21.594942
14.450000 -0.749104 -21.595048
14.460000 -0.749308 -21.595155
14.470000 -0.749512 -21.595261
14.480000 -0.749715 -21.595366
14.490000 -0.749916 -21.595472
14.500000 -0.750117 -21.595578
14.510000 -0.750316 -21.595683
14.520000 -0.750514 -21.595789
14.530000 -0.750711 -21.595894
14.540000 -0.750907 -21.595999
14.550000 -0.751101 -21.596104
14.560000 -0.751295 -21.596209
14.570000 -0.751486 -21.596313
14.580000 -0.751677 -21.596418
14.590000 -0.751866 -21.596522
14.600000 -0.752054 -21.596627
14.610000 -0.752240 -21.596731
14.620000 -0.752425 -21.596835
14.630000 -0.752608 -21.596939
14.640000 -0.752790 -21.597043
14.650000 -0.752970 -21.597146
14.660000 -0.753149 -21.597250
14.670000 -0.753326 -21.597353
14.680000 -0.753501 -21.597456
14.690000 -0.753675 -21.597559
14.700000 -0.753847 -21.597662
14.710000 -0.754018 -21.597765
14.720000 -0.754186 -21.597868
14.730000 -0.754353 -21.597970
14.740000 -0.754518 -21.598072
14.750000 -0.754681 -21.598175
14.760000 -0.754842 -21.598277
14.770000 -0.755002 -21.598378
14.780000 -0.755159 -21.598480
14.790000 -0.755315 -21.598582
14.800000 -0.755468 -21.598683
14.810000 -0.755619 -21.598784
14.820000 -0.755769 -21.598886
