Time(s)  FairTen4(N)  FairTen5(N)  FairTen6(N)
0.450000 61754.200000 61761.400000 61761.400000
0.460000 51401.400000 51398.600000 51398.600000
0.470000 41109.500000 41101.900000 41101.900000
0.480000 34365.600000 34358.600000 34358.600000
0.490000 33005.700000 33003.200000 33003.200000
0.500000 36854.700000 36858.700000 36858.700000
0.510000 44080.500000 44091.100000 44091.100000
0.520000 51987.300000 52003.300000 52003.300000
0.530000 57994.600000 58013.800000 58013.800000
0.540000 60467.000000 60487.300000 60487.300000
0.550000 59129.900000 59149.000000 59149.000000
0.560000 54981.800000 54997.900000 54997.900000
0.570000 49804.800000 49817.000000 49817.000000
0.580000 45488.700000 45496.900000 45496.900000
0.590000 43413.000000 43418.000000 43418.000000
0.600000 44076.700000 44080.100000 44080.100000
0.610000 47058.800000 47062.500000 47062.500000
0.620000 51268.500000 51274.800000 51274.800000
0.630000 55372.100000 55382.300000 55382.300000
0.640000 58239.500000 58254.100000 58254.100000
0.650000 59269.700000 59288.000000 59288.000000
0.660000 58506.900000 58527.200000 58527.200000
0.670000 56540.600000 56560.800000 56560.800000
0.680000 54251.400000 54269.300000 54269.300000
0.690000 52502.300000 52516.800000 52516.800000
0.700000 51879.900000 51890.600000 51890.600000
0.710000 52554.900000 52562.800000 52562.800000
0.720000 54288.100000 54295.000000 54295.000000
0.730000 56557.200000 56565.100000 56565.100000
0.740000 58750.200000 58761.000000 58761.000000
0.750000 60359.500000 60374.100000 60374.100000
0.760000 61117.900000 61136.200000 61136.200000
0.770000 61045.200000 61066.100000 61066.100000
0.780000 60404.100000 60425.900000 60425.900000
0.790000 59591.100000 59612.000000 59612.000000
0.800000 59004.400000 59023.100000 59023.100000
0.810000 58929.400000 58945.200000 58945.200000
0.820000 59471.900000 59485.300000 59485.300000
0.830000 60552.700000 60564.700000 60564.700000
0.840000 61953.300000 61965.300000 61965.300000
0.850000 63395.400000 63409.000000 63409.000000
0.860000 64625.600000 64641.800000 64641.800000
0.870000 65481.000000 65500.100000 65500.100000
0.880000 65921.600000 65943.200000 65943.200000
0.890000 66024.300000 66047.500000 66047.500000
0.900000 65946.300000 65969.900000 65969.900000
0.910000 65872.300000 65895.100000 65895.100000
0.920000 65962.100000 65983.400000 65983.400000
0.930000 66312.200000 66331.800000 66331.800000
0.940000 66940.100000 66958.400000 66958.400000
0.950000 67791.000000 67808.600000 67808.600000
0.960000 68762.500000 68780.500000 68780.500000
0.970000 69738.100000 69757.400000 69757.400000
0.980000 70619.400000 70640.600000 70640.600000
0.990000 71348.600000 71371.800000 71371.800000
1.000000 71917.800000 71942.900000 71942.900000
1.010000 72364.400000 72390.700000 72390.700000
1.020000 72755.400000 72782.200000 72782.200000
1.030000 73166.800000 73193.500000 73193.500000
1.040000 73663.800000 73690.000000 73690.000000
1.050000 74286.600000 74311.900000 74311.900000
1.060000 75043.400000 75068.100000 75068.100000
1.070000 75913.200000 75937.700000 75937.700000
1.080000 76854.600000 76879.400000 76879.400000
1.090000 77818.000000 77843.600000 77843.600000
1.100000 78758.700000 78785.600000 78785.600000
1.110000 79646.300000 79674.700000 79674.700000
1.120000 80470.400000 80500.300000 80500.300000
1.130000 81240.500000 81271.700000 81271.700000
1.140000 81981.600000 82013.800000 82013.800000
1.150000 82727.500000 82760.200000 82760.200000
1.160000 83512.000000 83544.900000 83544.900000
1.170000 84362.700000 84395.700000 84395.700000
1.180000 85296.200000 85329.100000 85329.100000
1.190000 86316.100000 86349.100000 86349.100000
1.200000 87412.700000 87446.200000 87446.200000
1.210000 88554.600000 88590.300000 88590.300000
1.220000 89670.300000 89711.900000 89711.900000
1.230000 90653.700000 90705.300000 90705.300000
1.240000 91423.000000 91485.700000 91485.700000
1.250000 91982.700000 92053.000000 92053.000000
1.260000 92428.300000 92499.400000 92499.400000
1.270000 92897.100000 92962.400000 92962.400000
1.280000 93515.000000 93569.900000 93569.900000
1.290000 94359.800000 94403.000000 94403.000000
1.300000 95447.000000 95480.400000 95480.400000
1.310000 96735.900000 96763.500000 96763.500000
1.320000 98152.600000 98179.200000 98179.200000
1.330000 99619.400000 99649.100000 99649.100000
1.340000 101078.000000 101113.000000 101113.000000
1.350000 102499.000000 102540.000000 102540.000000
1.360000 103885.000000 103931.000000 103931.000000
1.370000 105263.000000 105313.000000 105313.000000
1.380000 106671.000000 106721.000000 106721.000000
1.390000 108145.000000 108194.000000 108194.000000
1.400000 109712.000000 109760.000000 109760.000000
1.410000 111383.000000 111429.000000 111429.000000
1.420000 113150.000000 113195.000000 113195.000000
1.430000 114994.000000 115040.000000 115040.000000
1.440000 116888.000000 116935.000000 116935.000000
1.450000 118803.000000 118854.000000 118854.000000
1.460000 120720.000000 120775.000000 120775.000000
1.470000 122629.000000 122688.000000 122688.000000
1.480000 124535.000000 124598.000000 124598.000000
1.490000 126451.000000 126517.000000 126517.000000
1.500000 128400.000000 128467.000000 128467.000000
1.510000 130404.000000 130471.000000 130471.000000
1.520000 132486.000000 132553.000000 132553.000000
1.530000 134665.000000 134731.000000 134731.000000
1.540000 136952.000000 137017.000000 137017.000000
1.550000 139354.000000 139417.000000 139417.000000
1.560000 141871.000000 141933.000000 141933.000000
1.570000 144496.000000 144559.000000 144559.000000
1.580000 147222.000000 147286.000000 147286.000000
1.590000 150036.000000 150102.000000 150102.000000
1.600000 152924.000000 152994.000000 152994.000000
1.610000 155871.000000 155944.000000 155944.000000
1.620000 158859.000000 158938.000000 158938.000000
1.630000 161875.000000 161960.000000 161960.000000
1.640000 164905.000000 164997.000000 164997.000000
1.650000 167939.000000 168038.000000 168038.000000
1.660000 170972.000000 171077.000000 171077.000000
1.670000 174002.000000 174114.000000 174114.000000
1.680000 177034.000000 177151.000000 177151.000000
1.690000 180075.000000 180197.000000 180197.000000
1.700000 183137.000000 183263.000000 183263.000000
1.710000 186234.000000 186363.000000 186363.000000
1.720000 189380.000000 189510.000000 189510.000000
1.730000 192589.000000 192720.000000 192720.000000
1.740000 195871.000000 196003.000000 196003.000000
1.750000 199237.000000 199369.000000 199369.000000
1.760000 202692.000000 202825.000000 202825.000000
1.770000 206238.000000 206371.000000 206371.000000
1.780000 209873.000000 210007.000000 210007.000000
1.790000 213592.000000 213729.000000 213729.000000
1.800000 217389.000000 217529.000000 217529.000000
1.810000 221254.000000 221397.000000 221397.000000
1.820000 225175.000000 225323.000000 225323.000000
1.830000 229142.000000 229294.000000 229294.000000
1.840000 233143.000000 233300.000000 233300.000000
1.850000 237167.000000 237329.000000 237329.000000
1.860000 241204.000000 241372.000000 241372.000000
1.870000 245249.000000 245422.000000 245422.000000
1.880000 249296.000000 249474.000000 249474.000000
1.890000 253344.000000 253526.000000 253526.000000
1.900000 257394.000000 257579.000000 257579.000000
1.910000 261451.000000 261638.000000 261638.000000
1.920000 265520.000000 265708.000000 265708.000000
1.930000 269610.000000 269797.000000 269797.000000
1.940000 273729.000000 273915.000000 273915.000000
1.950000 277888.000000 278070.000000 278070.000000
1.960000 282093.000000 282272.000000 282272.000000
1.970000 286354.000000 286527.000000 286527.000000
1.980000 290673.000000 290841.000000 290841.000000
1.990000 295055.000000 295216.000000 295216.000000
2.000000 299497.000000 299652.000000 299652.000000
2.010000 303996.000000 304144.000000 304144.000000
2.020000 308544.000000 308684.000000 308684.000000
2.030000 313128.000000 313261.000000 313261.000000
2.040000 317735.000000 317861.000000 317861.000000
2.050000 322346.000000 322465.000000 322465.000000
2.060000 326941.000000 327053.000000 327053.000000
2.070000 331499.000000 331604.000000 331604.000000
2.080000 335995.000000 336093.000000 336093.000000
2.090000 340404.000000 340496.000000 340496.000000
2.100000 344702.000000 344787.000000 344787.000000
2.110000 348864.000000 348941.000000 348941.000000
2.120000 352864.000000 352933.000000 352933.000000
2.130000 356678.000000 356739.000000 356739.000000
2.140000 360282.000000 360333.000000 360333.000000
2.150000 363652.000000 363694.000000 363694.000000
2.160000 366766.000000 366797.000000 366797.000000
2.170000 369600.000000 369619.000000 369619.000000
2.180000 372132.000000 372139.000000 372139.000000
2.190000 374339.000000 374333.000000 374333.000000
2.200000 376198.000000 376179.000000 376179.000000
2.210000 377686.000000 377654.000000 377654.000000
2.220000 378780.000000 378733.000000 378733.000000
2.230000 379456.000000 379396.000000 379396.000000
2.240000 379692.000000 379617.000000 379617.000000
2.250000 379465.000000 379376.000000 379376.000000
2.260000 378754.000000 378652.000000 378652.000000
2.270000 377539.000000 377424.000000 377424.000000
2.280000 375804.000000 375676.000000 375676.000000
2.290000 373533.000000 373394.000000 373394.000000
2.300000 370717.000000 370568.000000 370568.000000
2.310000 367349.000000 367190.000000 367190.000000
2.320000 363429.000000 363261.000000 363261.000000
2.330000 358959.000000 358784.000000 358784.000000
2.340000 353950.000000 353768.000000 353768.000000
2.350000 348417.000000 348231.000000 348231.000000
2.360000 342384.000000 342193.000000 342193.000000
2.370000 335877.000000 335684.000000 335684.000000
2.380000 328932.000000 328737.000000 328737.000000
2.390000 321588.000000 321394.000000 321394.000000
2.400000 313892.000000 313698.000000 313698.000000
2.410000 305894.000000 305701.000000 305701.000000
2.420000 297648.000000 297459.000000 297459.000000
2.430000 289213.000000 289027.000000 289027.000000
2.440000 280650.000000 280469.000000 280469.000000
2.450000 272021.000000 271846.000000 271846.000000
2.460000 263390.000000 263221.000000 263221.000000
2.470000 254821.000000 254659.000000 254659.000000
2.480000 246376.000000 246221.000000 246221.000000
2.490000 238115.000000 237968.000000 237968.000000
2.500000 230096.000000 229957.000000 229957.000000
2.510000 222373.000000 222241.000000 222241.000000
2.520000 214994.000000 214870.000000 214870.000000
2.530000 208004.000000 207888.000000 207888.000000
2.540000 201441.000000 201331.000000 201331.000000
2.550000 195335.000000 195232.000000 195232.000000
2.560000 189713.000000 189615.000000 189615.000000
2.570000 184591.000000 184498.000000 184498.000000
2.580000 179979.000000 179890.000000 179890.000000
2.590000 175881.000000 175796.000000 175796.000000
2.600000 172293.000000 172210.000000 172210.000000
2.610000 169203.000000 169122.000000 169122.000000
2.620000 166596.000000 166515.000000 166515.000000
2.630000 164447.000000 164367.000000 164367.000000
2.640000 162731.000000 162650.000000 162650.000000
2.650000 161415.000000 161333.000000 161333.000000
2.660000 160465.000000 160383.000000 160383.000000
2.670000 159844.000000 159761.000000 159761.000000
2.680000 159515.000000 159431.000000 159431.000000
2.690000 159438.000000 159354.000000 159354.000000
2.700000 159576.000000 159492.000000 159492.000000
2.710000 159893.000000 159810.000000 159810.000000
2.720000 160358.000000 160276.000000 160276.000000
2.730000 160943.000000 160864.000000 160864.000000
2.740000 161625.000000 161550.000000 161550.000000
2.750000 162390.000000 162319.000000 162319.000000
2.760000 163226.000000 163161.000000 163161.000000
2.770000 164130.000000 164073.000000 164073.000000
2.780000 165104.000000 165056.000000 165056.000000
2.790000 166157.000000 166118.000000 166118.000000
2.800000 167302.000000 167274.000000 167274.000000
2.810000 168556.000000 168540.000000 168540.000000
2.820000 169941.000000 169938.000000 169938.000000
2.830000 171481.000000 171491.000000 171491.000000
2.840000 173200.000000 173225.000000 173225.000000
2.850000 175123.000000 175163.000000 175163.000000
2.860000 177275.000000 177329.000000 177329.000000
2.870000 179676.000000 179744.000000 179744.000000
2.880000 182344.000000 182426.000000 182426.000000
2.890000 185293.000000 185388.000000 185388.000000
2.900000 188530.000000 188637.000000 188637.000000
2.910000 192056.000000 192174.000000 192174.000000
2.920000 195866.000000 195994.000000 195994.000000
2.930000 199947.000000 200082.000000 200082.000000
2.940000 204279.000000 204420.000000 204420.000000
2.950000 208834.000000 208978.000000 208978.000000
2.960000 213576.000000 213723.000000 213723.000000
2.970000 218465.000000 218612.000000 218612.000000
2.980000 223453.000000 223598.000000 223598.000000
2.990000 228486.000000 228627.000000 228627.000000
3.000000 233507.000000 233642.000000 233642.000000
3.010000 238456.000000 238583.000000 238583.000000
3.020000 243269.000000 243387.000000 243387.000000
3.030000 247883.000000 247990.000000 247990.000000
3.040000 252234.000000 252330.000000 252330.000000
3.050000 256262.000000 256345.000000 256345.000000
3.060000 259908.000000 259977.000000 259977.000000
3.070000 263117.000000 263173.000000 263173.000000
3.080000 265841.000000 265883.000000 265883.000000
3.090000 268038.000000 268067.000000 268067.000000
3.100000 269674.000000 269689.000000 269689.000000
3.110000 270723.000000 270725.000000 270725.000000
3.120000 271168.000000 271158.000000 271158.000000
3.130000 271002.000000 270981.000000 270981.000000
3.140000 270228.000000 270196.000000 270196.000000
3.150000 268858.000000 268818.000000 268818.000000
3.160000 266917.000000 266869.000000 266869.000000
3.170000 264437.000000 264382.000000 264382.000000
3.180000 261460.000000 261399.000000 261399.000000
3.190000 258037.000000 257972.000000 257972.000000
3.200000 254227.000000 254158.000000 254158.000000
3.210000 250093.000000 250022.000000 250022.000000
3.220000 245705.000000 245634.000000 245634.000000
3.230000 241137.000000 241066.000000 241066.000000
3.240000 236464.000000 236392.000000 236392.000000
3.250000 231758.000000 231688.000000 231688.000000
3.260000 227094.000000 227025.000000 227025.000000
3.270000 222540.000000 222473.000000 222473.000000
3.280000 218160.000000 218095.000000 218095.000000
3.290000 214009.000000 213946.000000 213946.000000
3.300000 210136.000000 210074.000000 210074.000000
3.310000 206578.000000 206517.000000 206517.000000
3.320000 203361.000000 203301.000000 203301.000000
3.330000 200502.000000 200442.000000 200442.000000
3.340000 198003.000000 197943.000000 197943.000000
3.350000 195857.000000 195795.000000 195795.000000
3.360000 194043.000000 193980.000000 193980.000000
3.370000 192531.000000 192466.000000 192466.000000
3.380000 191283.000000 191215.000000 191215.000000
3.390000 190251.000000 190179.000000 190179.000000
3.400000 189382.000000 189306.000000 189306.000000
3.410000 188618.000000 188538.000000 188538.000000
3.420000 187901.000000 187817.000000 187817.000000
3.430000 187171.000000 187083.000000 187083.000000
3.440000 186374.000000 186282.000000 186282.000000
3.450000 185457.000000 185362.000000 185362.000000
3.460000 184377.000000 184279.000000 184279.000000
3.470000 183099.000000 182999.000000 182999.000000
3.480000 181598.000000 181497.000000 181497.000000
3.490000 179861.000000 179760.000000 179760.000000
3.500000 177886.000000 177786.000000 177786.000000
3.510000 175685.000000 175588.000000 175588.000000
3.520000 173283.000000 173189.000000 173189.000000
3.530000 170713.000000 170624.000000 170624.000000
3.540000 168023.000000 167941.000000 167941.000000
3.550000 165267.000000 165192.000000 165192.000000
3.560000 162507.000000 162440.000000 162440.000000
3.570000 159808.000000 159750.000000 159750.000000
3.580000 157239.000000 157191.000000 157191.000000
3.590000 154866.000000 154828.000000 154828.000000
3.600000 152753.000000 152726.000000 152726.000000
3.610000 150958.000000 150940.000000 150940.000000
3.620000 149527.000000 149518.000000 149518.000000
3.630000 148497.000000 148498.000000 148498.000000
3.640000 147894.000000 147903.000000 147903.000000
3.650000 147726.000000 147742.000000 147742.000000
3.660000 147988.000000 148010.000000 148010.000000
3.670000 148659.000000 148686.000000 148686.000000
3.680000 149705.000000 149735.000000 149735.000000
3.690000 151076.000000 151108.000000 151108.000000
3.700000 152712.000000 152745.000000 152745.000000
3.710000 154542.000000 154575.000000 154575.000000
3.720000 156491.000000 156522.000000 156522.000000
3.730000 158478.000000 158506.000000 158506.000000
3.740000 160422.000000 160447.000000 160447.000000
3.750000 162247.000000 162268.000000 162268.000000
3.760000 163881.000000 163898.000000 163898.000000
3.770000 165263.000000 165276.000000 165276.000000
3.780000 166345.000000 166354.000000 166354.000000
3.790000 167092.000000 167097.000000 167097.000000
3.800000 167484.000000 167486.000000 167486.000000
3.810000 167518.000000 167518.000000 167518.000000
3.820000 167206.000000 167206.000000 167206.000000
3.830000 166578.000000 166578.000000 166578.000000
3.840000 165675.000000 165675.000000 165675.000000
3.850000 164548.000000 164551.000000 164551.000000
3.860000 163261.000000 163267.000000 163267.000000
3.870000 161878.000000 161888.000000 161888.000000
3.880000 160469.000000 160482.000000 160482.000000
3.890000 159100.000000 159118.000000 159118.000000
3.900000 157834.000000 157856.000000 157856.000000
3.910000 156724.000000 156750.000000 156750.000000
3.920000 155814.000000 155845.000000 155845.000000
3.930000 155137.000000 155170.000000 155170.000000
3.940000 154710.000000 154745.000000 154745.000000
3.950000 154537.000000 154573.000000 154573.000000
3.960000 154607.000000 154644.000000 154644.000000
3.970000 154897.000000 154932.000000 154932.000000
3.980000 155370.000000 155403.000000 155403.000000
3.990000 155981.000000 156011.000000 156011.000000
4.000000 156676.000000 156701.000000 156701.000000
4.010000 157396.000000 157417.000000 157417.000000
4.020000 158083.000000 158098.000000 158098.000000
4.030000 158677.000000 158686.000000 158686.000000
4.040000 159124.000000 159126.000000 159126.000000
4.050000 159376.000000 159372.000000 159372.000000
4.060000 159395.000000 159386.000000 159386.000000
4.070000 159154.000000 159141.000000 159141.000000
4.080000 158639.000000 158621.000000 158621.000000
4.090000 157848.000000 157827.000000 157827.000000
4.100000 156793.000000 156770.000000 156770.000000
4.110000 155498.000000 155475.000000 155475.000000
4.120000 154000.000000 153978.000000 153978.000000
4.130000 152345.000000 152325.000000 152325.000000
4.140000 150587.000000 150570.000000 150570.000000
4.150000 148786.000000 148772.000000 148772.000000
4.160000 147003.000000 146994.000000 146994.000000
4.170000 145301.000000 145297.000000 145297.000000
4.180000 143739.000000 143741.000000 143741.000000
4.190000 142372.000000 142380.000000 142380.000000
4.200000 141247.000000 141261.000000 141261.000000
4.210000 140400.000000 140420.000000 140420.000000
4.220000 139860.000000 139885.000000 139885.000000
4.230000 139639.000000 139670.000000 139670.000000
4.240000 139741.000000 139776.000000 139776.000000
4.250000 140155.000000 140194.000000 140194.000000
4.260000 140861.000000 140903.000000 140903.000000
4.270000 141827.000000 141871.000000 141871.000000
4.280000 143012.000000 143058.000000 143058.000000
4.290000 144368.000000 144415.000000 144415.000000
4.300000 145844.000000 145892.000000 145892.000000
4.310000 147386.000000 147434.000000 147434.000000
4.320000 148939.000000 148987.000000 148987.000000
4.330000 150452.000000 150500.000000 150500.000000
4.340000 151877.000000 151925.000000 151925.000000
4.350000 153175.000000 153223.000000 153223.000000
4.360000 154313.000000 154362.000000 154362.000000
4.370000 155268.000000 155318.000000 155318.000000
4.380000 156028.000000 156080.000000 156080.000000
4.390000 156590.000000 156644.000000 156644.000000
4.400000 156961.000000 157017.000000 157017.000000
4.410000 157157.000000 157217.000000 157217.000000
4.420000 157203.000000 157267.000000 157267.000000
4.430000 157130.000000 157198.000000 157198.000000
4.440000 156972.000000 157045.000000 157045.000000
4.450000 156768.000000 156845.000000 156845.000000
4.460000 156556.000000 156638.000000 156638.000000
4.470000 156372.000000 156458.000000 156458.000000
4.480000 156249.000000 156339.000000 156339.000000
4.490000 156208.000000 156302.000000 156302.000000
4.500000 156244.000000 156344.000000 156344.000000
4.510000 156321.000000 156428.000000 156428.000000
4.520000 156395.000000 156511.000000 156511.000000
4.530000 156445.000000 156568.000000 156568.000000
4.540000 156478.000000 156605.000000 156605.000000
4.550000 156508.000000 156638.000000 156638.000000
4.560000 156555.000000 156684.000000 156684.000000
4.570000 156630.000000 156756.000000 156756.000000
4.580000 156736.000000 156858.000000 156858.000000
4.590000 156867.000000 156982.000000 156982.000000
4.600000 157004.000000 157113.000000 157113.000000
4.610000 157128.000000 157229.000000 157229.000000
4.620000 157218.000000 157312.000000 157312.000000
4.630000 157262.000000 157349.000000 157349.000000
4.640000 157255.000000 157335.000000 157335.000000
4.650000 157199.000000 157272.000000 157272.000000
4.660000 157101.000000 157168.000000 157168.000000
4.670000 156974.000000 157034.000000 157034.000000
4.680000 156827.000000 156882.000000 156882.000000
4.690000 156671.000000 156723.000000 156723.000000
4.700000 156513.000000 156564.000000 156564.000000
4.710000 156359.000000 156410.000000 156410.000000
4.720000 156214.000000 156267.000000 156267.000000
4.730000 156080.000000 156138.000000 156138.000000
4.740000 155963.000000 156028.000000 156028.000000
4.750000 155870.000000 155942.000000 155942.000000
4.760000 155807.000000 155888.000000 155888.000000
4.770000 155786.000000 155876.000000 155876.000000
4.780000 155814.000000 155914.000000 155914.000000
4.790000 155900.000000 156011.000000 156011.000000
4.800000 156052.000000 156172.000000 156172.000000
4.810000 156274.000000 156404.000000 156404.000000
4.820000 156569.000000 156707.000000 156707.000000
4.830000 156937.000000 157082.000000 157082.000000
4.840000 157377.000000 157529.000000 157529.000000
4.850000 157887.000000 158044.000000 158044.000000
4.860000 158463.000000 158623.000000 158623.000000
4.870000 159100.000000 159264.000000 159264.000000
4.880000 159795.000000 159960.000000 159960.000000
4.890000 160539.000000 160705.000000 160705.000000
4.900000 161326.000000 161492.000000 161492.000000
4.910000 162147.000000 162312.000000 162312.000000
4.920000 162992.000000 163156.000000 163156.000000
4.930000 163852.000000 164015.000000 164015.000000
4.940000 164715.000000 164878.000000 164878.000000
4.950000 165573.000000 165735.000000 165735.000000
4.960000 166416.000000 166579.000000 166579.000000
4.970000 167237.000000 167401.000000 167401.000000
4.980000 168030.000000 168196.000000 168196.000000
4.990000 168791.000000 168960.000000 168960.000000
5.000000 169518.000000 169690.000000 169690.000000
5.010000 170209.000000 170386.000000 170386.000000
5.020000 170866.000000 171048.000000 171048.000000
5.030000 171490.000000 171678.000000 171678.000000
5.040000 172085.000000 172280.000000 172280.000000
5.050000 172654.000000 172856.000000 172856.000000
5.060000 173201.000000 173411.000000 173411.000000
5.070000 173732.000000 173949.000000 173949.000000
5.080000 174251.000000 174475.000000 174475.000000
5.090000 174763.000000 174994.000000 174994.000000
5.100000 175271.000000 175509.000000 175509.000000
5.110000 175779.000000 176022.000000 176022.000000
5.120000 176289.000000 176538.000000 176538.000000
5.130000 176802.000000 177056.000000 177056.000000
5.140000 177320.000000 177577.000000 177577.000000
5.150000 177842.000000 178101.000000 178101.000000
5.160000 178365.000000 178626.000000 178626.000000
5.170000 178888.000000 179150.000000 179150.000000
5.180000 179408.000000 179669.000000 179669.000000
5.190000 179921.000000 180181.000000 180181.000000
5.200000 180424.000000 180682.000000 180682.000000
5.210000 180912.000000 181167.000000 181167.000000
5.220000 181383.000000 181634.000000 181634.000000
5.230000 181831.000000 182078.000000 182078.000000
5.240000 182254.000000 182497.000000 182497.000000
5.250000 182648.000000 182887.000000 182887.000000
5.260000 183010.000000 183245.000000 183245.000000
5.270000 183339.000000 183569.000000 183569.000000
5.280000 183631.000000 183857.000000 183857.000000
5.290000 183884.000000 184107.000000 184107.000000
5.300000 184099.000000 184318.000000 184318.000000
5.310000 184273.000000 184489.000000 184489.000000
5.320000 184406.000000 184620.000000 184620.000000
5.330000 184500.000000 184712.000000 184712.000000
5.340000 184553.000000 184764.000000 184764.000000
5.350000 184568.000000 184778.000000 184778.000000
5.360000 184545.000000 184755.000000 184755.000000
5.370000 184486.000000 184696.000000 184696.000000
5.380000 184395.000000 184605.000000 184605.000000
5.390000 184273.000000 184484.000000 184484.000000
5.400000 184124.000000 184335.000000 184335.000000
5.410000 183950.000000 184162.000000 184162.000000
5.420000 183756.000000 183969.000000 183969.000000
5.430000 183545.000000 183759.000000 183759.000000
5.440000 183322.000000 183535.000000 183535.000000
5.450000 183089.000000 183302.000000 183302.000000
5.460000 182852.000000 183064.000000 183064.000000
5.470000 182614.000000 182825.000000 182825.000000
5.480000 182378.000000 182588.000000 182588.000000
5.490000 182148.000000 182356.000000 182356.000000
5.500000 181928.000000 182134.000000 182134.000000
5.510000 181719.000000 181923.000000 181923.000000
5.520000 181526.000000 181726.000000 181726.000000
5.530000 181349.000000 181547.000000 181547.000000
5.540000 181191.000000 181387.000000 181387.000000
5.550000 181055.000000 181247.000000 181247.000000
5.560000 180940.000000 181130.000000 181130.000000
5.570000 180849.000000 181037.000000 181037.000000
5.580000 180783.000000 180969.000000 180969.000000
5.590000 180742.000000 180928.000000 180928.000000
5.600000 180728.000000 180914.000000 180914.000000
5.610000 180742.000000 180928.000000 180928.000000
5.620000 180784.000000 180971.000000 180971.000000
5.630000 180856.000000 181044.000000 181044.000000
5.640000 180956.000000 181147.000000 181147.000000
5.650000 181087.000000 181281.000000 181281.000000
5.660000 181247.000000 181446.000000 181446.000000
5.670000 181438.000000 181641.000000 181641.000000
5.680000 181658.000000 181866.000000 181866.000000
5.690000 181907.000000 182121.000000 182121.000000
5.700000 182185.000000 182404.000000 182404.000000
5.710000 182489.000000 182715.000000 182715.000000
5.720000 182818.000000 183050.000000 183050.000000
5.730000 183171.000000 183409.000000 183409.000000
5.740000 183544.000000 183788.000000 183788.000000
5.750000 183936.000000 184185.000000 184185.000000
5.760000 184342.000000 184596.000000 184596.000000
5.770000 184760.000000 185018.000000 185018.000000
5.780000 185184.000000 185446.000000 185446.000000
5.790000 185612.000000 185876.000000 185876.000000
5.800000 186039.000000 186305.000000 186305.000000
5.810000 186460.000000 186726.000000 186726.000000
5.820000 186869.000000 187135.000000 187135.000000
5.830000 187261.000000 187525.000000 187525.000000
5.840000 187630.000000 187890.000000 187890.000000
5.850000 187969.000000 188224.000000 188224.000000
5.860000 188272.000000 188521.000000 188521.000000
5.870000 188534.000000 188776.000000 188776.000000
5.880000 188750.000000 188983.000000 188983.000000
5.890000 188915.000000 189139.000000 189139.000000
5.900000 189025.000000 189239.000000 189239.000000
5.910000 189078.000000 189281.000000 189281.000000
5.920000 189070.000000 189262.000000 189262.000000
5.930000 189000.000000 189181.000000 189181.000000
5.940000 188868.000000 189037.000000 189037.000000
5.950000 188674.000000 188832.000000 188832.000000
5.960000 188419.000000 188567.000000 188567.000000
5.970000 188105.000000 188244.000000 188244.000000
5.980000 187738.000000 187867.000000 187867.000000
5.990000 187321.000000 187443.000000 187443.000000
6.000000 186860.000000 186975.000000 186975.000000
6.010000 186362.000000 186471.000000 186471.000000
6.020000 185834.000000 185939.000000 185939.000000
6.030000 185285.000000 185387.000000 185387.000000
6.040000 184721.000000 184822.000000 184822.000000
