Time (s)	ProteusDS (Lin)	InWave (Lin)	Marin (NLin)	NREL (CFD)	WavEC (Lin)	InWave+H (Lin)
32.58	-0.013858	-0.019428683	-0.027240234	-0.013618	-0.015600	-0.01328
32.59	-0.013762	-0.019487955	-0.027270907	-0.013668	-0.015600	-0.0133
32.6	-0.013665	-0.019544527	-0.027298517	-0.013716	-0.015500	-0.01331
32.61	-0.013564	-0.019598395	-0.027323066	-0.013760	-0.015500	-0.01332
32.62	-0.013461	-0.019649556	-0.027344558	-0.013801	-0.015400	-0.01333
32.63	-0.013355	-0.019698005	-0.027362996	-0.013840	-0.015400	-0.01334
32.64	-0.013247	-0.019743742	-0.027378384	-0.013875	-0.015300	-0.01334
32.65	-0.013136	-0.019786764	-0.027390727	-0.013908	-0.015200	-0.01334
32.66	-0.013022	-0.019827069	-0.027400032	-0.013938	-0.015100	-0.01333
32.67	-0.012906	-0.019864658	-0.027406303	-0.013964	-0.015100	-0.01333
32.68	-0.012788	-0.019899529	-0.027409549	-0.013988	-0.015000	-0.01332
32.69	-0.012667	-0.019931684	-0.027409776	-0.014010	-0.014900	-0.01331
32.7	-0.012544	-0.019961122	-0.027406992	-0.014028	-0.014800	-0.01329
32.71	-0.012418	-0.019987845	-0.027401206	-0.014043	-0.014700	-0.01328
32.72	-0.012290	-0.020011855	-0.027392427	-0.014056	-0.014600	-0.01326
32.73	-0.012160	-0.020033154	-0.027380666	-0.014065	-0.014600	-0.01324
32.74	-0.012027	-0.020051744	-0.027365932	-0.014072	-0.014500	-0.01321
32.75	-0.011892	-0.02006763	-0.027348237	-0.014076	-0.014400	-0.01319
32.76	-0.011755	-0.020080814	-0.027327591	-0.014078	-0.014300	-0.01316
32.77	-0.011616	-0.020091301	-0.027304009	-0.014076	-0.014200	-0.01312
32.78	-0.011475	-0.020099095	-0.027277501	-0.014072	-0.014000	-0.01309
32.79	-0.011331	-0.020104202	-0.027248083	-0.014065	-0.013900	-0.01305
32.8	-0.011186	-0.020106628	-0.027215767	-0.014055	-0.013800	-0.01301
32.81	-0.011038	-0.020106379	-0.027180568	-0.014042	-0.013700	-0.01297
32.82	-0.010889	-0.020103461	-0.027142501	-0.014027	-0.013600	-0.01292
32.83	-0.010737	-0.020097882	-0.027101582	-0.014009	-0.013500	-0.01287
32.84	-0.010584	-0.02008965	-0.027057827	-0.013988	-0.013300	-0.01282
32.85	-0.010429	-0.020078771	-0.027011253	-0.013965	-0.013200	-0.01277
32.86	-0.010272	-0.020065257	-0.026961878	-0.013939	-0.013100	-0.01272
32.87	-0.010113	-0.020049115	-0.026909718	-0.013910	-0.013000	-0.01266
32.88	-0.009952	-0.020030355	-0.026854792	-0.013879	-0.012800	-0.0126
32.89	-0.009790	-0.020008986	-0.02679712	-0.013845	-0.012700	-0.01254
32.9	-0.009626	-0.019985021	-0.026736721	-0.013809	-0.012600	-0.01247
32.91	-0.009461	-0.019958468	-0.026673614	-0.013770	-0.012400	-0.0124
32.92	-0.009293	-0.019929341	-0.026607821	-0.013728	-0.012300	-0.01233
32.93	-0.009125	-0.01989765	-0.026539362	-0.013684	-0.012100	-0.01226
32.94	-0.008954	-0.019863408	-0.026468259	-0.013638	-0.012000	-0.01219
32.95	-0.008783	-0.019826629	-0.026394533	-0.013589	-0.011800	-0.01211
32.96	-0.008609	-0.019787324	-0.026318207	-0.013537	-0.011700	-0.01203
32.97	-0.008435	-0.019745507	-0.026239305	-0.013483	-0.011500	-0.01195
32.98	-0.008259	-0.019701193	-0.026157849	-0.013427	-0.011400	-0.01187
32.99	-0.008081	-0.019654396	-0.026073864	-0.013368	-0.011200	-0.01178
33	-0.007903	-0.019605132	-0.025987373	-0.013307	-0.011000	-0.01169
33.01	-0.007723	-0.019553416	-0.025898403	-0.013244	-0.010900	-0.0116
33.02	-0.007542	-0.019499263	-0.025806977	-0.013178	-0.010700	-0.01151
33.03	-0.007360	-0.01944269	-0.025713123	-0.013110	-0.010600	-0.01141
33.04	-0.007177	-0.019383714	-0.025616865	-0.013040	-0.010400	-0.01132
33.05	-0.006992	-0.019322351	-0.025518232	-0.012967	-0.010200	-0.01122
33.06	-0.006807	-0.019258619	-0.025417249	-0.012892	-0.010000	-0.01112
33.07	-0.006621	-0.019192538	-0.025313944	-0.012815	-0.009900	-0.01101
33.08	-0.006434	-0.019124125	-0.025208346	-0.012736	-0.009700	-0.01091
33.09	-0.006245	-0.019053397	-0.025100482	-0.012655	-0.009500	-0.0108
33.1	-0.006057	-0.018980374	-0.024990381	-0.012571	-0.009300	-0.01069
33.11	-0.005867	-0.018905076	-0.024878073	-0.012486	-0.009200	-0.01058
33.12	-0.005676	-0.018827523	-0.024763587	-0.012398	-0.009000	-0.01047
33.13	-0.005485	-0.018747734	-0.024646953	-0.012308	-0.008800	-0.01035
33.14	-0.005293	-0.018665731	-0.0245282	-0.012217	-0.008600	-0.01023
33.15	-0.005101	-0.018581534	-0.024407361	-0.012123	-0.008400	-0.01012
33.16	-0.004908	-0.018495165	-0.024284465	-0.012027	-0.008300	-0.01
33.17	-0.004714	-0.018406645	-0.024159544	-0.011930	-0.008100	-0.00987
33.18	-0.004520	-0.018315996	-0.02403263	-0.011830	-0.007900	-0.00975
33.19	-0.004326	-0.018223242	-0.023903755	-0.011729	-0.007700	-0.00962
33.2	-0.004131	-0.018128404	-0.023772951	-0.011626	-0.007500	-0.00949
33.21	-0.003936	-0.018031506	-0.023640252	-0.011521	-0.007300	-0.00937
33.22	-0.003740	-0.017932571	-0.023505689	-0.011414	-0.007100	-0.00923
33.23	-0.003544	-0.017831623	-0.023369296	-0.011306	-0.006900	-0.0091
33.24	-0.003348	-0.017728686	-0.023231107	-0.011195	-0.006700	-0.00897
33.25	-0.003152	-0.017623785	-0.023091156	-0.011084	-0.006500	-0.00883
33.26	-0.002955	-0.017516944	-0.022949476	-0.010970	-0.006300	-0.00869
33.27	-0.002759	-0.017408188	-0.022806104	-0.010855	-0.006100	-0.00855
33.28	-0.002562	-0.017297544	-0.022661072	-0.010738	-0.005900	-0.00841
33.29	-0.002366	-0.017185035	-0.022514416	-0.010619	-0.005700	-0.00827
33.3	-0.002169	-0.017070689	-0.022366172	-0.010499	-0.005500	-0.00813
33.31	-0.001973	-0.016954532	-0.022216375	-0.010378	-0.005300	-0.00798
33.32	-0.001776	-0.01683659	-0.02206506	-0.010255	-0.005100	-0.00784
33.33	-0.001580	-0.01671689	-0.021912264	-0.010130	-0.004900	-0.00769
33.34	-0.001384	-0.016595459	-0.021758023	-0.010005	-0.004700	-0.00754
33.35	-0.001188	-0.016472325	-0.021602372	-0.009877	-0.004500	-0.00739
33.36	-0.000993	-0.016347515	-0.02144535	-0.009749	-0.004300	-0.00724
33.37	-0.000797	-0.016221057	-0.021286992	-0.009619	-0.004100	-0.00709
33.38	-0.000603	-0.01609298	-0.021127335	-0.009487	-0.003900	-0.00693
33.39	-0.000408	-0.015963311	-0.020966417	-0.009355	-0.003700	-0.00678
33.4	-0.000214	-0.015832078	-0.020804275	-0.009221	-0.003500	-0.00662
33.41	-0.000021	-0.015699311	-0.020640946	-0.009086	-0.003300	-0.00647
33.42	0.000172	-0.01556504	-0.020476468	-0.008950	-0.003100	-0.00631
33.43	0.000365	-0.015429294	-0.020310879	-0.008813	-0.002900	-0.00615
33.44	0.000557	-0.015292102	-0.020144216	-0.008674	-0.002700	-0.00599
33.45	0.000748	-0.015153495	-0.019976518	-0.008535	-0.002500	-0.00583
33.46	0.000939	-0.015013503	-0.019807823	-0.008394	-0.002300	-0.00567
33.47	0.001129	-0.014872155	-0.019638169	-0.008253	-0.002100	-0.00551
33.48	0.001318	-0.014729483	-0.019467595	-0.008110	-0.001900	-0.00534
33.49	0.001506	-0.014585516	-0.019296138	-0.007967	-0.001700	-0.00518
33.5	0.001694	-0.014440287	-0.019123838	-0.007822	-0.001500	-0.00501
33.51	0.001880	-0.014293825	-0.018950733	-0.007677	-0.001300	-0.00485
33.52	0.002066	-0.014146162	-0.018776862	-0.007531	-0.001100	-0.00468
33.53	0.002251	-0.01399733	-0.018602263	-0.007384	-0.000900	-0.00451
33.54	0.002435	-0.01384736	-0.018426976	-0.007236	-0.000600	-0.00435
33.55	0.002618	-0.013696284	-0.018251038	-0.007087	-0.000400	-0.00418
33.56	0.002799	-0.013544133	-0.01807449	-0.006938	-0.000200	-0.00401
33.57	0.002980	-0.01339094	-0.01789737	-0.006788	0.000000	-0.00384
33.58	0.003160	-0.013236738	-0.017719716	-0.006637	0.000200	-0.00367
33.59	0.003338	-0.013081558	-0.017541568	-0.006486	0.000400	-0.0035
33.6	0.003516	-0.012925432	-0.017362965	-0.006334	0.000600	-0.00333
33.61	0.003692	-0.012768394	-0.017183946	-0.006181	0.000800	-0.00316
33.62	0.003866	-0.012610476	-0.017004549	-0.006028	0.001000	-0.00299
33.63	0.004040	-0.012451712	-0.016824813	-0.005874	0.001200	-0.00281
33.64	0.004212	-0.012292133	-0.016644778	-0.005720	0.001400	-0.00264
33.65	0.004383	-0.012131773	-0.016464482	-0.005566	0.001600	-0.00247
33.66	0.004552	-0.011970666	-0.016283963	-0.005411	0.001800	-0.0023
33.67	0.004720	-0.011808844	-0.016103261	-0.005255	0.001900	-0.00213
33.68	0.004887	-0.011646342	-0.015922414	-0.005099	0.002100	-0.00195
33.69	0.005051	-0.011483191	-0.015741461	-0.004943	0.002300	-0.00178
33.7	0.005215	-0.011319427	-0.015560439	-0.004787	0.002500	-0.00161
33.71	0.005377	-0.011155082	-0.015379389	-0.004630	0.002700	-0.00144
33.72	0.005537	-0.01099019	-0.015198347	-0.004473	0.002900	-0.00126
33.73	0.005695	-0.010824785	-0.015017352	-0.004316	0.003100	-0.00109
33.74	0.005852	-0.010658901	-0.014836442	-0.004159	0.003300	-0.00092
33.75	0.006008	-0.010492571	-0.014655654	-0.004001	0.003500	-0.00074
33.76	0.006161	-0.010325829	-0.014475028	-0.003843	0.003700	-0.00057
33.77	0.006313	-0.01015871	-0.0142946	-0.003686	0.003800	-0.0004
33.78	0.006463	-0.009991247	-0.014114408	-0.003528	0.004000	-0.00023
33.79	0.006611	-0.009823474	-0.013934489	-0.003370	0.004200	-6E-05
33.8	0.006757	-0.009655425	-0.013754881	-0.003212	0.004400	0.00011
33.81	0.006901	-0.009487134	-0.01357562	-0.003054	0.004600	0.00029
33.82	0.007044	-0.009318636	-0.013396744	-0.002896	0.004700	0.00046
33.83	0.007185	-0.009149963	-0.013218289	-0.002739	0.004900	0.00063
33.84	0.007323	-0.008981151	-0.013040292	-0.002581	0.005100	0.0008
33.85	0.007460	-0.008812232	-0.012862788	-0.002423	0.005300	0.00096
33.86	0.007595	-0.008643242	-0.012685815	-0.002266	0.005400	0.00113
33.87	0.007727	-0.008474213	-0.012509407	-0.002109	0.005600	0.0013
33.88	0.007858	-0.00830518	-0.012333601	-0.001952	0.005800	0.00147
33.89	0.007987	-0.008136177	-0.012158433	-0.001795	0.005900	0.00164
33.9	0.008113	-0.007967238	-0.011983936	-0.001639	0.006100	0.0018
33.91	0.008238	-0.007798395	-0.011810146	-0.001483	0.006300	0.00197
33.92	0.008360	-0.007629686	-0.011637099	-0.001327	0.006400	0.00213
33.93	0.008480	-0.007461142	-0.011464828	-0.001171	0.006600	0.0023
33.94	0.008598	-0.007292797	-0.011293367	-0.001016	0.006700	0.00246
33.95	0.008714	-0.007124682	-0.011122751	-0.000862	0.006900	0.00262
33.96	0.008828	-0.006956833	-0.010953013	-0.000707	0.007100	0.00278
33.97	0.008940	-0.006789283	-0.010784187	-0.000553	0.007200	0.00294
33.98	0.009049	-0.006622064	-0.010616306	-0.000400	0.007400	0.0031
33.99	0.009156	-0.00645521	-0.010449402	-0.000247	0.007500	0.00326
34	0.009261	-0.006288754	-0.010283508	-0.000095	0.007600	0.00342
34.01	0.009363	-0.006122729	-0.010118656	0.000057	0.007800	0.00358
34.02	0.009463	-0.005957167	-0.009954879	0.000208	0.007900	0.00373
34.03	0.009561	-0.005792102	-0.009792207	0.000358	0.008100	0.00389
34.04	0.009657	-0.005627566	-0.009630673	0.000508	0.008200	0.00404
34.05	0.009750	-0.005463591	-0.009470306	0.000658	0.008300	0.00419
34.06	0.009841	-0.00530021	-0.009311138	0.000806	0.008500	0.00434
34.07	0.009930	-0.005137454	-0.009153198	0.000954	0.008600	0.00449
34.08	0.010016	-0.004975357	-0.008996518	0.001101	0.008700	0.00464
34.09	0.010100	-0.004813949	-0.008841126	0.001248	0.008900	0.00479
34.1	0.010182	-0.004653262	-0.008687051	0.001393	0.009000	0.00494
34.11	0.010261	-0.004493328	-0.008534323	0.001538	0.009100	0.00508
34.12	0.010337	-0.004334179	-0.00838297	0.001682	0.009200	0.00522
34.13	0.010411	-0.004175844	-0.00823302	0.001825	0.009300	0.00537
34.14	0.010483	-0.004018356	-0.008084501	0.001968	0.009500	0.00551
34.15	0.010552	-0.003861745	-0.007937441	0.002109	0.009600	0.00565
34.16	0.010619	-0.003706041	-0.007791865	0.002249	0.009700	0.00578
34.17	0.010684	-0.003551275	-0.007647802	0.002389	0.009800	0.00592
34.18	0.010746	-0.003397477	-0.007505277	0.002528	0.009900	0.00606
34.19	0.010805	-0.003244677	-0.007364316	0.002665	0.010000	0.00619
34.2	0.010862	-0.003092904	-0.007224944	0.002802	0.010100	0.00632
34.21	0.010916	-0.002942189	-0.007087187	0.002937	0.010200	0.00645
34.22	0.010968	-0.00279256	-0.006951069	0.003072	0.010300	0.00658
34.23	0.011018	-0.002644046	-0.006816614	0.003205	0.010400	0.0067
34.24	0.011064	-0.002496676	-0.006683846	0.003338	0.010500	0.00683
34.25	0.011109	-0.002350476	-0.006552789	0.003469	0.010600	0.00695
34.26	0.011151	-0.002205477	-0.006423466	0.003599	0.010700	0.00707
34.27	0.011190	-0.002061706	-0.006295898	0.003728	0.010700	0.00719
34.28	0.011227	-0.001919192	-0.006170109	0.003856	0.010800	0.00731
34.29	0.011261	-0.001777961	-0.006046119	0.003983	0.010900	0.00743
34.3	0.011293	-0.001638042	-0.005923951	0.004108	0.011000	0.00754
34.31	0.011322	-0.00149946	-0.005803624	0.004233	0.011100	0.00766
34.32	0.011348	-0.001362242	-0.005685159	0.004356	0.011100	0.00777
34.33	0.011372	-0.001226415	-0.005568577	0.004478	0.011200	0.00788
34.34	0.011394	-0.001092005	-0.005453896	0.004598	0.011300	0.00798
34.35	0.011413	-0.000959036	-0.005341135	0.004717	0.011300	0.00809
34.36	0.011430	-0.000827535	-0.005230314	0.004835	0.011400	0.00819
34.37	0.011444	-0.000697527	-0.00512145	0.004952	0.011400	0.00829
34.38	0.011455	-0.000569035	-0.00501456	0.005067	0.011500	0.00839
34.39	0.011464	-0.000442085	-0.004909663	0.005181	0.011600	0.00849
34.4	0.011471	-0.000316701	-0.004806774	0.005294	0.011600	0.00858
34.41	0.011475	-0.000192906	-0.004705911	0.005405	0.011700	0.00868
34.42	0.011476	-7.07229E-05	-0.004607088	0.005514	0.011700	0.00877
34.43	0.011476	4.98242E-05	-0.004510321	0.005623	0.011700	0.00886
34.44	0.011472	0.000168713	-0.004415625	0.005730	0.011800	0.00894
34.45	0.011466	0.00028592	-0.004323014	0.005835	0.011800	0.00903
34.46	0.011458	0.000401424	-0.004232502	0.005939	0.011900	0.00911
34.47	0.011447	0.000515205	-0.004144103	0.006041	0.011900	0.00919
34.48	0.011434	0.00062724	-0.004057829	0.006142	0.011900	0.00927
34.49	0.011418	0.00073751	-0.003973693	0.006242	0.011900	0.00934
34.5	0.011400	0.000845993	-0.003891707	0.006340	0.012000	0.00942
34.51	0.011380	0.00095267	-0.003811883	0.006436	0.012000	0.00949
34.52	0.011357	0.001057521	-0.003734231	0.006531	0.012000	0.00956
34.53	0.011332	0.001160527	-0.003658762	0.006624	0.012000	0.00963
34.54	0.011304	0.001261669	-0.003585486	0.006716	0.012000	0.00969
34.55	0.011274	0.001360929	-0.003514412	0.006806	0.012000	0.00975
34.56	0.011242	0.001458288	-0.00344555	0.006895	0.012100	0.00982
34.57	0.011207	0.001553729	-0.003378909	0.006981	0.012100	0.00987
34.58	0.011170	0.001647235	-0.003314495	0.007067	0.012100	0.00993
34.59	0.011131	0.001738789	-0.003252318	0.007150	0.012100	0.00998
34.6	0.011090	0.001828374	-0.003192384	0.007232	0.012100	0.01004
34.61	0.011046	0.001915975	-0.003134699	0.007313	0.012100	0.01008
34.62	0.011000	0.002001575	-0.00307927	0.007391	0.012100	0.01013
34.63	0.010951	0.002085161	-0.003026103	0.007468	0.012000	0.01018
34.64	0.010901	0.002166717	-0.002975202	0.007544	0.012000	0.01022
34.65	0.010848	0.002246229	-0.002926573	0.007617	0.012000	0.01026
34.66	0.010793	0.002323684	-0.002880219	0.007689	0.012000	0.0103
34.67	0.010736	0.002399069	-0.002836144	0.007759	0.012000	0.01033
34.68	0.010677	0.002472369	-0.002794352	0.007828	0.012000	0.01036
34.69	0.010615	0.002543573	-0.002754845	0.007894	0.011900	0.0104
34.7	0.010551	0.002612669	-0.002717626	0.007959	0.011900	0.01042
34.71	0.010486	0.002679644	-0.002682695	0.008023	0.011900	0.01045
34.72	0.010418	0.002744489	-0.002650055	0.008084	0.011800	0.01047
34.73	0.010348	0.002807192	-0.002619707	0.008144	0.011800	0.01049
34.74	0.010276	0.002867743	-0.00259165	0.008202	0.011800	0.01051
34.75	0.010202	0.002926132	-0.002565884	0.008258	0.011700	0.01053
34.76	0.010126	0.002982351	-0.002542409	0.008312	0.011700	0.01054
34.77	0.010048	0.003036391	-0.002521224	0.008364	0.011600	0.01056
34.78	0.009969	0.003088242	-0.002502326	0.008415	0.011600	0.01057
34.79	0.009887	0.003137899	-0.002485715	0.008464	0.011600	0.01057
34.8	0.009803	0.003185352	-0.002471387	0.008511	0.011500	0.01058
34.81	0.009717	0.003230596	-0.002459339	0.008556	0.011400	0.01058
34.82	0.009630	0.003273624	-0.002449568	0.008600	0.011400	0.01058
34.83	0.009541	0.003314429	-0.002442069	0.008642	0.011300	0.01058
34.84	0.009449	0.003353008	-0.00243684	0.008681	0.011300	0.01057
34.85	0.009356	0.003389354	-0.002433873	0.008719	0.011200	0.01057
34.86	0.009262	0.003423463	-0.002433165	0.008755	0.011100	0.01056
34.87	0.009165	0.003455332	-0.002434709	0.008790	0.011100	0.01055
34.88	0.009067	0.003484957	-0.002438499	0.008822	0.011000	0.01053
34.89	0.008967	0.003512334	-0.002444528	0.008853	0.010900	0.01052
34.9	0.008866	0.003537462	-0.002452789	0.008881	0.010900	0.0105
34.91	0.008763	0.003560338	-0.002463274	0.008908	0.010800	0.01048
34.92	0.008658	0.003580961	-0.002475976	0.008933	0.010700	0.01045
34.93	0.008551	0.00359933	-0.002490885	0.008957	0.010600	0.01043
34.94	0.008444	0.003615444	-0.002507994	0.008978	0.010500	0.0104
34.95	0.008334	0.003629304	-0.002527291	0.008997	0.010500	0.01037
34.96	0.008223	0.003640909	-0.002548768	0.009015	0.010400	0.01034
34.97	0.008111	0.00365026	-0.002572414	0.009031	0.010300	0.01031
34.98	0.007997	0.00365736	-0.002598218	0.009044	0.010200	0.01027
34.99	0.007881	0.003662209	-0.002626169	0.009056	0.010100	0.01023
35	0.007765	0.003664811	-0.002656256	0.009067	0.010000	0.01019
35.01	0.007647	0.003665168	-0.002688467	0.009075	0.009900	0.01015
35.02	0.007527	0.003663284	-0.002722789	0.009081	0.009800	0.0101
35.03	0.007407	0.003659161	-0.002759209	0.009086	0.009700	0.01006
35.04	0.007285	0.003652806	-0.002797714	0.009088	0.009600	0.01001
35.05	0.007161	0.003644222	-0.00283829	0.009089	0.009500	0.00996
35.06	0.007037	0.003633415	-0.002880924	0.009088	0.009400	0.0099
35.07	0.006911	0.003620391	-0.002925601	0.009085	0.009300	0.00985
35.08	0.006784	0.003605155	-0.002972306	0.009081	0.009200	0.00979
35.09	0.006657	0.003587716	-0.003021023	0.009074	0.009100	0.00973
35.1	0.006528	0.003568079	-0.003071738	0.009066	0.009000	0.00967
35.11	0.006398	0.003546253	-0.003124434	0.009055	0.008900	0.0096
35.12	0.006266	0.003522245	-0.003179095	0.009043	0.008700	0.00954
35.13	0.006134	0.003496065	-0.003235704	0.009029	0.008600	0.00947
35.14	0.006001	0.003467722	-0.003294243	0.009013	0.008500	0.0094
35.15	0.005867	0.003437224	-0.003354696	0.008996	0.008400	0.00933
35.16	0.005733	0.003404583	-0.003417045	0.008976	0.008300	0.00925
35.17	0.005597	0.003369809	-0.00348127	0.008955	0.008200	0.00918
35.18	0.005460	0.003332913	-0.003547355	0.008932	0.008000	0.0091
35.19	0.005323	0.003293905	-0.003615279	0.008907	0.007900	0.00902
35.2	0.005185	0.003252799	-0.003685024	0.008881	0.007800	0.00894
35.21	0.005046	0.003209606	-0.00375657	0.008852	0.007600	0.00886
35.22	0.004906	0.00316434	-0.003829897	0.008822	0.007500	0.00877
35.23	0.004766	0.003117013	-0.003904985	0.008790	0.007400	0.00869
35.24	0.004625	0.003067639	-0.003981813	0.008756	0.007300	0.0086
35.25	0.004483	0.003016233	-0.00406036	0.008721	0.007100	0.00851
35.26	0.004341	0.002962809	-0.004140606	0.008684	0.007000	0.00842
35.27	0.004199	0.002907381	-0.004222528	0.008645	0.006900	0.00833
35.28	0.004055	0.002849967	-0.004306106	0.008604	0.006700	0.00823
35.29	0.003912	0.00279058	-0.004391316	0.008562	0.006600	0.00813
35.3	0.003768	0.00272924	-0.004478137	0.008517	0.006400	0.00804
35.31	0.003623	0.002665961	-0.004566546	0.008472	0.006300	0.00794
35.32	0.003478	0.00260076	-0.00465652	0.008424	0.006200	0.00783
35.33	0.003333	0.002533656	-0.004748035	0.008375	0.006000	0.00773
35.34	0.003187	0.002464666	-0.004841069	0.008324	0.005900	0.00763
35.35	0.003041	0.002393808	-0.004935597	0.008271	0.005700	0.00752
35.36	0.002895	0.002321102	-0.005031596	0.008217	0.005600	0.00741
35.37	0.002749	0.002246567	-0.005129041	0.008161	0.005400	0.00731
35.38	0.002602	0.002170221	-0.005227908	0.008104	0.005300	0.0072
35.39	0.002455	0.002092085	-0.005328173	0.008044	0.005200	0.00708
35.4	0.002308	0.00201218	-0.005429809	0.007984	0.005000	0.00697
35.41	0.002161	0.001930524	-0.005532793	0.007921	0.004900	0.00686
35.42	0.002014	0.00184714	-0.005637099	0.007857	0.004700	0.00674
35.43	0.001867	0.00176205	-0.005742701	0.007792	0.004600	0.00663
35.44	0.001720	0.001675276	-0.005849573	0.007725	0.004400	0.00651
35.45	0.001573	0.001586838	-0.00595769	0.007656	0.004300	0.00639
35.46	0.001426	0.001496761	-0.006067025	0.007586	0.004100	0.00627
35.47	0.001279	0.001405067	-0.006177552	0.007514	0.004000	0.00615
35.48	0.001132	0.001311779	-0.006289244	0.007441	0.003800	0.00603
35.49	0.000985	0.001216921	-0.006402075	0.007367	0.003700	0.0059
35.5	0.000838	0.001120517	-0.006516018	0.007291	0.003500	0.00578
35.51	0.000692	0.001022592	-0.006631045	0.007213	0.003300	0.00565
35.52	0.000546	0.000923169	-0.00674713	0.007134	0.003200	0.00553
35.53	0.000400	0.000822274	-0.006864245	0.007054	0.003000	0.0054
35.54	0.000254	0.000719931	-0.006982362	0.006972	0.002900	0.00527
35.55	0.000109	0.000616166	-0.007101454	0.006888	0.002700	0.00514
35.56	-0.000036	0.000511005	-0.007221494	0.006804	0.002600	0.00501
35.57	-0.000180	0.000404473	-0.007342453	0.006718	0.002400	0.00488
35.58	-0.000325	0.000296597	-0.007464303	0.006631	0.002300	0.00475
35.59	-0.000468	0.000187404	-0.007587016	0.006542	0.002100	0.00462
35.6	-0.000611	7.69201E-05	-0.007710565	0.006452	0.002000	0.00449
35.61	-0.000754	-3.48273E-05	-0.00783492	0.006361	0.001800	0.00435
35.62	-0.000896	-0.000147811	-0.007960053	0.006268	0.001700	0.00422
35.63	-0.001038	-0.000262003	-0.008085935	0.006174	0.001500	0.00409
35.64	-0.001178	-0.000377376	-0.008212539	0.006079	0.001300	0.00395
35.65	-0.001319	-0.000493901	-0.008339836	0.005983	0.001200	0.00381
