Time (s)	ProteusDS (Lin)	InWave (Lin)	Marin (NLin)	NREL (CFD)	WavEC (Lin)	InWave+H (Lin)
8.31	0.319561	0.252144269	0.25695205	0.257325	0.294000	0.27343
8.32	0.322366	0.255663669	0.260397764	0.260880	0.297100	0.27666
8.33	0.325094	0.259118796	0.263776763	0.264371	0.300200	0.27983
8.34	0.327745	0.262509103	0.267088517	0.267797	0.303100	0.28293
8.35	0.330319	0.265834059	0.270332509	0.271157	0.306000	0.28596
8.36	0.332814	0.269093148	0.273508242	0.274452	0.308800	0.28892
8.37	0.335232	0.272285867	0.276615229	0.277680	0.311600	0.29181
8.38	0.337570	0.275411731	0.279653004	0.280841	0.314200	0.29464
8.39	0.339830	0.27847027	0.282621114	0.283935	0.316800	0.29739
8.4	0.342011	0.281461026	0.285519122	0.286960	0.319400	0.30008
8.41	0.344112	0.284383562	0.288346608	0.289918	0.321800	0.30269
8.42	0.346134	0.287237451	0.291103166	0.292806	0.324200	0.30523
8.43	0.348076	0.290022284	0.293788409	0.295626	0.326500	0.3077
8.44	0.349938	0.292737668	0.296401964	0.298376	0.328700	0.31011
8.45	0.351720	0.295383224	0.298943473	0.301056	0.330900	0.31243
8.46	0.353421	0.29795859	0.301412598	0.303665	0.332900	0.31469
8.47	0.355042	0.300463418	0.303809012	0.306204	0.334900	0.31687
8.48	0.356582	0.302897378	0.306132409	0.308672	0.336800	0.31898
8.49	0.358041	0.305260153	0.308382496	0.311069	0.338700	0.32102
8.5	0.359418	0.307551444	0.310558997	0.313393	0.340400	0.32299
8.51	0.360715	0.309770966	0.312661652	0.315646	0.342100	0.32488
8.52	0.361929	0.31191845	0.314690219	0.317827	0.343700	0.3267
8.53	0.363062	0.313993645	0.31664447	0.319935	0.345300	0.32844
8.54	0.364114	0.315996312	0.318524194	0.321971	0.346700	0.33011
8.55	0.365083	0.317926231	0.320329196	0.323933	0.348100	0.33171
8.56	0.365971	0.319783195	0.322059299	0.325822	0.349400	0.33323
8.57	0.366778	0.321567016	0.323714339	0.327638	0.350600	0.33468
8.58	0.367503	0.323277517	0.32529417	0.329381	0.351700	0.33605
8.59	0.368147	0.324914542	0.326798663	0.331050	0.352800	0.33735
8.6	0.368710	0.326477948	0.328227704	0.332645	0.353800	0.33858
8.61	0.369191	0.327967607	0.329581195	0.334165	0.354700	0.33973
8.62	0.369591	0.32938341	0.330859055	0.335612	0.355500	0.3408
8.63	0.369909	0.330725261	0.332061219	0.336985	0.356200	0.3418
8.64	0.370147	0.33199308	0.333187637	0.338283	0.356900	0.34273
8.65	0.370303	0.333186802	0.334238276	0.339508	0.357500	0.34358
8.66	0.370379	0.334306379	0.335213119	0.340657	0.358000	0.34435
8.67	0.370374	0.335351778	0.336112165	0.341732	0.358500	0.34505
8.68	0.370289	0.336322981	0.336935429	0.342733	0.358800	0.34568
8.69	0.370124	0.337219988	0.33768294	0.343660	0.359100	0.34623
8.7	0.369879	0.33804281	0.338354746	0.344512	0.359300	0.34671
8.71	0.369555	0.338791478	0.338950909	0.345289	0.359400	0.34711
8.72	0.369152	0.339466035	0.339471506	0.345992	0.359500	0.34744
8.73	0.368671	0.340066541	0.339916632	0.346621	0.359400	0.3477
8.74	0.368110	0.340593071	0.340286395	0.347176	0.359300	0.34788
8.75	0.367472	0.341045715	0.340580919	0.347656	0.359200	0.34798
8.76	0.366756	0.341424579	0.340800346	0.348063	0.358900	0.34802
8.77	0.365963	0.341729782	0.340944831	0.348395	0.358600	0.34798
8.78	0.365092	0.341961462	0.341014544	0.348654	0.358200	0.34786
8.79	0.364145	0.342119767	0.341009671	0.348839	0.357700	0.34768
8.8	0.363122	0.342204863	0.340930414	0.348951	0.357100	0.34742
8.81	0.362023	0.342216929	0.34077699	0.348989	0.356500	0.34709
8.82	0.360849	0.342156162	0.340549628	0.348954	0.355800	0.34668
8.83	0.359600	0.342022769	0.340248576	0.348846	0.355000	0.34621
8.84	0.358277	0.341816975	0.339874094	0.348666	0.354100	0.34566
8.85	0.356881	0.341539018	0.339426459	0.348413	0.353200	0.34504
8.86	0.355412	0.341189151	0.33890596	0.348088	0.352200	0.34435
8.87	0.353869	0.340767641	0.338312901	0.347691	0.351100	0.34359
8.88	0.352255	0.34027477	0.337647604	0.347223	0.350000	0.34276
8.89	0.350570	0.339710832	0.3369104	0.346683	0.348700	0.34186
8.9	0.348813	0.339076138	0.336101637	0.346072	0.347400	0.34088
8.91	0.346986	0.33837101	0.335221678	0.345390	0.346100	0.33984
8.92	0.345089	0.337595786	0.334270898	0.344638	0.344600	0.33873
8.93	0.343123	0.336750816	0.333249687	0.343816	0.343100	0.33756
8.94	0.341088	0.335836465	0.332158448	0.342925	0.341600	0.33631
8.95	0.338985	0.33485311	0.330997598	0.341964	0.339900	0.335
8.96	0.336815	0.333801144	0.329767567	0.340934	0.338200	0.33362
8.97	0.334578	0.332680969	0.3284688	0.339836	0.336400	0.33217
8.98	0.332275	0.331493004	0.327101753	0.338669	0.334600	0.33066
8.99	0.329907	0.330237679	0.325666897	0.337435	0.332700	0.32908
9	0.327474	0.328915438	0.324164715	0.336134	0.330700	0.32744
9.01	0.324976	0.327526737	0.322595702	0.334766	0.328700	0.32573
9.02	0.322415	0.326072043	0.320960369	0.333332	0.326600	0.32395
9.03	0.319792	0.324551839	0.319259235	0.331832	0.324400	0.32212
9.04	0.317106	0.322966618	0.317492834	0.330267	0.322100	0.32022
9.05	0.314359	0.321316886	0.315661713	0.328637	0.319800	0.31826
9.06	0.311551	0.319603161	0.31376643	0.326943	0.317500	0.31623
9.07	0.308684	0.317825973	0.311807554	0.325185	0.315100	0.31415
9.08	0.305757	0.315985863	0.309785668	0.323364	0.312600	0.312
9.09	0.302773	0.314083385	0.307701364	0.321481	0.310000	0.3098
9.1	0.299732	0.312119102	0.305555248	0.319535	0.307400	0.30753
9.11	0.296633	0.310093591	0.303347937	0.317528	0.304800	0.30521
9.12	0.293479	0.308007439	0.301080057	0.315460	0.302000	0.30283
9.13	0.290271	0.305861244	0.298752248	0.313331	0.299300	0.30039
9.14	0.287008	0.303655616	0.296365158	0.311143	0.296400	0.29789
9.15	0.283691	0.301391175	0.293919449	0.308896	0.293500	0.29534
9.16	0.280323	0.299068551	0.291415791	0.306591	0.290600	0.29273
9.17	0.276902	0.296688385	0.288854864	0.304228	0.287600	0.29007
9.18	0.273432	0.294251328	0.286237361	0.301807	0.284500	0.28736
9.19	0.269911	0.291758042	0.283563982	0.299330	0.281400	0.28459
9.2	0.266342	0.289209196	0.280835438	0.296798	0.278300	0.28177
9.21	0.262725	0.286605474	0.278052451	0.294210	0.275000	0.27889
9.22	0.259061	0.283947564	0.27521575	0.291568	0.271800	0.27597
9.23	0.255351	0.281236167	0.272326076	0.288872	0.268500	0.27299
9.24	0.251596	0.278471992	0.269384177	0.286123	0.265100	0.26997
9.25	0.247796	0.275655757	0.266390811	0.283322	0.261700	0.26689
9.26	0.243953	0.272788189	0.263346744	0.280469	0.258200	0.26377
9.27	0.240068	0.269870024	0.260252752	0.277566	0.254700	0.2606
9.28	0.236141	0.266902008	0.257109618	0.274612	0.251200	0.25739
9.29	0.232174	0.263884892	0.253918134	0.271609	0.247600	0.25412
9.3	0.228167	0.260819437	0.250679099	0.268558	0.244000	0.25082
9.31	0.224122	0.257706413	0.247393322	0.265459	0.240300	0.24747
9.32	0.220039	0.254546597	0.244061617	0.262313	0.236600	0.24408
9.33	0.215919	0.251340773	0.240684808	0.259120	0.232800	0.24064
9.34	0.211764	0.248089733	0.237263724	0.255883	0.229000	0.23716
9.35	0.207574	0.244794277	0.233799203	0.252600	0.225200	0.23365
9.36	0.203350	0.24145521	0.230292089	0.249274	0.221300	0.23009
9.37	0.199093	0.238073346	0.226743232	0.245905	0.217400	0.22649
9.38	0.194804	0.234649505	0.223153489	0.242494	0.213400	0.22286
9.39	0.190485	0.231184514	0.219523725	0.239041	0.209500	0.21918
9.4	0.186135	0.227679205	0.215854809	0.235548	0.205400	0.21548
9.41	0.181758	0.224134418	0.212147616	0.232015	0.201400	0.21173
9.42	0.177352	0.220550997	0.208403028	0.228443	0.197300	0.20795
9.43	0.172920	0.216929793	0.204621931	0.224834	0.193200	0.20414
9.44	0.168462	0.213271663	0.200805218	0.221187	0.189000	0.2003
9.45	0.163980	0.209577468	0.196953786	0.217504	0.184900	0.19642
9.46	0.159475	0.205848076	0.193068537	0.213785	0.180600	0.19251
9.47	0.154947	0.202084358	0.189150378	0.210033	0.176400	0.18857
9.48	0.150398	0.19828719	0.18520022	0.206246	0.172200	0.18461
9.49	0.145828	0.194457455	0.181218978	0.202427	0.167900	0.18061
9.5	0.141240	0.190596038	0.177207573	0.198576	0.163600	0.17659
9.51	0.136633	0.186703829	0.173166929	0.194694	0.159200	0.17254
9.52	0.132010	0.182781721	0.169097972	0.190782	0.154900	0.16846
9.53	0.127370	0.178830614	0.165001634	0.186840	0.150500	0.16436
9.54	0.122716	0.174851408	0.160878848	0.182871	0.146100	0.16024
9.55	0.118047	0.170845007	0.156730553	0.178874	0.141700	0.15609
9.56	0.113366	0.166812321	0.152557687	0.174850	0.137200	0.15192
9.57	0.108673	0.16275426	0.148361194	0.170802	0.132800	0.14774
9.58	0.103970	0.158671738	0.144142019	0.166728	0.128300	0.14353
9.59	0.099256	0.154565672	0.139901111	0.162631	0.123800	0.1393
9.6	0.094534	0.150436981	0.135639417	0.158511	0.119300	0.13505
9.61	0.089805	0.146286586	0.13135789	0.154369	0.114800	0.13079
9.62	0.085069	0.14211541	0.127057484	0.150206	0.110300	0.12651
9.63	0.080328	0.13792438	0.122739151	0.146023	0.105700	0.12222
9.64	0.075582	0.133714421	0.11840385	0.141821	0.101200	0.11791
9.65	0.070833	0.129486461	0.114052536	0.137601	0.096600	0.11359
9.66	0.066082	0.125241431	0.109686167	0.133363	0.092100	0.10925
9.67	0.061329	0.120980261	0.105305701	0.129110	0.087500	0.10491
9.68	0.056576	0.116703883	0.100912098	0.124841	0.082900	0.10055
9.69	0.051823	0.112413228	0.096506317	0.120557	0.078300	0.09619
9.7	0.047073	0.108109229	0.092089316	0.116260	0.073700	0.09181
9.71	0.042325	0.103792819	0.087662055	0.111951	0.069100	0.08743
9.72	0.037580	0.099464932	0.083225493	0.107629	0.064500	0.08304
9.73	0.032841	0.0951265	0.078780586	0.103297	0.059900	0.07865
9.74	0.028107	0.090778455	0.074328294	0.098956	0.055300	0.07425
9.75	0.023379	0.08642173	0.069869571	0.094605	0.050700	0.06984
9.76	0.018660	0.082057257	0.065405374	0.090246	0.046100	0.06544
9.77	0.013949	0.077685965	0.060936656	0.085881	0.041500	0.06103
9.78	0.009247	0.073308784	0.056464369	0.081509	0.036900	0.05662
9.79	0.004557	0.068926643	0.051989464	0.077133	0.032300	0.05221
9.8	-0.000122	0.064540468	0.04751289	0.072752	0.027700	0.0478
9.81	-0.004789	0.060151184	0.043035593	0.068367	0.023200	0.0434
9.82	-0.009442	0.055759714	0.038558517	0.063981	0.018600	0.03899
9.83	-0.014081	0.051366981	0.034082604	0.059593	0.014000	0.03459
9.84	-0.018705	0.046973903	0.029608793	0.055204	0.009500	0.0302
9.85	-0.023312	0.042581396	0.025138019	0.050816	0.004900	0.02581
9.86	-0.027902	0.038190375	0.020671217	0.046429	0.000400	0.02142
9.87	-0.032475	0.033801751	0.016209315	0.042044	-0.004200	0.01705
9.88	-0.037028	0.029416433	0.011753239	0.037663	-0.008700	0.01268
9.89	-0.041561	0.025035326	0.007303913	0.033285	-0.013200	0.00832
9.9	-0.046074	0.020659333	0.002862255	0.028912	-0.017600	0.00397
9.91	-0.050565	0.016289351	-0.00157082	0.024546	-0.022100	-0.00037
9.92	-0.055033	0.011926276	-0.005994402	0.020185	-0.026600	-0.0047
9.93	-0.059478	0.007570998	-0.010407585	0.015833	-0.031000	-0.00901
9.94	-0.063898	0.003224406	-0.014809467	0.011489	-0.035400	-0.01331
9.95	-0.068293	-0.001112618	-0.019199152	0.007154	-0.039800	-0.0176
9.96	-0.072662	-0.005439196	-0.023575747	0.002830	-0.044200	-0.02187
9.97	-0.077004	-0.009754452	-0.027938368	-0.001484	-0.048500	-0.02613
9.98	-0.081317	-0.014057519	-0.032286132	-0.005785	-0.052900	-0.03036
9.99	-0.085602	-0.01834753	-0.036618164	-0.010074	-0.057200	-0.03458
10	-0.089857	-0.022623628	-0.040933594	-0.014349	-0.061500	-0.03879
10.01	-0.094081	-0.026884957	-0.045231559	-0.018609	-0.065700	-0.04297
10.02	-0.098274	-0.031130667	-0.049511201	-0.022854	-0.070000	-0.04713
10.03	-0.102434	-0.035359917	-0.053771666	-0.027083	-0.074200	-0.05127
10.04	-0.106561	-0.039571867	-0.058012112	-0.031295	-0.078400	-0.05539
10.05	-0.110653	-0.043765686	-0.062231697	-0.035488	-0.082500	-0.05949
10.06	-0.114711	-0.047940547	-0.066429591	-0.039663	-0.086600	-0.06356
10.07	-0.118732	-0.052095631	-0.070604968	-0.043819	-0.090700	-0.06761
10.08	-0.122718	-0.056230124	-0.074757009	-0.047954	-0.094800	-0.07163
10.09	-0.126665	-0.060343219	-0.078884904	-0.052068	-0.098900	-0.07563
10.1	-0.130575	-0.064434115	-0.082987848	-0.056161	-0.102900	-0.0796
10.11	-0.134446	-0.068502018	-0.087065045	-0.060230	-0.106800	-0.08354
10.12	-0.138278	-0.072546141	-0.091115705	-0.064276	-0.110800	-0.08746
10.13	-0.142069	-0.076565705	-0.095139048	-0.068298	-0.114700	-0.09134
10.14	-0.145819	-0.080559937	-0.099134301	-0.072294	-0.118600	-0.0952
10.15	-0.149527	-0.08452807	-0.103100698	-0.076265	-0.122400	-0.09903
10.16	-0.153193	-0.088469348	-0.107037482	-0.080209	-0.126200	-0.10282
10.17	-0.156815	-0.092383019	-0.110943903	-0.084126	-0.129900	-0.10658
10.18	-0.160394	-0.096268341	-0.114819223	-0.088015	-0.133700	-0.11031
10.19	-0.163927	-0.10012458	-0.118662708	-0.091875	-0.137400	-0.11401
10.2	-0.167416	-0.103951008	-0.122473636	-0.095705	-0.141000	-0.11767
10.21	-0.170859	-0.107746906	-0.126251292	-0.099505	-0.144600	-0.1213
10.22	-0.174255	-0.111511565	-0.129994971	-0.103275	-0.148200	-0.12489
10.23	-0.177605	-0.115244283	-0.133703977	-0.107012	-0.151700	-0.12845
10.24	-0.180907	-0.118944364	-0.137377622	-0.110718	-0.155200	-0.13197
10.25	-0.184161	-0.122611126	-0.141015228	-0.114390	-0.158600	-0.13545
10.26	-0.187367	-0.126243891	-0.144616128	-0.118029	-0.162000	-0.1389
10.27	-0.190523	-0.129841993	-0.148179662	-0.121633	-0.165400	-0.1423
10.28	-0.193630	-0.133404771	-0.151705181	-0.125202	-0.168700	-0.14567
10.29	-0.196687	-0.136931579	-0.155192046	-0.128736	-0.172000	-0.149
10.3	-0.199693	-0.140421775	-0.158639626	-0.132234	-0.175200	-0.15229
10.31	-0.202647	-0.143874729	-0.162047304	-0.135694	-0.178400	-0.15553
10.32	-0.205550	-0.147289819	-0.165414468	-0.139117	-0.181500	-0.15873
10.33	-0.208400	-0.150666434	-0.16874052	-0.142502	-0.184600	-0.1619
10.34	-0.211199	-0.154003971	-0.172024871	-0.145848	-0.187600	-0.16502
10.35	-0.213944	-0.157301839	-0.175266942	-0.149155	-0.190600	-0.16809
10.36	-0.216636	-0.160559454	-0.178466164	-0.152422	-0.193500	-0.17112
10.37	-0.219274	-0.163776243	-0.181621981	-0.155648	-0.196400	-0.17411
10.38	-0.221858	-0.166951644	-0.184733844	-0.158834	-0.199300	-0.17705
10.39	-0.224388	-0.170085104	-0.187801219	-0.161977	-0.202100	-0.17995
10.4	-0.226862	-0.173176081	-0.19082358	-0.165079	-0.204800	-0.1828
10.41	-0.229282	-0.176224043	-0.193800411	-0.168138	-0.207500	-0.18561
10.42	-0.231646	-0.179228467	-0.19673121	-0.171154	-0.210100	-0.18837
10.43	-0.233954	-0.182188843	-0.199615484	-0.174126	-0.212700	-0.19108
10.44	-0.236205	-0.185104669	-0.202452751	-0.177054	-0.215200	-0.19374
10.45	-0.238400	-0.187975456	-0.205242542	-0.179938	-0.217700	-0.19636
10.46	-0.240538	-0.190800723	-0.207984397	-0.182776	-0.220100	-0.19893
10.47	-0.242619	-0.193580002	-0.21067787	-0.185569	-0.222500	-0.20144
10.48	-0.244642	-0.196312834	-0.213322523	-0.188315	-0.224800	-0.20391
10.49	-0.246607	-0.198998773	-0.215917932	-0.191015	-0.227100	-0.20633
10.5	-0.248514	-0.201637383	-0.218463685	-0.193668	-0.229300	-0.2087
10.51	-0.250362	-0.204228237	-0.220959378	-0.196274	-0.231500	-0.21102
10.52	-0.252152	-0.206770922	-0.223404623	-0.198832	-0.233600	-0.21329
10.53	-0.253882	-0.209265035	-0.225799041	-0.201342	-0.235600	-0.2155
10.54	-0.255553	-0.211710184	-0.228142265	-0.203803	-0.237600	-0.21767
10.55	-0.257165	-0.214105988	-0.230433941	-0.206216	-0.239500	-0.21978
10.56	-0.258716	-0.216452077	-0.232673725	-0.208579	-0.241400	-0.22184
10.57	-0.260208	-0.218748095	-0.234861286	-0.210892	-0.243200	-0.22385
10.58	-0.261639	-0.220993694	-0.236996305	-0.213155	-0.245000	-0.22581
10.59	-0.263009	-0.223188538	-0.239078474	-0.215368	-0.246700	-0.22771
10.6	-0.264320	-0.225332305	-0.241107499	-0.217531	-0.248300	-0.22956
10.61	-0.265569	-0.227424681	-0.243083095	-0.219642	-0.249900	-0.23135
10.62	-0.266758	-0.229465366	-0.245004992	-0.221702	-0.251500	-0.2331
10.63	-0.267886	-0.231454071	-0.246872929	-0.223710	-0.252900	-0.23478
10.64	-0.268953	-0.233390517	-0.248686659	-0.225667	-0.254300	-0.23642
10.65	-0.269959	-0.23527444	-0.250445947	-0.227572	-0.255700	-0.238
10.66	-0.270904	-0.237105584	-0.25215057	-0.229424	-0.257000	-0.23952
10.67	-0.271788	-0.238883707	-0.253800317	-0.231223	-0.258300	-0.24099
10.68	-0.272611	-0.240608578	-0.255394988	-0.232970	-0.259400	-0.24241
10.69	-0.273372	-0.242279977	-0.256934396	-0.234664	-0.260600	-0.24377
10.7	-0.274072	-0.243897697	-0.258418368	-0.236304	-0.261600	-0.24507
10.71	-0.274710	-0.245461541	-0.259846739	-0.237891	-0.262600	-0.24632
10.72	-0.275288	-0.246971327	-0.261219361	-0.239424	-0.263600	-0.24752
10.73	-0.275804	-0.24842688	-0.262536093	-0.240904	-0.264500	-0.24866
10.74	-0.276259	-0.249828042	-0.263796811	-0.242329	-0.265300	-0.24974
10.75	-0.276654	-0.251174662	-0.265001399	-0.243700	-0.266100	-0.25077
10.76	-0.276988	-0.252466604	-0.266149756	-0.245017	-0.266800	-0.25174
10.77	-0.277261	-0.253703743	-0.267241792	-0.246280	-0.267400	-0.25265
10.78	-0.277473	-0.254885964	-0.268277428	-0.247488	-0.268000	-0.25351
10.79	-0.277625	-0.256013166	-0.2692566	-0.248642	-0.268600	-0.25431
10.8	-0.277717	-0.257085259	-0.270179253	-0.249741	-0.269100	-0.25506
10.81	-0.277748	-0.258102164	-0.271045345	-0.250785	-0.269500	-0.25575
10.82	-0.277720	-0.259063815	-0.271854847	-0.251774	-0.269800	-0.25639
10.83	-0.277631	-0.259970156	-0.272607741	-0.252708	-0.270100	-0.25697
10.84	-0.277483	-0.260821146	-0.273304021	-0.253587	-0.270400	-0.25749
10.85	-0.277275	-0.261616751	-0.273943694	-0.254412	-0.270600	-0.25796
10.86	-0.277008	-0.262356951	-0.274526776	-0.255181	-0.270700	-0.25837
10.87	-0.276683	-0.26304174	-0.275053297	-0.255895	-0.270800	-0.25873
10.88	-0.276298	-0.263671118	-0.2755233	-0.256554	-0.270800	-0.25903
10.89	-0.275856	-0.264245103	-0.275936838	-0.257158	-0.270700	-0.25927
10.9	-0.275355	-0.264763719	-0.276293976	-0.257708	-0.270600	-0.25946
10.91	-0.274796	-0.265227004	-0.276594789	-0.258202	-0.270400	-0.25959
10.92	-0.274180	-0.265635008	-0.276839368	-0.258641	-0.270200	-0.25967
10.93	-0.273507	-0.265987791	-0.27702781	-0.259026	-0.269900	-0.25969
10.94	-0.272776	-0.266285425	-0.277160229	-0.259355	-0.269600	-0.25966
10.95	-0.271989	-0.266527994	-0.277236747	-0.259630	-0.269200	-0.25958
10.96	-0.271145	-0.266715592	-0.277257498	-0.259850	-0.268800	-0.25943
10.97	-0.270245	-0.266848325	-0.277222627	-0.260016	-0.268300	-0.25924
10.98	-0.269290	-0.26692631	-0.277132292	-0.260128	-0.267700	-0.25899
10.99	-0.268279	-0.266949675	-0.276986661	-0.260185	-0.267100	-0.25868
11	-0.267213	-0.266918559	-0.276785913	-0.260188	-0.266400	-0.25832
11.01	-0.266093	-0.266833112	-0.276530238	-0.260137	-0.265700	-0.25791
11.02	-0.264918	-0.266693496	-0.276219837	-0.260032	-0.264900	-0.25745
11.03	-0.263690	-0.266499882	-0.275854924	-0.259873	-0.264100	-0.25693
11.04	-0.262408	-0.266252454	-0.275435721	-0.259661	-0.263200	-0.25635
11.05	-0.261073	-0.265951404	-0.274962462	-0.259395	-0.262200	-0.25573
11.06	-0.259685	-0.265596938	-0.274435392	-0.259077	-0.261200	-0.25505
11.07	-0.258244	-0.265189271	-0.273854767	-0.258705	-0.260200	-0.25432
11.08	-0.256752	-0.264728627	-0.273220851	-0.258281	-0.259100	-0.25354
11.09	-0.255209	-0.264215242	-0.272533921	-0.257804	-0.257900	-0.25271
11.1	-0.253614	-0.263649364	-0.271794265	-0.257276	-0.256700	-0.25182
11.11	-0.251969	-0.263031249	-0.271002179	-0.256695	-0.255400	-0.25089
11.12	-0.250275	-0.262361163	-0.270157971	-0.256062	-0.254100	-0.2499
11.13	-0.248530	-0.261639384	-0.269261957	-0.255378	-0.252800	-0.24886
11.14	-0.246737	-0.260866199	-0.268314465	-0.254643	-0.251300	-0.24778
11.15	-0.244896	-0.260041906	-0.267315832	-0.253857	-0.249900	-0.24664
11.16	-0.243007	-0.25916681	-0.266266406	-0.253020	-0.248400	-0.24546
11.17	-0.241070	-0.25824123	-0.265166543	-0.252133	-0.246800	-0.24422
11.18	-0.239086	-0.257265492	-0.26401661	-0.251196	-0.245200	-0.24294
11.19	-0.237056	-0.256239931	-0.262816983	-0.250209	-0.243500	-0.24161
11.2	-0.234981	-0.255164895	-0.261568046	-0.249173	-0.241800	-0.24023
11.21	-0.232860	-0.254040738	-0.260270195	-0.248089	-0.240100	-0.23881
11.22	-0.230694	-0.252867824	-0.258923834	-0.246955	-0.238300	-0.23734
11.23	-0.228485	-0.251646528	-0.257529375	-0.245773	-0.236400	-0.23582
11.24	-0.226232	-0.250377232	-0.256087241	-0.244544	-0.234500	-0.23425
11.25	-0.223937	-0.249060328	-0.254597863	-0.243267	-0.232600	-0.23264
11.26	-0.221599	-0.247696218	-0.253061679	-0.241943	-0.230600	-0.23099
11.27	-0.219220	-0.246285311	-0.251479139	-0.240572	-0.228600	-0.22929
11.28	-0.216801	-0.244828026	-0.249850698	-0.239155	-0.226500	-0.22755
11.29	-0.214340	-0.24332479	-0.248176823	-0.237692	-0.224400	-0.22576
11.3	-0.211841	-0.241776037	-0.246457987	-0.236184	-0.222200	-0.22393
11.31	-0.209302	-0.240182213	-0.244694671	-0.234631	-0.220000	-0.22206
11.32	-0.206725	-0.23854377	-0.242887365	-0.233033	-0.217800	-0.22014
11.33	-0.204110	-0.236861167	-0.241036566	-0.231391	-0.215500	-0.21819
11.34	-0.201458	-0.235134874	-0.239142781	-0.229705	-0.213200	-0.21619
11.35	-0.198770	-0.233365367	-0.237206521	-0.227976	-0.210800	-0.21415
11.36	-0.196046	-0.231553129	-0.235228308	-0.226205	-0.208400	-0.21208
11.37	-0.193287	-0.229698653	-0.23320867	-0.224391	-0.206000	-0.20996
11.38	-0.190494	-0.227802438	-0.231148142	-0.222536	-0.203500	-0.20781
11.39	-0.187667	-0.225864991	-0.229047266	-0.220639	-0.201000	-0.20561
11.4	-0.184808	-0.223886826	-0.226906593	-0.218701	-0.198400	-0.20338
11.41	-0.181916	-0.221868465	-0.224726677	-0.216724	-0.195900	-0.20111
11.42	-0.178993	-0.219810435	-0.222508083	-0.214706	-0.193200	-0.19881
11.43	-0.176039	-0.217713272	-0.22025138	-0.212650	-0.190600	-0.19647
11.44	-0.173054	-0.215577519	-0.217957145	-0.210554	-0.187900	-0.19409
11.45	-0.170041	-0.213403723	-0.215625959	-0.208421	-0.185200	-0.19168
11.46	-0.166999	-0.21119244	-0.213258412	-0.206250	-0.182400	-0.18924
11.47	-0.163928	-0.208944233	-0.210855099	-0.204042	-0.179600	-0.18676
11.48	-0.160831	-0.206659668	-0.20841662	-0.201798	-0.176800	-0.18425
11.49	-0.157708	-0.204339321	-0.205943582	-0.199517	-0.174000	-0.1817
11.5	-0.154559	-0.20198377	-0.203436597	-0.197202	-0.171100	-0.17913
11.51	-0.151385	-0.199593602	-0.200896282	-0.194851	-0.168200	-0.17652
11.52	-0.148187	-0.19716941	-0.198323262	-0.192467	-0.165200	-0.17388
11.53	-0.144966	-0.194711789	-0.195718163	-0.190048	-0.162300	-0.17122
11.54	-0.141722	-0.192221343	-0.19308162	-0.187597	-0.159300	-0.16852
11.55	-0.138456	-0.189698679	-0.190414271	-0.185113	-0.156300	-0.1658
11.56	-0.135170	-0.187144412	-0.187716758	-0.182598	-0.153200	-0.16305
11.57	-0.131863	-0.184559159	-0.184989729	-0.180051	-0.150200	-0.16027
11.58	-0.128536	-0.181943542	-0.182233837	-0.177474	-0.147100	-0.15746
11.59	-0.125191	-0.179298191	-0.179449738	-0.174867	-0.143900	-0.15463
11.6	-0.121828	-0.176623738	-0.176638093	-0.172230	-0.140800	-0.15177
11.61	-0.118448	-0.173920819	-0.173799566	-0.169565	-0.137700	-0.14889
11.62	-0.115052	-0.171190075	-0.170934826	-0.166871	-0.134500	-0.14599
11.63	-0.111640	-0.168432152	-0.168044545	-0.164150	-0.131300	-0.14306
11.64	-0.108213	-0.165647699	-0.1651294	-0.161402	-0.128100	-0.14011
11.65	-0.104772	-0.16283737	-0.162190068	-0.158628	-0.124800	-0.13714
11.66	-0.101318	-0.160001821	-0.159227235	-0.155829	-0.121600	-0.13414
11.67	-0.097852	-0.157141714	-0.156241584	-0.153004	-0.118300	-0.13113
11.68	-0.094374	-0.154257711	-0.153233805	-0.150156	-0.115000	-0.1281
11.69	-0.090885	-0.15135048	-0.150204589	-0.147284	-0.111700	-0.12504
11.7	-0.087386	-0.148420691	-0.147154631	-0.144388	-0.108400	-0.12197
11.71	-0.083877	-0.145469019	-0.144084627	-0.141471	-0.105000	-0.11889
11.72	-0.080360	-0.142496138	-0.140995277	-0.138532	-0.101700	-0.11578
11.73	-0.076836	-0.139502728	-0.137887282	-0.135572	-0.098300	-0.11266
11.74	-0.073304	-0.136489471	-0.134761345	-0.132591	-0.094900	-0.10952
11.75	-0.069766	-0.13345705	-0.131618172	-0.129591	-0.091500	-0.10637
11.76	-0.066223	-0.13040615	-0.12845847	-0.126573	-0.088100	-0.10321
11.77	-0.062674	-0.127337461	-0.125282949	-0.123535	-0.084700	-0.10003
11.78	-0.059122	-0.124251673	-0.122092317	-0.120481	-0.081300	-0.09684
11.79	-0.055567	-0.121149476	-0.118887286	-0.117409	-0.077900	-0.09363
11.8	-0.052010	-0.118031565	-0.11566857	-0.114322	-0.074500	-0.09042
11.81	-0.048451	-0.114898634	-0.112436882	-0.111218	-0.071000	-0.08719
11.82	-0.044891	-0.111751381	-0.109192937	-0.108100	-0.067600	-0.08396
11.83	-0.041331	-0.108590502	-0.105937449	-0.104968	-0.064100	-0.08071
11.84	-0.037771	-0.105416696	-0.102671135	-0.101822	-0.060700	-0.07746
