WSM
F3OF
DT2
PITCH
t(s)	PITCH(deg)
53.60000	4.65926
53.70000	4.47943
53.80000	4.26034
53.90000	4.00399
54.00000	3.71271
54.10000	3.38915
54.20000	3.03620
54.30000	2.65704
54.40000	2.25508
54.50000	1.83394
54.60000	1.39741
54.70000	0.94944
54.80000	0.49408
54.90000	0.03545
55.00000	-0.42227
55.10000	-0.87494
55.20000	-1.31844
55.30000	-1.74877
55.40000	-2.16205
55.50000	-2.55456
55.60000	-2.92280
55.70000	-3.26352
55.80000	-3.57373
55.90000	-3.85075
56.00000	-4.09221
56.10000	-4.29610
56.20000	-4.46073
56.30000	-4.58480
56.40000	-4.66738
56.50000	-4.70789
56.60000	-4.70613
56.70000	-4.66228
56.80000	-4.57686
56.90000	-4.45078
57.00000	-4.28526
57.10000	-4.08186
57.20000	-3.84249
57.30000	-3.56934
57.40000	-3.26488
57.50000	-2.93189
57.60000	-2.57337
57.70000	-2.19255
57.80000	-1.79286
57.90000	-1.37793
58.00000	-0.95149
58.10000	-0.51742
58.20000	-0.07964
58.30000	0.35788
58.40000	0.79117
58.50000	1.21629
58.60000	1.62942
58.70000	2.02680
58.80000	2.40489
58.90000	2.76029
59.00000	3.08985
59.10000	3.39067
59.20000	3.66013
59.30000	3.89590
59.40000	4.09598
59.50000	4.25870
59.60000	4.38273
59.70000	4.46709
59.80000	4.51116
59.90000	4.51468
60.00000	4.47772
60.10000	4.40074
60.20000	4.28451
60.30000	4.13014
60.40000	3.93908
60.50000	3.71308
60.60000	3.45420
60.70000	3.16476
60.80000	2.84738
60.90000	2.50490
61.00000	2.14040
61.10000	1.75715
61.20000	1.35860
61.30000	0.94833
61.40000	0.53005
61.50000	0.10752
61.60000	-0.31541
61.70000	-0.73495
61.80000	-1.14728
61.90000	-1.54868
62.00000	-1.93555
62.10000	-2.30440
62.20000	-2.65195
62.30000	-2.97510
62.40000	-3.27101
62.50000	-3.53710
62.60000	-3.77106
62.70000	-3.97091
62.80000	-4.13496
62.90000	-4.26187
63.00000	-4.35063
63.10000	-4.40059
63.20000	-4.41141
63.30000	-4.38312
63.40000	-4.31610
63.50000	-4.21103
63.60000	-4.06894
63.70000	-3.89119
63.80000	-3.67942
63.90000	-3.43557
64.00000	-3.16189
64.10000	-2.86084
64.20000	-2.53516
64.30000	-2.18779
64.40000	-1.82189
64.50000	-1.44076
64.60000	-1.04786
64.70000	-0.64676
64.80000	-0.24110
64.90000	0.16543
65.00000	0.56914
65.10000	0.96635
65.20000	1.35346
65.30000	1.72696
65.40000	2.08350
65.50000	2.41987
65.60000	2.73307
65.70000	3.02033
65.80000	3.27913
65.90000	3.50722
66.00000	3.70264
66.10000	3.86375
66.20000	3.98922
66.30000	4.07803
66.40000	4.12952
66.50000	4.14335
66.60000	4.11951
66.70000	4.05832
66.80000	3.96042
66.90000	3.82679
67.00000	3.65869
67.10000	3.45769
67.20000	3.22565
67.30000	2.96469
67.40000	2.67718
67.50000	2.36574
67.60000	2.03318
67.70000	1.68252
67.80000	1.31694
67.90000	0.93973
68.00000	0.55432
68.10000	0.16420
68.20000	-0.22708
68.30000	-0.61600
68.40000	-0.99902
68.50000	-1.37268
68.60000	-1.73363
68.70000	-2.07862
68.80000	-2.40456
68.90000	-2.70857
69.00000	-2.98797
69.10000	-3.24031
69.20000	-3.46341
69.30000	-3.65537
69.40000	-3.81457
69.50000	-3.93970
69.60000	-4.02977
69.70000	-4.08407
69.80000	-4.10226
69.90000	-4.08429
70.00000	-4.03041
70.10000	-3.94123
70.20000	-3.81761
70.30000	-3.66074
70.40000	-3.47209
70.50000	-3.25340
70.60000	-3.00668
70.70000	-2.73416
70.80000	-2.43832
70.90000	-2.12183
71.00000	-1.78755
71.10000	-1.43850
71.20000	-1.07783
71.30000	-0.70879
71.40000	-0.33473
71.50000	0.04099
71.60000	0.41497
71.70000	0.78384
71.80000	1.14427
71.90000	1.49304
72.00000	1.82702
72.10000	2.14322
72.20000	2.43886
72.30000	2.71133
72.40000	2.95824
72.50000	3.17746
72.60000	3.36712
72.70000	3.52560
72.80000	3.65159
72.90000	3.74408
73.00000	3.80234
73.10000	3.82597
73.20000	3.81485
73.30000	3.76918
73.40000	3.68946
73.50000	3.57647
73.60000	3.43130
73.70000	3.25531
73.80000	3.05011
73.90000	2.81758
74.00000	2.55983
74.10000	2.27921
74.20000	1.97824
74.30000	1.65965
74.40000	1.32633
74.50000	0.98127
74.60000	0.62761
74.70000	0.26855
74.80000	-0.09266
74.90000	-0.45275
75.00000	-0.80845
75.10000	-1.15656
75.20000	-1.49393
75.30000	-1.81752
75.40000	-2.12443
75.50000	-2.41191
75.60000	-2.67742
75.70000	-2.91861
75.80000	-3.13338
75.90000	-3.31985
76.00000	-3.47643
76.10000	-3.60179
76.20000	-3.69491
76.30000	-3.75503
76.40000	-3.78170
76.50000	-3.77477
76.60000	-3.73437
76.70000	-3.66095
76.80000	-3.55522
76.90000	-3.41818
77.00000	-3.25111
77.10000	-3.05554
77.20000	-2.83326
77.30000	-2.58628
77.40000	-2.31683
77.50000	-2.02735
77.60000	-1.72046
77.70000	-1.39892
77.80000	-1.06564
77.90000	-0.72363
78.00000	-0.37599
78.10000	-0.02586
78.20000	0.32359
78.30000	0.66920
78.40000	1.00786
78.50000	1.33649
78.60000	1.65216
78.70000	1.95204
78.80000	2.23345
78.90000	2.49391
79.00000	2.73111
79.10000	2.94299
79.20000	3.12773
79.30000	3.28374
79.40000	3.40973
79.50000	3.50465
79.60000	3.56776
79.70000	3.59860
79.80000	3.59698
79.90000	3.56303
80.00000	3.49713
80.10000	3.39995
80.20000	3.27246
80.30000	3.11585
80.40000	2.93159
80.50000	2.72138
80.60000	2.48716
80.70000	2.23107
80.80000	1.95544
80.90000	1.66278
81.00000	1.35576
81.10000	1.03717
81.20000	0.70990
81.30000	0.37693
81.40000	0.04128
81.50000	-0.29399
81.60000	-0.62584
81.70000	-0.95126
81.80000	-1.26732
81.90000	-1.57115
82.00000	-1.86003
82.10000	-2.13137
82.20000	-2.38276
82.30000	-2.61197
82.40000	-2.81699
82.50000	-2.99603
82.60000	-3.14756
82.70000	-3.27029
82.80000	-3.36319
82.90000	-3.42551
83.00000	-3.45679
83.10000	-3.45681
83.20000	-3.42566
83.30000	-3.36369
83.40000	-3.27152
83.50000	-3.15004
83.60000	-3.00039
83.70000	-2.82396
83.80000	-2.62237
83.90000	-2.39746
84.00000	-2.15128
84.10000	-1.88606
84.20000	-1.60421
84.30000	-1.30828
84.40000	-1.00095
84.50000	-0.68499
84.60000	-0.36327
84.70000	-0.03870
84.80000	0.28580
84.90000	0.60730
85.00000	0.92289
85.10000	1.22975
85.20000	1.52512
85.30000	1.80637
85.40000	2.07100
85.50000	2.31668
85.60000	2.54123
85.70000	2.74272
85.80000	2.91941
85.90000	3.06978
86.00000	3.19258
86.10000	3.28680
86.20000	3.35168
86.30000	3.38673
86.40000	3.39174
86.50000	3.36675
86.60000	3.31206
86.70000	3.22824
86.80000	3.11610
86.90000	2.97673
87.00000	2.81141
87.10000	2.62167
87.20000	2.40927
87.30000	2.17613
87.40000	1.92439
87.50000	1.65632
87.60000	1.37437
87.70000	1.08108
87.80000	0.77912
87.90000	0.47123
88.00000	0.16019
88.10000	-0.15118
88.20000	-0.46006
88.30000	-0.76367
88.40000	-1.05926
88.50000	-1.34417
88.60000	-1.61584
88.70000	-1.87186
88.80000	-2.10993
88.90000	-2.32795
89.00000	-2.52401
89.10000	-2.69640
89.20000	-2.84362
89.30000	-2.96442
89.40000	-3.05779
89.50000	-3.12295
89.60000	-3.15941
89.70000	-3.16690
89.80000	-3.14544
89.90000	-3.09527
90.00000	-3.01692
90.10000	-2.91114
90.20000	-2.77893
90.30000	-2.62153
90.40000	-2.44038
90.50000	-2.23715
90.60000	-2.01369
90.70000	-1.77203
90.80000	-1.51438
90.90000	-1.24305
91.00000	-0.96052
91.10000	-0.66935
91.20000	-0.37217
91.30000	-0.07167
91.40000	0.22943
91.50000	0.52840
91.60000	0.82254
91.70000	1.10921
91.80000	1.38583
91.90000	1.64991
92.00000	1.89910
92.10000	2.13117
92.20000	2.34409
92.30000	2.53596
92.40000	2.70514
92.50000	2.85014
92.60000	2.96973
92.70000	3.06292
92.80000	3.12892
92.90000	3.16724
93.00000	3.17759
93.10000	3.15996
93.20000	3.11457
93.30000	3.04190
93.40000	2.94265
93.50000	2.81778
93.60000	2.66845
93.70000	2.49605
93.80000	2.30216
93.90000	2.08856
94.00000	1.85720
94.10000	1.61018
94.20000	1.34975
94.30000	1.07828
94.40000	0.79823
94.50000	0.51213
94.60000	0.22259
94.70000	-0.06779
94.80000	-0.35637
94.90000	-0.64055
95.00000	-0.91777
95.10000	-1.18554
95.20000	-1.44147
95.30000	-1.68326
95.40000	-1.90877
95.50000	-2.11601
95.60000	-2.30316
95.70000	-2.46861
95.80000	-2.61091
95.90000	-2.72887
96.00000	-2.82149
96.10000	-2.88802
96.20000	-2.92795
96.30000	-2.94100
96.40000	-2.92711
96.50000	-2.88650
96.60000	-2.81960
96.70000	-2.72708
96.80000	-2.60982
96.90000	-2.46894
97.00000	-2.30575
97.10000	-2.12175
97.20000	-1.91865
97.30000	-1.69830
97.40000	-1.46271
97.50000	-1.21404
97.60000	-0.95453
97.70000	-0.68656
97.80000	-0.41255
97.90000	-0.13498
98.00000	0.14362
98.10000	0.42075
98.20000	0.69388
98.30000	0.96058
98.40000	1.21842
98.50000	1.46512
98.60000	1.69845
98.70000	1.91634
98.80000	2.11686
98.90000	2.29826
99.00000	2.45894
99.10000	2.59751
99.20000	2.71278
99.30000	2.80377
99.40000	2.86973
99.50000	2.91013
99.60000	2.92468
99.70000	2.91328
99.80000	2.87612
99.90000	2.81357
100.00000	2.72623
100.10000	2.61495
100.20000	2.48074
100.30000	2.32486
100.40000	2.14872
100.50000	1.95392
100.60000	1.74224
100.70000	1.51559
100.80000	1.27602
100.90000	1.02570
101.00000	0.76688
101.10000	0.50190
101.20000	0.23315
101.30000	-0.03694
101.40000	-0.30595
101.50000	-0.57146
101.60000	-0.83109
101.70000	-1.08250
101.80000	-1.32345
101.90000	-1.55179
102.00000	-1.76550
102.10000	-1.96269
102.20000	-2.14163
102.30000	-2.30076
102.40000	-2.43870
102.50000	-2.55427
102.60000	-2.64649
102.70000	-2.71461
102.80000	-2.75808
102.90000	-2.77658
103.00000	-2.77000
103.10000	-2.73848
103.20000	-2.68235
103.30000	-2.60219
103.40000	-2.49875
103.50000	-2.37304
103.60000	-2.22621
103.70000	-2.05964
103.80000	-1.87486
103.90000	-1.67357
104.00000	-1.45760
104.10000	-1.22895
104.20000	-0.98968
104.30000	-0.74199
104.40000	-0.48812
104.50000	-0.23040
104.60000	0.02884
104.70000	0.28724
104.80000	0.54247
104.90000	0.79220
105.00000	1.03418
105.10000	1.26623
105.20000	1.48626
105.30000	1.69232
105.40000	1.88255
105.50000	2.05527
105.60000	2.20896
105.70000	2.34228
105.80000	2.45406
105.90000	2.54336
106.00000	2.60941
106.10000	2.65168
106.20000	2.66985
106.30000	2.66379
106.40000	2.63361
106.50000	2.57965
106.60000	2.50242
106.70000	2.40266
106.80000	2.28131
106.90000	2.13950
107.00000	1.97853
107.10000	1.79988
107.20000	1.60517
107.30000	1.39618
107.40000	1.17482
107.50000	0.94308
107.60000	0.70308
107.70000	0.45698
107.80000	0.20701
107.90000	-0.04457
108.00000	-0.29549
108.10000	-0.54349
108.20000	-0.78634
108.30000	-1.02186
108.40000	-1.24795
108.50000	-1.46259
108.60000	-1.66387
108.70000	-1.85003
108.80000	-2.01942
108.90000	-2.17058
109.00000	-2.30218
109.10000	-2.41312
109.20000	-2.50245
109.30000	-2.56943
109.40000	-2.61354
109.50000	-2.63445
109.60000	-2.63202
109.70000	-2.60636
109.80000	-2.55776
109.90000	-2.48671
110.00000	-2.39390
110.10000	-2.28023
110.20000	-2.14675
110.30000	-1.99472
110.40000	-1.82553
110.50000	-1.64075
110.60000	-1.44207
110.70000	-1.23129
110.80000	-1.01035
110.90000	-0.78124
111.00000	-0.54606
111.10000	-0.30693
111.20000	-0.06603
111.30000	0.17448
111.40000	0.41242
111.50000	0.64565
111.60000	0.87205
111.70000	1.08962
111.80000	1.29639
111.90000	1.49053
112.00000	1.67031
112.10000	1.83414
112.20000	1.98058
112.30000	2.10835
112.40000	2.21635
112.50000	2.30366
112.60000	2.36953
112.70000	2.41342
112.80000	2.43500
112.90000	2.43412
113.00000	2.41083
113.10000	2.36540
113.20000	2.29827
113.30000	2.21009
113.40000	2.10170
113.50000	1.97411
113.60000	1.82848
113.70000	1.66617
113.80000	1.48865
113.90000	1.29754
114.00000	1.09460
114.10000	0.88165
114.20000	0.66063
114.30000	0.43354
114.40000	0.20245
114.50000	-0.03056
114.60000	-0.26339
114.70000	-0.49394
114.80000	-0.72012
114.90000	-0.93991
115.00000	-1.15134
115.10000	-1.35251
115.20000	-1.54163
115.30000	-1.71703
115.40000	-1.87716
115.50000	-2.02060
115.60000	-2.14611
115.70000	-2.25261
115.80000	-2.33917
115.90000	-2.40508
116.00000	-2.44979
116.10000	-2.47294
116.20000	-2.47439
116.30000	-2.45417
116.40000	-2.41250
116.50000	-2.34982
116.60000	-2.26671
116.70000	-2.16399
116.80000	-2.04259
116.90000	-1.90365
117.00000	-1.74844
117.10000	-1.57839
117.20000	-1.39505
117.30000	-1.20009
117.40000	-0.99528
117.50000	-0.78248
117.60000	-0.56363
117.70000	-0.34070
117.80000	-0.11570
117.90000	0.10931
118.00000	0.33233
118.10000	0.55134
118.20000	0.76436
118.30000	0.96950
118.40000	1.16492
118.50000	1.34888
118.60000	1.51974
118.70000	1.67599
118.80000	1.81627
118.90000	1.93936
119.00000	2.04418
119.10000	2.12985
119.20000	2.19564
119.30000	2.24101
119.40000	2.26562
119.50000	2.26929
119.60000	2.25204
119.70000	2.21409
119.80000	2.15582
119.90000	2.07780
120.00000	1.98079
120.10000	1.86571
120.20000	1.73361
120.30000	1.58574
120.40000	1.42345
120.50000	1.24824
120.60000	1.06171
120.70000	0.86557
120.80000	0.66161
120.90000	0.45168
121.00000	0.23770
121.10000	0.02161
121.20000	-0.19463
121.30000	-0.40907
121.40000	-0.61976
121.50000	-0.82481
121.60000	-1.02238
121.70000	-1.21068
121.80000	-1.38803
121.90000	-1.55287
122.00000	-1.70372
122.10000	-1.83925
122.20000	-1.95828
122.30000	-2.05977
122.40000	-2.14284
122.50000	-2.20679
122.60000	-2.25109
122.70000	-2.27537
122.80000	-2.27947
122.90000	-2.26339
123.00000	-2.22731
123.10000	-2.17161
123.20000	-2.09680
123.30000	-2.00361
123.40000	-1.89289
123.50000	-1.76567
123.60000	-1.62312
123.70000	-1.46655
123.80000	-1.29736
123.90000	-1.11712
124.00000	-0.92744
124.10000	-0.73004
124.20000	-0.52672
124.30000	-0.31931
124.40000	-0.10966
124.50000	0.10031
124.60000	0.30874
124.70000	0.51376
124.80000	0.71351
124.90000	0.90624
125.00000	1.09021
125.10000	1.26380
125.20000	1.42547
125.30000	1.57380
125.40000	1.70751
125.50000	1.82542
125.60000	1.92652
125.70000	2.00995
125.80000	2.07501
125.90000	2.12118
126.00000	2.14808
126.10000	2.15553
126.20000	2.14352
126.30000	2.11221
126.40000	2.06191
126.50000	1.99315
126.60000	1.90657
126.70000	1.80300
126.80000	1.68340
126.90000	1.54889
127.00000	1.40072
127.10000	1.24024
127.20000	1.06892
127.30000	0.88834
127.40000	0.70014
127.50000	0.50604
127.60000	0.30781
127.70000	0.10724
127.80000	-0.09385
127.90000	-0.29363
128.00000	-0.49030
128.10000	-0.68208
128.20000	-0.86724
128.30000	-1.04412
128.40000	-1.21113
128.50000	-1.36679
128.60000	-1.50970
128.70000	-1.63860
128.80000	-1.75235
128.90000	-1.84996
129.00000	-1.93056
129.10000	-1.99348
129.20000	-2.03818
129.30000	-2.06429
129.40000	-2.07160
129.50000	-2.06009
129.60000	-2.02988
129.70000	-1.98129
129.80000	-1.91478
129.90000	-1.83097
130.00000	-1.73064
130.10000	-1.61472
130.20000	-1.48426
130.30000	-1.34047
130.40000	-1.18465
130.50000	-1.01822
130.60000	-0.84269
130.70000	-0.65964
130.80000	-0.47075
130.90000	-0.27770
131.00000	-0.08226
131.10000	0.11383
131.20000	0.30879
131.30000	0.50087
131.40000	0.68834
131.50000	0.86953
131.60000	1.04282
131.70000	1.20667
131.80000	1.35961
131.90000	1.50031
132.00000	1.62751
132.10000	1.74012
132.20000	1.83716
132.30000	1.91779
132.40000	1.98133
132.50000	2.02726
132.60000	2.05521
