Time (s)            Body0_x (m)     Body0_y (m)     Body0_z (m)     
1.11                0.0000          0.0000          -1.9017         
1.12                0.0000          0.0000          -1.9280         
1.13                0.0000          0.0000          -1.9544         
1.14                0.0000          0.0000          -1.9807         
1.15                0.0000          0.0000          -2.0070         
1.16                0.0000          0.0000          -2.0332         
1.17                0.0000          0.0000          -2.0594         
1.18                0.0000          0.0000          -2.0855         
1.19                0.0000          0.0000          -2.1116         
1.20                0.0000          0.0000          -2.1377         
1.21                0.0000          0.0000          -2.1637         
1.22                0.0000          0.0000          -2.1896         
1.23                0.0000          0.0000          -2.2154         
1.24                0.0000          0.0000          -2.2412         
1.25                0.0000          0.0000          -2.2668         
1.26                0.0000          0.0000          -2.2924         
1.27                0.0000          0.0000          -2.3179         
1.28                0.0000          0.0000          -2.3433         
1.29                0.0000          0.0000          -2.3686         
1.30                0.0000          0.0000          -2.3938         
1.31                0.0000          0.0000          -2.4189         
1.32                0.0000          0.0000          -2.4439         
1.33                0.0000          0.0000          -2.4688         
1.34                0.0000          0.0000          -2.4935         
1.35                0.0000          0.0000          -2.5181         
1.36                0.0000          0.0000          -2.5425         
1.37                0.0000          0.0000          -2.5669         
1.38                0.0000          0.0000          -2.5910         
1.39                0.0000          0.0000          -2.6151         
1.40                0.0000          0.0000          -2.6389         
1.41                0.0000          0.0000          -2.6627         
1.42                0.0000          0.0000          -2.6862         
1.43                0.0000          0.0000          -2.7096         
1.44                0.0000          0.0000          -2.7329         
1.45                0.0000          0.0000          -2.7559         
1.46                0.0000          0.0000          -2.7788         
1.47                0.0000          0.0000          -2.8015         
1.48                0.0000          0.0000          -2.8240         
1.49                0.0000          0.0000          -2.8463         
1.50                0.0000          0.0000          -2.8684         
1.51                0.0000          0.0000          -2.8904         
1.52                0.0000          0.0000          -2.9121         
1.53                0.0000          0.0000          -2.9336         
1.54                0.0000          0.0000          -2.9549         
1.55                0.0000          0.0000          -2.9760         
1.56                0.0000          0.0000          -2.9969         
1.57                0.0000          0.0000          -3.0176         
1.58                0.0000          0.0000          -3.0380         
1.59                0.0000          0.0000          -3.0582         
1.60                0.0000          0.0000          -3.0782         
1.61                0.0000          0.0000          -3.0980         
1.62                0.0000          0.0000          -3.1175         
1.63                0.0000          0.0000          -3.1368         
1.64                0.0000          0.0000          -3.1558         
1.65                0.0000          0.0000          -3.1746         
1.66                0.0000          0.0000          -3.1931         
1.67                0.0000          0.0000          -3.2114         
1.68                0.0000          0.0000          -3.2294         
1.69                0.0000          0.0000          -3.2471         
1.70                0.0000          0.0000          -3.2646         
1.71                0.0000          0.0000          -3.2819         
1.72                0.0000          0.0000          -3.2988         
1.73                0.0000          0.0000          -3.3155         
1.74                0.0000          0.0000          -3.3320         
1.75                0.0000          0.0000          -3.3481         
1.76                0.0000          0.0000          -3.3640         
1.77                0.0000          0.0000          -3.3796         
1.78                0.0000          0.0000          -3.3949         
1.79                0.0000          0.0000          -3.4099         
1.80                0.0000          0.0000          -3.4246         
1.81                0.0000          0.0000          -3.4391         
1.82                0.0000          0.0000          -3.4532         
1.83                0.0000          0.0000          -3.4671         
1.84                0.0000          0.0000          -3.4806         
1.85                0.0000          0.0000          -3.4939         
1.86                0.0000          0.0000          -3.5069         
1.87                0.0000          0.0000          -3.5195         
1.88                0.0000          0.0000          -3.5319         
1.89                0.0000          0.0000          -3.5439         
1.90                0.0000          0.0000          -3.5557         
1.91                0.0000          0.0000          -3.5671         
1.92                0.0000          0.0000          -3.5782         
1.93                0.0000          0.0000          -3.5890         
1.94                0.0000          0.0000          -3.5995         
1.95                0.0000          0.0000          -3.6097         
1.96                0.0000          0.0000          -3.6196         
1.97                0.0000          0.0000          -3.6291         
1.98                0.0000          0.0000          -3.6383         
1.99                0.0000          0.0000          -3.6473         
2.00                0.0000          0.0000          -3.6559         
2.01                0.0000          0.0000          -3.6641         
2.02                0.0000          0.0000          -3.6721         
2.03                0.0000          0.0000          -3.6797         
2.04                0.0000          0.0000          -3.6870         
2.05                0.0000          0.0000          -3.6940         
2.06                0.0000          0.0000          -3.7006         
2.07                0.0000          0.0000          -3.7069         
2.08                0.0000          0.0000          -3.7129         
2.09                0.0000          0.0000          -3.7186         
2.10                0.0000          0.0000          -3.7240         
2.11                0.0000          0.0000          -3.7290         
2.12                0.0000          0.0000          -3.7337         
2.13                0.0000          0.0000          -3.7380         
2.14                0.0000          0.0000          -3.7420         
2.15                0.0000          0.0000          -3.7457         
2.16                0.0000          0.0000          -3.7491         
2.17                0.0000          0.0000          -3.7522         
2.18                0.0000          0.0000          -3.7549         
2.19                0.0000          0.0000          -3.7573         
2.20                0.0000          0.0000          -3.7593         
2.21                0.0000          0.0000          -3.7611         
2.22                0.0000          0.0000          -3.7625         
2.23                0.0000          0.0000          -3.7635         
2.24                0.0000          0.0000          -3.7643         
2.25                0.0000          0.0000          -3.7647         
2.26                0.0000          0.0000          -3.7648         
2.27                0.0000          0.0000          -3.7646         
2.28                0.0000          0.0000          -3.7641         
2.29                0.0000          0.0000          -3.7632         
2.30                0.0000          0.0000          -3.7620         
2.31                0.0000          0.0000          -3.7605         
2.32                0.0000          0.0000          -3.7586         
2.33                0.0000          0.0000          -3.7565         
2.34                0.0000          0.0000          -3.7540         
2.35                0.0000          0.0000          -3.7512         
2.36                0.0000          0.0000          -3.7481         
2.37                0.0000          0.0000          -3.7447         
2.38                0.0000          0.0000          -3.7410         
2.39                0.0000          0.0000          -3.7369         
2.40                0.0000          0.0000          -3.7326         
2.41                0.0000          0.0000          -3.7279         
2.42                0.0000          0.0000          -3.7229         
2.43                0.0000          0.0000          -3.7176         
2.44                0.0000          0.0000          -3.7121         
2.45                0.0000          0.0000          -3.7062         
2.46                0.0000          0.0000          -3.7000         
2.47                0.0000          0.0000          -3.6935         
2.48                0.0000          0.0000          -3.6867         
2.49                0.0000          0.0000          -3.6796         
2.50                0.0000          0.0000          -3.6722         
2.51                0.0000          0.0000          -3.6646         
2.52                0.0000          0.0000          -3.6566         
2.53                0.0000          0.0000          -3.6484         
2.54                0.0000          0.0000          -3.6398         
2.55                0.0000          0.0000          -3.6310         
2.56                0.0000          0.0000          -3.6219         
2.57                0.0000          0.0000          -3.6125         
2.58                0.0000          0.0000          -3.6029         
2.59                0.0000          0.0000          -3.5929         
2.60                0.0000          0.0000          -3.5827         
2.61                0.0000          0.0000          -3.5723         
2.62                0.0000          0.0000          -3.5615         
2.63                0.0000          0.0000          -3.5505         
2.64                0.0000          0.0000          -3.5393         
2.65                0.0000          0.0000          -3.5278         
2.66                0.0000          0.0000          -3.5160         
2.67                0.0000          0.0000          -3.5039         
2.68                0.0000          0.0000          -3.4917         
2.69                0.0000          0.0000          -3.4791         
2.70                0.0000          0.0000          -3.4664         
2.71                0.0000          0.0000          -3.4533         
2.72                0.0000          0.0000          -3.4401         
2.73                0.0000          0.0000          -3.4266         
2.74                0.0000          0.0000          -3.4128         
2.75                0.0000          0.0000          -3.3989         
2.76                0.0000          0.0000          -3.3847         
2.77                0.0000          0.0000          -3.3703         
2.78                0.0000          0.0000          -3.3557         
2.79                0.0000          0.0000          -3.3408         
2.80                0.0000          0.0000          -3.3257         
2.81                0.0000          0.0000          -3.3105         
2.82                0.0000          0.0000          -3.2950         
2.83                0.0000          0.0000          -3.2793         
2.84                0.0000          0.0000          -3.2634         
2.85                0.0000          0.0000          -3.2473         
2.86                0.0000          0.0000          -3.2310         
2.87                0.0000          0.0000          -3.2145         
2.88                0.0000          0.0000          -3.1978         
2.89                0.0000          0.0000          -3.1810         
2.90                0.0000          0.0000          -3.1640         
2.91                0.0000          0.0000          -3.1467         
2.92                0.0000          0.0000          -3.1294         
2.93                0.0000          0.0000          -3.1118         
2.94                0.0000          0.0000          -3.0941         
2.95                0.0000          0.0000          -3.0762         
2.96                0.0000          0.0000          -3.0581         
2.97                0.0000          0.0000          -3.0399         
2.98                0.0000          0.0000          -3.0216         
2.99                0.0000          0.0000          -3.0031         
3.00                0.0000          0.0000          -2.9844         
3.01                0.0000          0.0000          -2.9656         
3.02                0.0000          0.0000          -2.9467         
3.03                0.0000          0.0000          -2.9276         
3.04                0.0000          0.0000          -2.9084         
3.05                0.0000          0.0000          -2.8891         
3.06                0.0000          0.0000          -2.8697         
3.07                0.0000          0.0000          -2.8501         
3.08                0.0000          0.0000          -2.8304         
3.09                0.0000          0.0000          -2.8106         
3.10                0.0000          0.0000          -2.7907         
3.11                0.0000          0.0000          -2.7708         
3.12                0.0000          0.0000          -2.7507         
3.13                0.0000          0.0000          -2.7305         
3.14                0.0000          0.0000          -2.7102         
3.15                0.0000          0.0000          -2.6898         
3.16                0.0000          0.0000          -2.6694         
3.17                0.0000          0.0000          -2.6488         
3.18                0.0000          0.0000          -2.6282         
3.19                0.0000          0.0000          -2.6075         
3.20                0.0000          0.0000          -2.5868         
3.21                0.0000          0.0000          -2.5660         
3.22                0.0000          0.0000          -2.5451         
3.23                0.0000          0.0000          -2.5242         
3.24                0.0000          0.0000          -2.5032         
3.25                0.0000          0.0000          -2.4821         
3.26                0.0000          0.0000          -2.4611         
3.27                0.0000          0.0000          -2.4399         
3.28                0.0000          0.0000          -2.4188         
3.29                0.0000          0.0000          -2.3976         
3.30                0.0000          0.0000          -2.3764         
3.31                0.0000          0.0000          -2.3552         
3.32                0.0000          0.0000          -2.3339         
3.33                0.0000          0.0000          -2.3126         
3.34                0.0000          0.0000          -2.2913         
3.35                0.0000          0.0000          -2.2701         
3.36                0.0000          0.0000          -2.2488         
3.37                0.0000          0.0000          -2.2275         
3.38                0.0000          0.0000          -2.2062         
3.39                0.0000          0.0000          -2.1849         
3.40                0.0000          0.0000          -2.1636         
3.41                0.0000          0.0000          -2.1423         
3.42                0.0000          0.0000          -2.1211         
3.43                0.0000          0.0000          -2.0998         
3.44                0.0000          0.0000          -2.0787         
3.45                0.0000          0.0000          -2.0575         
3.46                0.0000          0.0000          -2.0364         
3.47                0.0000          0.0000          -2.0153         
3.48                0.0000          0.0000          -1.9942         
3.49                0.0000          0.0000          -1.9732         
3.50                0.0000          0.0000          -1.9522         
3.51                0.0000          0.0000          -1.9313         
3.52                0.0000          0.0000          -1.9105         
3.53                0.0000          0.0000          -1.8897         
3.54                0.0000          0.0000          -1.8690         
3.55                0.0000          0.0000          -1.8483         
3.56                0.0000          0.0000          -1.8277         
3.57                0.0000          0.0000          -1.8072         
3.58                0.0000          0.0000          -1.7868         
3.59                0.0000          0.0000          -1.7664         
3.60                0.0000          0.0000          -1.7461         
3.61                0.0000          0.0000          -1.7260         
3.62                0.0000          0.0000          -1.7059         
3.63                0.0000          0.0000          -1.6859         
3.64                0.0000          0.0000          -1.6660         
3.65                0.0000          0.0000          -1.6462         
3.66                0.0000          0.0000          -1.6265         
3.67                0.0000          0.0000          -1.6069         
3.68                0.0000          0.0000          -1.5875         
3.69                0.0000          0.0000          -1.5681         
3.70                0.0000          0.0000          -1.5489         
3.71                0.0000          0.0000          -1.5298         
3.72                0.0000          0.0000          -1.5108         
3.73                0.0000          0.0000          -1.4920         
3.74                0.0000          0.0000          -1.4733         
3.75                0.0000          0.0000          -1.4547         
3.76                0.0000          0.0000          -1.4362         
3.77                0.0000          0.0000          -1.4179         
3.78                0.0000          0.0000          -1.3998         
3.79                0.0000          0.0000          -1.3818         
3.80                0.0000          0.0000          -1.3639         
3.81                0.0000          0.0000          -1.3462         
3.82                0.0000          0.0000          -1.3287         
3.83                0.0000          0.0000          -1.3113         
3.84                0.0000          0.0000          -1.2941         
3.85                0.0000          0.0000          -1.2770         
3.86                0.0000          0.0000          -1.2601         
3.87                0.0000          0.0000          -1.2434         
3.88                0.0000          0.0000          -1.2268         
3.89                0.0000          0.0000          -1.2105         
3.90                0.0000          0.0000          -1.1943         
3.91                0.0000          0.0000          -1.1783         
3.92                0.0000          0.0000          -1.1624         
3.93                0.0000          0.0000          -1.1468         
3.94                0.0000          0.0000          -1.1313         
3.95                0.0000          0.0000          -1.1161         
3.96                0.0000          0.0000          -1.1010         
3.97                0.0000          0.0000          -1.0861         
3.98                0.0000          0.0000          -1.0715         
3.99                0.0000          0.0000          -1.0570         
4.00                0.0000          0.0000          -1.0427         
4.01                0.0000          0.0000          -1.0286         
4.02                0.0000          0.0000          -1.0148         
4.03                0.0000          0.0000          -1.0011         
4.04                0.0000          0.0000          -0.9877         
4.05                0.0000          0.0000          -0.9745         
4.06                0.0000          0.0000          -0.9614         
4.07                0.0000          0.0000          -0.9486         
4.08                0.0000          0.0000          -0.9361         
4.09                0.0000          0.0000          -0.9237         
4.10                0.0000          0.0000          -0.9116         
4.11                0.0000          0.0000          -0.8996         
4.12                0.0000          0.0000          -0.8880         
4.13                0.0000          0.0000          -0.8765         
4.14                0.0000          0.0000          -0.8653         
4.15                0.0000          0.0000          -0.8543         
4.16                0.0000          0.0000          -0.8435         
4.17                0.0000          0.0000          -0.8330         
4.18                0.0000          0.0000          -0.8227         
4.19                0.0000          0.0000          -0.8126         
4.20                0.0000          0.0000          -0.8028         
4.21                0.0000          0.0000          -0.7932         
4.22                0.0000          0.0000          -0.7838         
4.23                0.0000          0.0000          -0.7747         
4.24                0.0000          0.0000          -0.7659         
4.25                0.0000          0.0000          -0.7572         
4.26                0.0000          0.0000          -0.7489         
4.27                0.0000          0.0000          -0.7407         
4.28                0.0000          0.0000          -0.7328         
4.29                0.0000          0.0000          -0.7252         
4.30                0.0000          0.0000          -0.7178         
4.31                0.0000          0.0000          -0.7107         
4.32                0.0000          0.0000          -0.7038         
4.33                0.0000          0.0000          -0.6971         
4.34                0.0000          0.0000          -0.6908         
4.35                0.0000          0.0000          -0.6846         
4.36                0.0000          0.0000          -0.6787         
4.37                0.0000          0.0000          -0.6731         
4.38                0.0000          0.0000          -0.6677         
4.39                0.0000          0.0000          -0.6626         
4.40                0.0000          0.0000          -0.6577         
4.41                0.0000          0.0000          -0.6531         
4.42                0.0000          0.0000          -0.6488         
4.43                0.0000          0.0000          -0.6447         
4.44                0.0000          0.0000          -0.6408         
4.45                0.0000          0.0000          -0.6372         
4.46                0.0000          0.0000          -0.6339         
4.47                0.0000          0.0000          -0.6308         
4.48                0.0000          0.0000          -0.6280         
4.49                0.0000          0.0000          -0.6254         
4.50                0.0000          0.0000          -0.6231         
4.51                0.0000          0.0000          -0.6210         
4.52                0.0000          0.0000          -0.6192         
4.53                0.0000          0.0000          -0.6177         
4.54                0.0000          0.0000          -0.6164         
4.55                0.0000          0.0000          -0.6153         
4.56                0.0000          0.0000          -0.6145         
4.57                0.0000          0.0000          -0.6140         
4.58                0.0000          0.0000          -0.6137         
4.59                0.0000          0.0000          -0.6137         
4.60                0.0000          0.0000          -0.6139         
4.61                0.0000          0.0000          -0.6144         
4.62                0.0000          0.0000          -0.6151         
4.63                0.0000          0.0000          -0.6161         
4.64                0.0000          0.0000          -0.6173         
4.65                0.0000          0.0000          -0.6188         
4.66                0.0000          0.0000          -0.6205         
4.67                0.0000          0.0000          -0.6225         
4.68                0.0000          0.0000          -0.6247         
4.69                0.0000          0.0000          -0.6272         
4.70                0.0000          0.0000          -0.6299         
4.71                0.0000          0.0000          -0.6329         
4.72                0.0000          0.0000          -0.6361         
4.73                0.0000          0.0000          -0.6395         
4.74                0.0000          0.0000          -0.6432         
4.75                0.0000          0.0000          -0.6471         
4.76                0.0000          0.0000          -0.6512         
4.77                0.0000          0.0000          -0.6556         
4.78                0.0000          0.0000          -0.6603         
4.79                0.0000          0.0000          -0.6651         
4.80                0.0000          0.0000          -0.6702         
4.81                0.0000          0.0000          -0.6755         
4.82                0.0000          0.0000          -0.6811         
4.83                0.0000          0.0000          -0.6869         
4.84                0.0000          0.0000          -0.6929         
4.85                0.0000          0.0000          -0.6991         
4.86                0.0000          0.0000          -0.7056         
4.87                0.0000          0.0000          -0.7122         
4.88                0.0000          0.0000          -0.7191         
4.89                0.0000          0.0000          -0.7262         
4.90                0.0000          0.0000          -0.7336         
4.91                0.0000          0.0000          -0.7411         
4.92                0.0000          0.0000          -0.7489         
4.93                0.0000          0.0000          -0.7568         
4.94                0.0000          0.0000          -0.7650         
4.95                0.0000          0.0000          -0.7734         
4.96                0.0000          0.0000          -0.7820         
4.97                0.0000          0.0000          -0.7908         
4.98                0.0000          0.0000          -0.7998         
4.99                0.0000          0.0000          -0.8090         
5.00                0.0000          0.0000          -0.8184         
5.01                0.0000          0.0000          -0.8280         
5.02                0.0000          0.0000          -0.8377         
5.03                0.0000          0.0000          -0.8477         
5.04                0.0000          0.0000          -0.8579         
5.05                0.0000          0.0000          -0.8682         
5.06                0.0000          0.0000          -0.8787         
5.07                0.0000          0.0000          -0.8894         
5.08                0.0000          0.0000          -0.9003         
5.09                0.0000          0.0000          -0.9114         
5.10                0.0000          0.0000          -0.9226         
5.11                0.0000          0.0000          -0.9340         
5.12                0.0000          0.0000          -0.9456         
5.13                0.0000          0.0000          -0.9573         
5.14                0.0000          0.0000          -0.9693         
5.15                0.0000          0.0000          -0.9813         
5.16                0.0000          0.0000          -0.9936         
5.17                0.0000          0.0000          -1.0059         
5.18                0.0000          0.0000          -1.0185         
5.19                0.0000          0.0000          -1.0312         
5.20                0.0000          0.0000          -1.0440         
5.21                0.0000          0.0000          -1.0570         
5.22                0.0000          0.0000          -1.0701         
5.23                0.0000          0.0000          -1.0834         
5.24                0.0000          0.0000          -1.0968         
5.25                0.0000          0.0000          -1.1104         
5.26                0.0000          0.0000          -1.1241         
5.27                0.0000          0.0000          -1.1379         
5.28                0.0000          0.0000          -1.1518         
5.29                0.0000          0.0000          -1.1659         
5.30                0.0000          0.0000          -1.1800         
5.31                0.0000          0.0000          -1.1943         
5.32                0.0000          0.0000          -1.2088         
5.33                0.0000          0.0000          -1.2233         
5.34                0.0000          0.0000          -1.2379         
5.35                0.0000          0.0000          -1.2527         
5.36                0.0000          0.0000          -1.2675         
5.37                0.0000          0.0000          -1.2825         
5.38                0.0000          0.0000          -1.2975         
5.39                0.0000          0.0000          -1.3127         
5.40                0.0000          0.0000          -1.3279         
5.41                0.0000          0.0000          -1.3432         
5.42                0.0000          0.0000          -1.3586         
5.43                0.0000          0.0000          -1.3741         
5.44                0.0000          0.0000          -1.3897         
5.45                0.0000          0.0000          -1.4054         
5.46                0.0000          0.0000          -1.4211         
5.47                0.0000          0.0000          -1.4369         
5.48                0.0000          0.0000          -1.4528         
5.49                0.0000          0.0000          -1.4687         
5.50                0.0000          0.0000          -1.4847         
5.51                0.0000          0.0000          -1.5008         
5.52                0.0000          0.0000          -1.5169         
5.53                0.0000          0.0000          -1.5330         
5.54                0.0000          0.0000          -1.5493         
5.55                0.0000          0.0000          -1.5655         
5.56                0.0000          0.0000          -1.5818         
5.57                0.0000          0.0000          -1.5982         
5.58                0.0000          0.0000          -1.6146         
5.59                0.0000          0.0000          -1.6310         
5.60                0.0000          0.0000          -1.6474         
5.61                0.0000          0.0000          -1.6639         
5.62                0.0000          0.0000          -1.6804         
5.63                0.0000          0.0000          -1.6969         
5.64                0.0000          0.0000          -1.7135         
5.65                0.0000          0.0000          -1.7301         
5.66                0.0000          0.0000          -1.7466         
5.67                0.0000          0.0000          -1.7632         
5.68                0.0000          0.0000          -1.7798         
5.69                0.0000          0.0000          -1.7964         
5.70                0.0000          0.0000          -1.8130         
5.71                0.0000          0.0000          -1.8296         
5.72                0.0000          0.0000          -1.8462         
5.73                0.0000          0.0000          -1.8628         
5.74                0.0000          0.0000          -1.8794         
5.75                0.0000          0.0000          -1.8959         
5.76                0.0000          0.0000          -1.9125         
5.77                0.0000          0.0000          -1.9290         
5.78                0.0000          0.0000          -1.9455         
5.79                0.0000          0.0000          -1.9620         
5.80                0.0000          0.0000          -1.9784         
5.81                0.0000          0.0000          -1.9949         
5.82                0.0000          0.0000          -2.0112         
5.83                0.0000          0.0000          -2.0276         
5.84                0.0000          0.0000          -2.0439         
5.85                0.0000          0.0000          -2.0601         
5.86                0.0000          0.0000          -2.0764         
5.87                0.0000          0.0000          -2.0925         
5.88                0.0000          0.0000          -2.1086         
5.89                0.0000          0.0000          -2.1247         
5.90                0.0000          0.0000          -2.1407         
5.91                0.0000          0.0000          -2.1566         
5.92                0.0000          0.0000          -2.1725         
5.93                0.0000          0.0000          -2.1883         
5.94                0.0000          0.0000          -2.2041         
5.95                0.0000          0.0000          -2.2198         
5.96                0.0000          0.0000          -2.2354         
5.97                0.0000          0.0000          -2.2509         
5.98                0.0000          0.0000          -2.2663         
5.99                0.0000          0.0000          -2.2817         
6.00                0.0000          0.0000          -2.2970         
6.01                0.0000          0.0000          -2.3122         
6.02                0.0000          0.0000          -2.3273         
6.03                0.0000          0.0000          -2.3423         
6.04                0.0000          0.0000          -2.3572         
6.05                0.0000          0.0000          -2.3720         
6.06                0.0000          0.0000          -2.3867         
6.07                0.0000          0.0000          -2.4013         
6.08                0.0000          0.0000          -2.4159         
6.09                0.0000          0.0000          -2.4303         
6.10                0.0000          0.0000          -2.4446         
6.11                0.0000          0.0000          -2.4587         
6.12                0.0000          0.0000          -2.4728         
6.13                0.0000          0.0000          -2.4868         
6.14                0.0000          0.0000          -2.5006         
6.15                0.0000          0.0000          -2.5143         
6.16                0.0000          0.0000          -2.5279         
6.17                0.0000          0.0000          -2.5414         
6.18                0.0000          0.0000          -2.5547         
6.19                0.0000          0.0000          -2.5679         
6.20                0.0000          0.0000          -2.5810         
6.21                0.0000          0.0000          -2.5939         
6.22                0.0000          0.0000          -2.6067         
6.23                0.0000          0.0000          -2.6194         
6.24                0.0000          0.0000          -2.6319         
6.25                0.0000          0.0000          -2.6443         
6.26                0.0000          0.0000          -2.6566         
6.27                0.0000          0.0000          -2.6686         
6.28                0.0000          0.0000          -2.6806         
6.29                0.0000          0.0000          -2.6924         
6.30                0.0000          0.0000          -2.7040         
6.31                0.0000          0.0000          -2.7155         
6.32                0.0000          0.0000          -2.7269         
6.33                0.0000          0.0000          -2.7381         
6.34                0.0000          0.0000          -2.7491         
6.35                0.0000          0.0000          -2.7599         
6.36                0.0000          0.0000          -2.7706         
6.37                0.0000          0.0000          -2.7812         
6.38                0.0000          0.0000          -2.7915         
6.39                0.0000          0.0000          -2.8018         
6.40                0.0000          0.0000          -2.8118         
6.41                0.0000          0.0000          -2.8217         
6.42                0.0000          0.0000          -2.8314         
6.43                0.0000          0.0000          -2.8409         
6.44                0.0000          0.0000          -2.8502         
6.45                0.0000          0.0000          -2.8594         
6.46                0.0000          0.0000          -2.8684         
6.47                0.0000          0.0000          -2.8772         
6.48                0.0000          0.0000          -2.8859         
6.49                0.0000          0.0000          -2.8944         
6.50                0.0000          0.0000          -2.9026         
6.51                0.0000          0.0000          -2.9107         
6.52                0.0000          0.0000          -2.9187         
