Time (s)	Body 1 Heave (m)	Body 2 Heave (m)
7.8	-0.683465119	-21.76458968
7.81	-0.683495246	-21.76443278
7.82	-0.68352634	-21.76427521
7.83	-0.683558399	-21.76411697
7.84	-0.683591421	-21.76395807
7.85	-0.683625403	-21.7637985
7.86	-0.683660342	-21.76363828
7.87	-0.683696237	-21.7634774
7.88	-0.683733085	-21.76331587
7.89	-0.683770882	-21.76315368
7.9	-0.683809627	-21.76299085
7.91	-0.683849317	-21.76282738
7.92	-0.683889949	-21.76266326
7.93	-0.68393152	-21.76249851
7.94	-0.683974027	-21.76233311
7.95	-0.684017468	-21.76216709
7.96	-0.684061839	-21.76200043
7.97	-0.684107137	-21.76183314
7.98	-0.68415336	-21.76166522
7.99	-0.684200504	-21.76149669
8	-0.684248566	-21.76132753
8.01	-0.684297541	-21.76115775
8.02	-0.684347428	-21.76098735
8.03	-0.684398223	-21.76081634
8.04	-0.684449922	-21.76064472
8.05	-0.684502521	-21.76047248
8.06	-0.684556016	-21.76029964
8.07	-0.684610405	-21.7601262
8.08	-0.684665682	-21.75995215
8.09	-0.684721845	-21.7597775
8.1	-0.684778889	-21.75960224
8.11	-0.684836809	-21.7594264
8.12	-0.684895603	-21.75924995
8.13	-0.684955265	-21.75907292
8.14	-0.685015792	-21.75889529
8.15	-0.685077178	-21.75871707
8.16	-0.68513942	-21.75853826
8.17	-0.685202512	-21.75835887
8.18	-0.685266451	-21.7581789
8.19	-0.685331231	-21.75799834
8.2	-0.685396847	-21.7578172
8.21	-0.685463295	-21.75763548
8.22	-0.68553057	-21.75745319
8.23	-0.685598666	-21.75727032
8.24	-0.685667579	-21.75708688
8.25	-0.685737303	-21.75690286
8.26	-0.685807832	-21.75671828
8.27	-0.685879162	-21.75653312
8.28	-0.685951287	-21.7563474
8.29	-0.686024201	-21.75616111
8.3	-0.686097898	-21.75597426
8.31	-0.686172374	-21.75578684
8.32	-0.686247621	-21.75559886
8.33	-0.686323634	-21.75541032
8.34	-0.686400408	-21.75522123
8.35	-0.686477935	-21.75503157
8.36	-0.686556211	-21.75484136
8.37	-0.686635227	-21.75465059
8.38	-0.686714979	-21.75445926
8.39	-0.68679546	-21.75426739
8.4	-0.686876662	-21.75407496
8.41	-0.686958581	-21.75388198
8.42	-0.687041208	-21.75368845
8.43	-0.687124538	-21.75349437
8.44	-0.687208563	-21.75329975
8.45	-0.687293276	-21.75310458
8.46	-0.687378671	-21.75290886
8.47	-0.687464741	-21.75271259
8.48	-0.687551477	-21.75251579
8.49	-0.687638874	-21.75231844
8.5	-0.687726923	-21.75212054
8.51	-0.687815618	-21.75192211
8.52	-0.687904951	-21.75172313
8.53	-0.687994914	-21.75152362
8.54	-0.6880855	-21.75132357
8.55	-0.688176701	-21.75112297
8.56	-0.688268509	-21.75092184
8.57	-0.688360917	-21.75072018
8.58	-0.688453917	-21.75051797
8.59	-0.688547501	-21.75031524
8.6	-0.68864166	-21.75011196
8.61	-0.688736388	-21.74990815
8.62	-0.688831675	-21.74970381
8.63	-0.688927513	-21.74949893
8.64	-0.689023894	-21.74929352
8.65	-0.68912081	-21.74908758
8.66	-0.689218253	-21.74888111
8.67	-0.689316213	-21.7486741
8.68	-0.689414683	-21.74846656
8.69	-0.689513654	-21.74825849
8.7	-0.689613118	-21.7480499
8.71	-0.689713064	-21.74784077
8.72	-0.689813486	-21.74763111
8.73	-0.689914374	-21.74742092
8.74	-0.690015719	-21.7472102
8.75	-0.690117512	-21.74699895
8.76	-0.690219745	-21.74678717
8.77	-0.690322408	-21.74657487
8.78	-0.690425493	-21.74636203
8.79	-0.69052899	-21.74614867
8.8	-0.690632891	-21.74593478
8.81	-0.690737185	-21.74572035
8.82	-0.690841865	-21.74550541
8.83	-0.69094692	-21.74528993
8.84	-0.691052341	-21.74507392
8.85	-0.69115812	-21.74485739
8.86	-0.691264246	-21.74464033
8.87	-0.691370711	-21.74442274
8.88	-0.691477505	-21.74420462
8.89	-0.691584618	-21.74398597
8.9	-0.691692041	-21.74376679
8.91	-0.691799765	-21.74354709
8.92	-0.691907779	-21.74332686
8.93	-0.692016075	-21.74310609
8.94	-0.692124643	-21.7428848
8.95	-0.692233473	-21.74266298
8.96	-0.692342556	-21.74244063
8.97	-0.692451881	-21.74221775
8.98	-0.69256144	-21.74199434
8.99	-0.692671223	-21.7417704
9	-0.692781219	-21.74154593
9.01	-0.692891419	-21.74132093
9.02	-0.693001814	-21.74109539
9.03	-0.693112394	-21.74086933
9.04	-0.693223149	-21.74064273
9.05	-0.693334068	-21.7404156
9.06	-0.693445144	-21.74018794
9.07	-0.693556364	-21.73995974
9.08	-0.693667721	-21.73973102
9.09	-0.693779204	-21.73950175
9.1	-0.693890803	-21.73927196
9.11	-0.694002509	-21.73904163
9.12	-0.694114311	-21.73881076
9.13	-0.694226201	-21.73857936
9.14	-0.694338167	-21.73834742
9.15	-0.694450202	-21.73811494
9.16	-0.694562293	-21.73788193
9.17	-0.694674433	-21.73764837
9.18	-0.694786611	-21.73741428
9.19	-0.694898817	-21.73717965
9.2	-0.695011043	-21.73694449
9.21	-0.695123277	-21.73670878
9.22	-0.69523551	-21.73647252
9.23	-0.695347734	-21.73623573
9.24	-0.695459937	-21.7359984
9.25	-0.695572111	-21.73576052
9.26	-0.695684246	-21.7355221
9.27	-0.695796332	-21.73528313
9.28	-0.695908359	-21.73504362
9.29	-0.696020319	-21.73480356
9.3	-0.696132202	-21.73456296
9.31	-0.696243997	-21.73432181
9.32	-0.696355697	-21.73408011
9.33	-0.696467291	-21.73383786
9.34	-0.696578769	-21.73359506
9.35	-0.696690124	-21.73335172
9.36	-0.696801344	-21.73310782
9.37	-0.696912422	-21.73286337
9.38	-0.697023347	-21.73261836
9.39	-0.697134111	-21.73237281
9.4	-0.697244705	-21.73212669
9.41	-0.697355118	-21.73188003
9.42	-0.697465343	-21.7316328
9.43	-0.69757537	-21.73138502
9.44	-0.69768519	-21.73113668
9.45	-0.697794795	-21.73088779
9.46	-0.697904175	-21.73063833
9.47	-0.698013321	-21.73038831
9.48	-0.698122225	-21.73013773
9.49	-0.698230878	-21.72988659
9.5	-0.698339271	-21.72963488
9.51	-0.698447396	-21.72938262
9.52	-0.698555244	-21.72912978
9.53	-0.698662806	-21.72887638
9.54	-0.698770075	-21.72862241
9.55	-0.698877041	-21.72836788
9.56	-0.698983696	-21.72811277
9.57	-0.699090032	-21.7278571
9.58	-0.699196041	-21.72760085
9.59	-0.699301715	-21.72734403
9.6	-0.699407045	-21.72708664
9.61	-0.699512023	-21.72682868
9.62	-0.699616642	-21.72657014
9.63	-0.699720893	-21.72631102
9.64	-0.699824769	-21.72605133
9.65	-0.699928261	-21.72579106
9.66	-0.700031363	-21.72553021
9.67	-0.700134066	-21.72526878
9.68	-0.700236363	-21.72500677
9.69	-0.700338246	-21.72474418
9.7	-0.700439708	-21.724481
9.71	-0.700540742	-21.72421724
9.72	-0.70064134	-21.7239529
9.73	-0.700741495	-21.72368797
9.74	-0.700841199	-21.72342245
9.75	-0.700940447	-21.72315634
9.76	-0.70103923	-21.72288965
9.77	-0.701137542	-21.72262236
9.78	-0.701235376	-21.72235449
9.79	-0.701332725	-21.72208602
9.8	-0.701429582	-21.72181696
9.81	-0.701525942	-21.7215473
9.82	-0.701621796	-21.72127705
9.83	-0.70171714	-21.7210062
9.84	-0.701811966	-21.72073475
9.85	-0.701906268	-21.72046271
9.86	-0.70200004	-21.72019006
9.87	-0.702093276	-21.71991682
9.88	-0.70218597	-21.71964297
9.89	-0.702278116	-21.71936852
9.9	-0.702369708	-21.71909346
9.91	-0.702460739	-21.71881781
9.92	-0.702551205	-21.71854154
9.93	-0.7026411	-21.71826467
9.94	-0.702730418	-21.71798719
9.95	-0.702819154	-21.7177091
9.96	-0.702907302	-21.7174304
9.97	-0.702994857	-21.71715109
9.98	-0.703081814	-21.71687117
9.99	-0.703168168	-21.71659063
10	-0.703253913	-21.71630949
10.01	-0.703339045	-21.71602772
10.02	-0.703423559	-21.71574534
10.03	-0.70350745	-21.71546234
10.04	-0.703590713	-21.71517872
10.05	-0.703673344	-21.71489449
10.06	-0.703755339	-21.71460963
10.07	-0.703836692	-21.71432415
10.08	-0.7039174	-21.71403806
10.09	-0.703997457	-21.71375133
10.1	-0.704076861	-21.71346398
10.11	-0.704155607	-21.71317601
10.12	-0.704233691	-21.71288741
10.13	-0.704311109	-21.71259819
10.14	-0.704387858	-21.71230833
10.15	-0.704463932	-21.71201785
10.16	-0.70453933	-21.71172674
10.17	-0.704614047	-21.71143499
10.18	-0.704688081	-21.71114262
10.19	-0.704761426	-21.71084961
10.2	-0.704834081	-21.71055596
10.21	-0.704906042	-21.71026169
10.22	-0.704977306	-21.70996677
10.23	-0.70504787	-21.70967122
10.24	-0.705117731	-21.70937504
10.25	-0.705186886	-21.70907821
10.26	-0.705255333	-21.70878074
10.27	-0.705323068	-21.70848264
10.28	-0.70539009	-21.70818389
10.29	-0.705456395	-21.7078845
10.3	-0.705521982	-21.70758447
10.31	-0.705586847	-21.7072838
10.32	-0.70565099	-21.70698248
10.33	-0.705714407	-21.70668051
10.34	-0.705777096	-21.7063779
10.35	-0.705839057	-21.70607464
10.36	-0.705900286	-21.70577074
10.37	-0.705960782	-21.70546618
10.38	-0.706020543	-21.70516098
10.39	-0.706079568	-21.70485513
10.4	-0.706137855	-21.70454862
10.41	-0.706195402	-21.70424147
10.42	-0.706252209	-21.70393366
10.43	-0.706308274	-21.7036252
10.44	-0.706363596	-21.70331608
10.45	-0.706418173	-21.70300631
10.46	-0.706472005	-21.70269588
10.47	-0.70652509	-21.7023848
10.48	-0.706577429	-21.70207306
10.49	-0.70662902	-21.70176067
10.5	-0.706679861	-21.70144761
10.51	-0.706729954	-21.7011339
10.52	-0.706779297	-21.70081953
10.53	-0.70682789	-21.70050449
10.54	-0.706875732	-21.7001888
10.55	-0.706922823	-21.69987244
10.56	-0.706969163	-21.69955543
10.57	-0.707014751	-21.69923775
10.58	-0.707059589	-21.69891941
10.59	-0.707103675	-21.6986004
10.6	-0.70714701	-21.69828073
10.61	-0.707189593	-21.69796039
10.62	-0.707231426	-21.69763939
10.63	-0.707272509	-21.69731772
10.64	-0.707312841	-21.69699539
10.65	-0.707352424	-21.69667239
10.66	-0.707391258	-21.69634872
10.67	-0.707429344	-21.69602439
10.68	-0.707466682	-21.69569938
10.69	-0.707503273	-21.69537371
10.7	-0.707539117	-21.69504736
10.71	-0.707574217	-21.69472035
10.72	-0.707608573	-21.69439267
10.73	-0.707642185	-21.69406432
10.74	-0.707675056	-21.69373529
10.75	-0.707707186	-21.6934056
10.76	-0.707738576	-21.69307523
10.77	-0.707769228	-21.69274419
10.78	-0.707799144	-21.69241248
10.79	-0.707828324	-21.69208009
10.8	-0.707856771	-21.69174703
10.81	-0.707884485	-21.6914133
10.82	-0.707911469	-21.6910789
10.83	-0.707937724	-21.69074382
10.84	-0.707963253	-21.69040806
10.85	-0.707988056	-21.69007163
10.86	-0.708012137	-21.68973453
10.87	-0.708035496	-21.68939675
10.88	-0.708058137	-21.6890583
10.89	-0.70808006	-21.68871917
10.9	-0.708101269	-21.68837937
10.91	-0.708121765	-21.68803889
10.92	-0.708141551	-21.68769773
10.93	-0.708160629	-21.6873559
10.94	-0.708179001	-21.68701339
10.95	-0.708196671	-21.68667021
10.96	-0.70821364	-21.68632635
10.97	-0.708229911	-21.68598181
10.98	-0.708245487	-21.68563659
10.99	-0.70826037	-21.6852907
11	-0.708274564	-21.68494414
11.01	-0.70828807	-21.68459689
11.02	-0.708300892	-21.68424897
11.03	-0.708313033	-21.68390037
11.04	-0.708324496	-21.6835511
11.05	-0.708335283	-21.68320115
11.06	-0.708345398	-21.68285052
11.07	-0.708354843	-21.68249922
11.08	-0.708363622	-21.68214724
11.09	-0.708371739	-21.68179458
11.1	-0.708379195	-21.68144125
11.11	-0.708385996	-21.68108724
11.12	-0.708392143	-21.68073255
11.13	-0.70839764	-21.68037719
11.14	-0.708402491	-21.68002115
11.15	-0.708406699	-21.67966444
11.16	-0.708410267	-21.67930705
11.17	-0.7084132	-21.67894899
11.18	-0.7084155	-21.67859025
11.19	-0.708417171	-21.67823083
11.2	-0.708418218	-21.67787074
11.21	-0.708418642	-21.67750998
11.22	-0.70841845	-21.67714854
11.23	-0.708417643	-21.67678643
11.24	-0.708416225	-21.67642365
11.25	-0.708414202	-21.67606019
11.26	-0.708411576	-21.67569606
11.27	-0.708408351	-21.67533126
11.28	-0.708404532	-21.67496579
11.29	-0.708400122	-21.67459964
11.3	-0.708395125	-21.67423282
11.31	-0.708389545	-21.67386534
11.32	-0.708383386	-21.67349718
11.33	-0.708376653	-21.67312835
11.34	-0.708369349	-21.67275885
11.35	-0.708361479	-21.67238868
11.36	-0.708353046	-21.67201784
11.37	-0.708344055	-21.67164634
11.38	-0.708334511	-21.67127417
11.39	-0.708324416	-21.67090133
11.4	-0.708313776	-21.67052782
11.41	-0.708302595	-21.67015365
11.42	-0.708290877	-21.66977881
11.43	-0.708278626	-21.66940331
11.44	-0.708265847	-21.66902714
11.45	-0.708252543	-21.66865031
11.46	-0.708238721	-21.66827282
11.47	-0.708224383	-21.66789466
11.48	-0.708209534	-21.66751585
11.49	-0.708194179	-21.66713637
11.5	-0.708178322	-21.66675623
11.51	-0.708161967	-21.66637543
11.52	-0.70814512	-21.66599397
11.53	-0.708127784	-21.66561185
11.54	-0.708109964	-21.66522908
11.55	-0.708091664	-21.66484565
11.56	-0.70807289	-21.66446156
11.57	-0.708053644	-21.66407682
11.58	-0.708033933	-21.66369142
11.59	-0.708013761	-21.66330537
11.6	-0.707993132	-21.66291867
11.61	-0.70797205	-21.66253131
11.62	-0.707950521	-21.66214331
11.63	-0.707928549	-21.66175465
11.64	-0.707906138	-21.66136534
11.65	-0.707883294	-21.66097539
11.66	-0.70786002	-21.66058479
11.67	-0.707836322	-21.66019354
11.68	-0.707812203	-21.65980164
11.69	-0.70778767	-21.6594091
11.7	-0.707762725	-21.65901592
11.71	-0.707737375	-21.65862209
11.72	-0.707711623	-21.65822762
11.73	-0.707685474	-21.65783251
11.74	-0.707658933	-21.65743676
11.75	-0.707632004	-21.65704037
11.76	-0.707604693	-21.65664335
11.77	-0.707577003	-21.65624568
11.78	-0.707548939	-21.65584738
11.79	-0.707520507	-21.65544845
11.8	-0.707491711	-21.65504888
11.81	-0.707462554	-21.65464868
11.82	-0.707433043	-21.65424785
11.83	-0.707403181	-21.65384639
11.84	-0.707372974	-21.6534443
11.85	-0.707342425	-21.65304158
11.86	-0.70731154	-21.65263823
11.87	-0.707280323	-21.65223426
11.88	-0.707248779	-21.65182967
11.89	-0.707216912	-21.65142445
11.9	-0.707184727	-21.65101861
11.91	-0.707152228	-21.65061214
11.92	-0.707119421	-21.65020506
11.93	-0.707086309	-21.64979736
11.94	-0.707052898	-21.64938905
11.95	-0.707019192	-21.64898012
11.96	-0.706985195	-21.64857057
11.97	-0.706950911	-21.64816041
11.98	-0.706916347	-21.64774964
11.99	-0.706881505	-21.64733825
12	-0.706846391	-21.64692626
12.01	-0.706811009	-21.64651366
12.02	-0.706775364	-21.64610046
12.03	-0.706739459	-21.64568665
12.04	-0.706703301	-21.64527223
12.05	-0.706666892	-21.64485722
12.06	-0.706630237	-21.6444416
12.07	-0.706593342	-21.64402538
12.08	-0.706556209	-21.64360857
12.09	-0.706518845	-21.64319115
12.1	-0.706481252	-21.64277315
12.11	-0.706443436	-21.64235454
12.12	-0.706405401	-21.64193535
12.13	-0.706367151	-21.64151557
12.14	-0.70632869	-21.64109519
12.15	-0.706290024	-21.64067423
12.16	-0.706251155	-21.64025269
12.17	-0.706212089	-21.63983055
12.18	-0.70617283	-21.63940784
12.19	-0.706133381	-21.63898454
12.2	-0.706093748	-21.63856066
12.21	-0.706053934	-21.63813621
12.22	-0.706013944	-21.63771117
12.23	-0.705973782	-21.63728557
12.24	-0.705933451	-21.63685938
12.25	-0.705892957	-21.63643263
12.26	-0.705852303	-21.63600531
12.27	-0.705811493	-21.63557741
12.28	-0.705770532	-21.63514895
12.29	-0.705729423	-21.63471992
12.3	-0.70568817	-21.63429033
12.31	-0.705646778	-21.63386018
12.32	-0.705605251	-21.63342947
12.33	-0.705563592	-21.63299819
12.34	-0.705521805	-21.63256636
12.35	-0.705479895	-21.63213398
12.36	-0.705437866	-21.63170104
12.37	-0.70539572	-21.63126755
12.38	-0.705353463	-21.6308335
12.39	-0.705311098	-21.63039891
12.4	-0.705268628	-21.62996377
12.41	-0.705226058	-21.62952809
12.42	-0.705183391	-21.62909186
12.43	-0.705140631	-21.62865509
12.44	-0.705097783	-21.62821779
12.45	-0.705054849	-21.62777994
12.46	-0.705011833	-21.62734156
12.47	-0.704968739	-21.62690264
12.48	-0.70492557	-21.62646319
12.49	-0.704882331	-21.62602321
12.5	-0.704839024	-21.6255827
12.51	-0.704795654	-21.62514166
12.52	-0.704752223	-21.62470009
12.53	-0.704708736	-21.62425801
12.54	-0.704665196	-21.6238154
12.55	-0.704621606	-21.62337227
12.56	-0.704577969	-21.62292862
12.57	-0.70453429	-21.62248446
12.58	-0.704490572	-21.62203978
12.59	-0.704446817	-21.62159459
12.6	-0.704403029	-21.62114889
12.61	-0.704359212	-21.62070269
12.62	-0.704315369	-21.62025597
12.63	-0.704271503	-21.61980875
12.64	-0.704227618	-21.61936103
12.65	-0.704183715	-21.6189128
12.66	-0.7041398	-21.61846408
12.67	-0.704095874	-21.61801486
12.68	-0.704051941	-21.61756515
12.69	-0.704008004	-21.61711494
12.7	-0.703964067	-21.61666424
12.71	-0.703920131	-21.61621305
12.72	-0.703876201	-21.61576138
12.73	-0.703832279	-21.61530922
12.74	-0.703788368	-21.61485658
12.75	-0.703744471	-21.61440345
12.76	-0.703700591	-21.61394985
12.77	-0.703656731	-21.61349577
12.78	-0.703612893	-21.61304121
12.79	-0.703569081	-21.61258618
12.8	-0.703525298	-21.61213068
12.81	-0.703481545	-21.61167471
12.82	-0.703437826	-21.61121827
12.83	-0.703394144	-21.61076137
12.84	-0.703350502	-21.61030401
12.85	-0.703306901	-21.60984618
12.86	-0.703263344	-21.6093879
12.87	-0.703219835	-21.60892915
12.88	-0.703176376	-21.60846996
12.89	-0.703132969	-21.60801031
12.9	-0.703089616	-21.60755021
12.91	-0.703046321	-21.60708966
12.92	-0.703003086	-21.60662867
12.93	-0.702959913	-21.60616723
12.94	-0.702916805	-21.60570535
12.95	-0.702873764	-21.60524302
12.96	-0.702830793	-21.60478026
12.97	-0.702787893	-21.60431707
12.98	-0.702745067	-21.60385344
12.99	-0.702702318	-21.60338937
13	-0.702659648	-21.60292488
13.01	-0.702617058	-21.60245996
13.02	-0.702574552	-21.60199462
13.03	-0.702532131	-21.60152885
13.04	-0.702489797	-21.60106266
13.05	-0.702447553	-21.60059605
13.06	-0.702405401	-21.60012903
13.07	-0.702363343	-21.59966159
13.08	-0.70232138	-21.59919373
13.09	-0.702279516	-21.59872547
13.1	-0.702237751	-21.5982568
13.11	-0.702196089	-21.59778772
13.12	-0.70215453	-21.59731824
13.13	-0.702113077	-21.59684835
13.14	-0.702071732	-21.59637807
13.15	-0.702030497	-21.59590739
13.16	-0.701989373	-21.59543631
13.17	-0.701948362	-21.59496484
13.18	-0.701907466	-21.59449298
13.19	-0.701866688	-21.59402073
13.2	-0.701826028	-21.59354809
13.21	-0.701785488	-21.59307507
13.22	-0.701745071	-21.59260166
13.23	-0.701704777	-21.59212788
13.24	-0.701664609	-21.59165372
13.25	-0.701624569	-21.59117918
13.26	-0.701584656	-21.59070427
13.27	-0.701544875	-21.59022898
13.28	-0.701505225	-21.58975333
13.29	-0.701465709	-21.58927731
13.3	-0.701426328	-21.58880092
13.31	-0.701387083	-21.58832418
13.32	-0.701347976	-21.58784707
13.33	-0.701309009	-21.5873696
13.34	-0.701270183	-21.58689178
13.35	-0.701231499	-21.5864136
13.36	-0.701192959	-21.58593507
13.37	-0.701154564	-21.58545619
13.38	-0.701116316	-21.58497697
13.39	-0.701078215	-21.5844974
13.4	-0.701040263	-21.58401748
13.41	-0.701002462	-21.58353723
13.42	-0.700964813	-21.58305664
13.43	-0.700927316	-21.58257571
13.44	-0.700889974	-21.58209444
13.45	-0.700852786	-21.58161285
13.46	-0.700815756	-21.58113092
13.47	-0.700778883	-21.58064867
13.48	-0.700742169	-21.58016609
13.49	-0.700705615	-21.57968319
13.5	-0.700669221	-21.57919997
13.51	-0.70063299	-21.57871643
13.52	-0.700596922	-21.57823258
13.53	-0.700561019	-21.57774841
13.54	-0.70052528	-21.57726392
13.55	-0.700489708	-21.57677913
13.56	-0.700454303	-21.57629403
13.57	-0.700419067	-21.57580863
13.58	-0.700383999	-21.57532292
13.59	-0.700349101	-21.57483691
13.6	-0.700314374	-21.5743506
13.61	-0.70027982	-21.573864
13.62	-0.700245437	-21.5733771
13.63	-0.700211229	-21.57288991
13.64	-0.700177194	-21.57240243
13.65	-0.700143335	-21.57191467
13.66	-0.700109652	-21.57142661
13.67	-0.700076146	-21.57093828
13.68	-0.700042817	-21.57044966
13.69	-0.700009666	-21.56996077
13.7	-0.699976694	-21.56947159
13.71	-0.699943902	-21.56898215
13.72	-0.69991129	-21.56849243
13.73	-0.699878859	-21.56800244
13.74	-0.69984661	-21.56751219
13.75	-0.699814543	-21.56702167
13.76	-0.699782659	-21.56653088
13.77	-0.699750958	-21.56603984
13.78	-0.699719442	-21.56554853
13.79	-0.69968811	-21.56505697
13.8	-0.699656963	-21.56456516
13.81	-0.699626002	-21.56407309
13.82	-0.699595227	-21.56358078
13.83	-0.699564639	-21.56308821
13.84	-0.699534239	-21.5625954
13.85	-0.699504025	-21.56210235
13.86	-0.699474	-21.56160905
13.87	-0.699444164	-21.56111552
13.88	-0.699414516	-21.56062175
13.89	-0.699385058	-21.56012774
13.9	-0.699355789	-21.55963351
13.91	-0.699326711	-21.55913904
13.92	-0.699297823	-21.55864434
13.93	-0.699269126	-21.55814942
13.94	-0.699240621	-21.55765428
13.95	-0.699212306	-21.55715891
13.96	-0.699184184	-21.55666333
13.97	-0.699156254	-21.55616752
13.98	-0.699128516	-21.55567151
13.99	-0.69910097	-21.55517528
14	-0.699073618	-21.55467883
14.01	-0.699046458	-21.55418219
14.02	-0.699019492	-21.55368533
14.03	-0.69899272	-21.55318827
14.04	-0.698966141	-21.55269101
14.05	-0.698939756	-21.55219355
14.06	-0.698913565	-21.55169589
14.07	-0.698887569	-21.55119804
14.08	-0.698861767	-21.55069999
14.09	-0.698836159	-21.55020175
14.1	-0.698810746	-21.54970333
14.11	-0.698785528	-21.54920471
14.12	-0.698760504	-21.54870592
14.13	-0.698735676	-21.54820694
14.14	-0.698711042	-21.54770778
14.15	-0.698686603	-21.54720844
14.16	-0.69866236	-21.54670892
14.17	-0.698638312	-21.54620923
14.18	-0.698614459	-21.54570937
14.19	-0.698590801	-21.54520934
14.2	-0.698567338	-21.54470915
14.21	-0.698544071	-21.54420878
14.22	-0.698520998	-21.54370826
14.23	-0.698498121	-21.54320757
14.24	-0.698475439	-21.54270673
14.25	-0.698452952	-21.54220572
14.26	-0.69843066	-21.54170457
14.27	-0.698408563	-21.54120326
14.28	-0.698386661	-21.5407018
14.29	-0.698364954	-21.54020019
14.3	-0.698343441	-21.53969843
14.31	-0.698322123	-21.53919653
14.32	-0.698301	-21.53869449
14.33	-0.698280071	-21.53819231
14.34	-0.698259336	-21.53768999
14.35	-0.698238795	-21.53718754
14.36	-0.698218449	-21.53668495
14.37	-0.698198296	-21.53618223
14.38	-0.698178337	-21.53567938
14.39	-0.698158571	-21.5351764
14.4	-0.698138999	-21.5346733
14.41	-0.69811962	-21.53417008
14.42	-0.698100434	-21.53366673
14.43	-0.698081441	-21.53316326
14.44	-0.69806264	-21.53265968
14.45	-0.698044032	-21.53215598
14.46	-0.698025616	-21.53165217
14.47	-0.698007392	-21.53114825
14.48	-0.697989359	-21.53064422
14.49	-0.697971518	-21.53014008
14.5	-0.697953868	-21.52963584
14.51	-0.69793641	-21.52913149
14.52	-0.697919141	-21.52862705
14.53	-0.697902064	-21.5281225
