Time (s)	Body 1 Heave (m)	Body 2 Heave (m)
0.9	-0.158367547	-21.31346415
0.91	-0.166329234	-21.31410876
0.92	-0.174315351	-21.31476318
0.93	-0.182324522	-21.31542744
0.94	-0.190355374	-21.31610151
0.95	-0.198406541	-21.31678542
0.96	-0.206476664	-21.31747916
0.97	-0.214564392	-21.31818272
0.98	-0.222668379	-21.3188961
0.99	-0.230787287	-21.3196193
1	-0.238919786	-21.3203523
1.01	-0.247064553	-21.3210951
1.02	-0.255220273	-21.32184769
1.03	-0.26338564	-21.32261006
1.04	-0.271559354	-21.32338219
1.05	-0.279740125	-21.32416406
1.06	-0.287926671	-21.32495567
1.07	-0.296117719	-21.32575699
1.08	-0.304312005	-21.326568
1.09	-0.312508272	-21.32738868
1.1	-0.320705276	-21.32821901
1.11	-0.32890178	-21.32905897
1.12	-0.337096555	-21.32990852
1.13	-0.345288385	-21.33076765
1.14	-0.353476063	-21.33163631
1.15	-0.361658389	-21.3325145
1.16	-0.369834176	-21.33340216
1.17	-0.378002248	-21.33429927
1.18	-0.386161436	-21.3352058
1.19	-0.394310585	-21.33612171
1.2	-0.402448548	-21.33704696
1.21	-0.410574191	-21.33798152
1.22	-0.418686389	-21.33892534
1.23	-0.426784029	-21.33987839
1.24	-0.434866009	-21.34084062
1.25	-0.442931239	-21.341812
1.26	-0.450978638	-21.34279246
1.27	-0.45900714	-21.34378198
1.28	-0.467015687	-21.3447805
1.29	-0.475003236	-21.34578798
1.3	-0.482968753	-21.34680436
1.31	-0.490911217	-21.34782959
1.32	-0.49882962	-21.34886363
1.33	-0.506722965	-21.34990642
1.34	-0.514590267	-21.35095791
1.35	-0.522430554	-21.35201804
1.36	-0.530242865	-21.35308676
1.37	-0.538026252	-21.354164
1.38	-0.545779782	-21.35524972
1.39	-0.55350253	-21.35634384
1.4	-0.561193587	-21.35744632
1.41	-0.568852055	-21.35855709
1.42	-0.576477051	-21.35967608
1.43	-0.584067701	-21.36080324
1.44	-0.591623148	-21.3619385
1.45	-0.599142545	-21.3630818
1.46	-0.606625059	-21.36423306
1.47	-0.61406987	-21.36539222
1.48	-0.621476171	-21.36655922
1.49	-0.628843168	-21.36773399
1.5	-0.636170081	-21.36891644
1.51	-0.643456141	-21.37010653
1.52	-0.650700595	-21.37130417
1.53	-0.657902702	-21.37250929
1.54	-0.665061733	-21.37372181
1.55	-0.672176973	-21.37494168
1.56	-0.679247723	-21.3761688
1.57	-0.686273293	-21.37740311
1.58	-0.693253009	-21.37864453
1.59	-0.700186211	-21.37989298
1.6	-0.707072248	-21.38114839
1.61	-0.713910489	-21.38241068
1.62	-0.72070031	-21.38367976
1.63	-0.727441104	-21.38495556
1.64	-0.734132278	-21.38623801
1.65	-0.740773249	-21.38752701
1.66	-0.74736345	-21.38882249
1.67	-0.753902327	-21.39012437
1.68	-0.760389338	-21.39143257
1.69	-0.766823955	-21.39274699
1.7	-0.773205665	-21.39406757
1.71	-0.779533967	-21.3953942
1.72	-0.785808371	-21.39672682
1.73	-0.792028403	-21.39806534
1.74	-0.798193603	-21.39940966
1.75	-0.804303521	-21.40075971
1.76	-0.810357722	-21.4021154
1.77	-0.816355785	-21.40347664
1.78	-0.822297299	-21.40484335
1.79	-0.82818187	-21.40621543
1.8	-0.834009114	-21.40759281
1.81	-0.839778661	-21.40897539
1.82	-0.845490154	-21.41036308
1.83	-0.851143249	-21.4117558
1.84	-0.856737613	-21.41315345
1.85	-0.862272928	-21.41455595
1.86	-0.867748888	-21.41596322
1.87	-0.8731652	-21.41737515
1.88	-0.878521581	-21.41879165
1.89	-0.883817765	-21.42021265
1.9	-0.889053494	-21.42163805
1.91	-0.894228526	-21.42306775
1.92	-0.899342628	-21.42450167
1.93	-0.904395582	-21.42593972
1.94	-0.909387181	-21.42738181
1.95	-0.91431723	-21.42882783
1.96	-0.919185546	-21.43027772
1.97	-0.923991958	-21.43173136
1.98	-0.928736307	-21.43318867
1.99	-0.933418446	-21.43464956
2	-0.93803824	-21.43611394
2.01	-0.942595563	-21.43758172
2.02	-0.947090305	-21.4390528
2.03	-0.951522364	-21.44052709
2.04	-0.95589165	-21.44200451
2.05	-0.960198086	-21.44348495
2.06	-0.964441603	-21.44496834
2.07	-0.968622146	-21.44645456
2.08	-0.97273967	-21.44794355
2.09	-0.976794141	-21.4494352
2.1	-0.980785534	-21.45092942
2.11	-0.984713839	-21.45242612
2.12	-0.988579052	-21.45392521
2.13	-0.992381182	-21.4554266
2.14	-0.996120247	-21.45693021
2.15	-0.999796278	-21.45843592
2.16	-1.003409312	-21.45994367
2.17	-1.006959401	-21.46145335
2.18	-1.010446602	-21.46296488
2.19	-1.013870985	-21.46447817
2.2	-1.01723263	-21.46599312
2.21	-1.020531625	-21.46750965
2.22	-1.023768068	-21.46902767
2.23	-1.026942067	-21.47054709
2.24	-1.030053739	-21.47206782
2.25	-1.03310321	-21.47358977
2.26	-1.036090616	-21.47511285
2.27	-1.0390161	-21.47663698
2.28	-1.041879817	-21.47816207
2.29	-1.044681928	-21.47968803
2.3	-1.047422603	-21.48121477
2.31	-1.050102021	-21.48274221
2.32	-1.052720371	-21.48427026
2.33	-1.055277848	-21.48579883
2.34	-1.057774656	-21.48732784
2.35	-1.060211008	-21.48885721
2.36	-1.062587122	-21.49038684
2.37	-1.064903227	-21.49191666
2.38	-1.067159558	-21.49344657
2.39	-1.069356359	-21.4949765
2.4	-1.071493879	-21.49650637
2.41	-1.073572378	-21.49803608
2.42	-1.075592119	-21.49956556
2.43	-1.077553375	-21.50109473
2.44	-1.079456425	-21.5026235
2.45	-1.081301555	-21.50415179
2.46	-1.083089057	-21.50567952
2.47	-1.084819232	-21.50720661
2.48	-1.086492384	-21.50873299
2.49	-1.088108827	-21.51025856
2.5	-1.089668877	-21.51178327
2.51	-1.09117286	-21.51330701
2.52	-1.092621105	-21.51482972
2.53	-1.094013951	-21.51635133
2.54	-1.095351737	-21.51787174
2.55	-1.096634813	-21.5193909
2.56	-1.09786353	-21.52090871
2.57	-1.099038249	-21.52242511
2.58	-1.100159332	-21.52394003
2.59	-1.101227148	-21.52545338
2.6	-1.102242072	-21.52696509
2.61	-1.103204481	-21.5284751
2.62	-1.104114761	-21.52998333
2.63	-1.104973298	-21.5314897
2.64	-1.105780486	-21.53299415
2.65	-1.106536722	-21.53449661
2.66	-1.107242407	-21.535997
2.67	-1.107897947	-21.53749525
2.68	-1.108503751	-21.53899131
2.69	-1.109060234	-21.54048509
2.7	-1.109567812	-21.54197654
2.71	-1.110026906	-21.54346558
2.72	-1.110437942	-21.54495215
2.73	-1.110801347	-21.54643618
2.74	-1.111117553	-21.54791761
2.75	-1.111386994	-21.54939637
2.76	-1.111610108	-21.5508724
2.77	-1.111787337	-21.55234564
2.78	-1.111919123	-21.55381602
2.79	-1.112005913	-21.55528349
2.8	-1.112048156	-21.55674797
2.81	-1.112046304	-21.55820941
2.82	-1.112000811	-21.55966775
2.83	-1.111912133	-21.56112294
2.84	-1.111780729	-21.5625749
2.85	-1.111607059	-21.56402359
2.86	-1.111391587	-21.56546894
2.87	-1.111134777	-21.56691091
2.88	-1.110837095	-21.56834943
2.89	-1.110499009	-21.56978444
2.9	-1.110120989	-21.5712159
2.91	-1.109703506	-21.57264375
2.92	-1.109247032	-21.57406794
2.93	-1.108752042	-21.57548841
2.94	-1.108219009	-21.57690511
2.95	-1.107648411	-21.57831799
2.96	-1.107040723	-21.579727
2.97	-1.106396424	-21.58113209
2.98	-1.105715991	-21.58253322
2.99	-1.104999905	-21.58393032
3	-1.104248645	-21.58532336
3.01	-1.103462691	-21.58671228
3.02	-1.102642523	-21.58809704
3.03	-1.101788623	-21.5894776
3.04	-1.100901471	-21.59085391
3.05	-1.099981549	-21.59222592
3.06	-1.099029338	-21.59359359
3.07	-1.098045319	-21.59495688
3.08	-1.097029972	-21.59631574
3.09	-1.095983779	-21.59767014
3.1	-1.094907219	-21.59902003
3.11	-1.093800773	-21.60036537
3.12	-1.09266492	-21.60170612
3.13	-1.091500138	-21.60304225
3.14	-1.090306906	-21.60437371
3.15	-1.089085701	-21.60570046
3.16	-1.087836999	-21.60702247
3.17	-1.086561277	-21.60833971
3.18	-1.085259008	-21.60965213
3.19	-1.083930666	-21.61095971
3.2	-1.082576723	-21.6122624
3.21	-1.081197651	-21.61356018
3.22	-1.079793919	-21.61485301
3.23	-1.078365996	-21.61614085
3.24	-1.076914349	-21.61742368
3.25	-1.075439442	-21.61870147
3.26	-1.073941741	-21.61997418
3.27	-1.072421707	-21.62124178
3.28	-1.070879801	-21.62250425
3.29	-1.069316481	-21.62376156
3.3	-1.067732205	-21.62501368
3.31	-1.066127427	-21.62626057
3.32	-1.064502601	-21.62750223
3.33	-1.062858178	-21.62873861
3.34	-1.061194605	-21.6299697
3.35	-1.059512331	-21.63119546
3.36	-1.057811799	-21.63241588
3.37	-1.056093452	-21.63363093
3.38	-1.05435773	-21.63484059
3.39	-1.05260507	-21.63604484
3.4	-1.050835908	-21.63724365
3.41	-1.049050676	-21.63843701
3.42	-1.047249804	-21.63962489
3.43	-1.045433719	-21.64080727
3.44	-1.043602847	-21.64198413
3.45	-1.04175761	-21.64315547
3.46	-1.039898427	-21.64432125
3.47	-1.038025715	-21.64548146
3.48	-1.036139887	-21.64663608
3.49	-1.034241356	-21.6477851
3.5	-1.032330528	-21.6489285
3.51	-1.030407809	-21.65006627
3.52	-1.028473601	-21.65119839
3.53	-1.026528304	-21.65232485
3.54	-1.024572313	-21.65344563
3.55	-1.022606021	-21.65456073
3.56	-1.020629819	-21.65567012
3.57	-1.018644092	-21.65677381
3.58	-1.016649224	-21.65787176
3.59	-1.014645596	-21.65896399
3.6	-1.012633585	-21.66005047
3.61	-1.010613564	-21.6611312
3.62	-1.008585903	-21.66220616
3.63	-1.006550969	-21.66327535
3.64	-1.004509126	-21.66433877
3.65	-1.002460735	-21.66539639
3.66	-1.000406151	-21.66644823
3.67	-0.998345728	-21.66749426
3.68	-0.996279816	-21.66853449
3.69	-0.994208762	-21.66956891
3.7	-0.992132907	-21.67059751
3.71	-0.990052591	-21.67162029
3.72	-0.98796815	-21.67263724
3.73	-0.985879915	-21.67364837
3.74	-0.983788216	-21.67465366
3.75	-0.981693377	-21.67565312
3.76	-0.979595718	-21.67664675
3.77	-0.977495559	-21.67763454
3.78	-0.975393212	-21.67861649
3.79	-0.973288987	-21.6795926
3.8	-0.971183191	-21.68056287
3.81	-0.969076128	-21.6815273
3.82	-0.966968095	-21.68248589
3.83	-0.964859389	-21.68343865
3.84	-0.9627503	-21.68438557
3.85	-0.960641117	-21.68532666
3.86	-0.958532125	-21.68626191
3.87	-0.956423602	-21.68719134
3.88	-0.954315827	-21.68811494
3.89	-0.952209071	-21.68903271
3.9	-0.950103604	-21.68994467
3.91	-0.947999691	-21.69085082
3.92	-0.945897595	-21.69175116
3.93	-0.943797572	-21.69264569
3.94	-0.941699876	-21.69353442
3.95	-0.939604759	-21.69441737
3.96	-0.937512467	-21.69529452
3.97	-0.935423241	-21.6961659
3.98	-0.933337322	-21.69703151
3.99	-0.931254945	-21.69789135
4	-0.92917634	-21.69874543
4.01	-0.927101736	-21.69959376
4.02	-0.925031358	-21.70043635
4.03	-0.922965424	-21.70127322
4.04	-0.920904152	-21.70210435
4.05	-0.918847755	-21.70292978
4.06	-0.916796441	-21.7037495
4.07	-0.914750416	-21.70456353
4.08	-0.912709882	-21.70537187
4.09	-0.910675038	-21.70617454
4.1	-0.908646076	-21.70697155
4.11	-0.906623189	-21.70776291
4.12	-0.904606562	-21.70854863
4.13	-0.902596381	-21.70932872
4.14	-0.900592824	-21.7101032
4.15	-0.898596068	-21.71087208
4.16	-0.896606285	-21.71163537
4.17	-0.894623645	-21.71239308
4.18	-0.892648313	-21.71314523
4.19	-0.890680451	-21.71389182
4.2	-0.888720218	-21.71463289
4.21	-0.886767768	-21.71536843
4.22	-0.884823254	-21.71609846
4.23	-0.882886822	-21.716823
4.24	-0.880958619	-21.71754206
4.25	-0.879038784	-21.71825565
4.26	-0.877127456	-21.7189638
4.27	-0.87522477	-21.71966652
4.28	-0.873330855	-21.72036382
4.29	-0.87144584	-21.72105572
4.3	-0.869569848	-21.72174223
4.31	-0.867703002	-21.72242337
4.32	-0.865845419	-21.72309917
4.33	-0.863997213	-21.72376962
4.34	-0.862158495	-21.72443476
4.35	-0.860329374	-21.7250946
4.36	-0.858509955	-21.72574915
4.37	-0.856700338	-21.72639843
4.38	-0.854900623	-21.72704247
4.39	-0.853110906	-21.72768127
4.4	-0.851331277	-21.72831486
4.41	-0.849561828	-21.72894326
4.42	-0.847802644	-21.72956648
4.43	-0.846053808	-21.73018454
4.44	-0.8443154	-21.73079746
4.45	-0.842587499	-21.73140526
4.46	-0.840870178	-21.73200796
4.47	-0.839163508	-21.73260557
4.48	-0.837467559	-21.73319812
4.49	-0.835782397	-21.73378563
4.5	-0.834108083	-21.73436811
4.51	-0.832444679	-21.73494558
4.52	-0.830792242	-21.73551807
4.53	-0.829150826	-21.7360856
4.54	-0.827520483	-21.73664818
4.55	-0.825901264	-21.73720583
4.56	-0.824293214	-21.73775857
4.57	-0.822696377	-21.73830643
4.58	-0.821110795	-21.73884943
4.59	-0.819536507	-21.73938758
4.6	-0.817973549	-21.73992091
4.61	-0.816421955	-21.74044943
4.62	-0.814881757	-21.74097317
4.63	-0.813352984	-21.74149215
4.64	-0.811835661	-21.74200639
4.65	-0.810329814	-21.7425159
4.66	-0.808835464	-21.74302072
4.67	-0.807352631	-21.74352086
4.68	-0.805881332	-21.74401635
4.69	-0.804421582	-21.7445072
4.7	-0.802973394	-21.74499343
4.71	-0.801536778	-21.74547507
4.72	-0.800111743	-21.74595214
4.73	-0.798698295	-21.74642466
4.74	-0.797296439	-21.74689265
4.75	-0.795906176	-21.74735614
4.76	-0.794527507	-21.74781514
4.77	-0.793160429	-21.74826968
4.78	-0.79180494	-21.74871977
4.79	-0.790461033	-21.74916545
4.8	-0.7891287	-21.74960672
4.81	-0.787807932	-21.75004362
4.82	-0.786498717	-21.75047617
4.83	-0.785201042	-21.75090438
4.84	-0.783914893	-21.75132828
4.85	-0.782640251	-21.75174789
4.86	-0.781377099	-21.75216324
4.87	-0.780125417	-21.75257434
4.88	-0.778885182	-21.75298121
4.89	-0.777656371	-21.75338389
4.9	-0.776438958	-21.75378238
4.91	-0.775232918	-21.75417672
4.92	-0.774038221	-21.75456692
4.93	-0.772854839	-21.754953
4.94	-0.771682739	-21.755335
4.95	-0.770521889	-21.75571292
4.96	-0.769372255	-21.7560868
4.97	-0.768233801	-21.75645665
4.98	-0.76710649	-21.75682249
4.99	-0.765990284	-21.75718435
5	-0.764885144	-21.75754225
5.01	-0.763791028	-21.75789621
5.02	-0.762707895	-21.75824626
5.03	-0.761635701	-21.75859241
5.04	-0.760574401	-21.75893468
5.05	-0.759523951	-21.75927311
5.06	-0.758484302	-21.7596077
5.07	-0.757455408	-21.75993848
5.08	-0.756437219	-21.76026548
5.09	-0.755429685	-21.76058871
5.1	-0.754432756	-21.7609082
5.11	-0.753446378	-21.76122396
5.12	-0.752470499	-21.76153603
5.13	-0.751505065	-21.76184441
5.14	-0.750550021	-21.76214914
5.15	-0.749605311	-21.76245022
5.16	-0.748670879	-21.7627477
5.17	-0.747746667	-21.76304158
5.18	-0.746832617	-21.76333188
5.19	-0.745928669	-21.76361864
5.2	-0.745034764	-21.76390186
5.21	-0.744150842	-21.76418157
5.22	-0.74327684	-21.76445779
5.23	-0.742412697	-21.76473055
5.24	-0.741558351	-21.76499986
5.25	-0.740713738	-21.76526574
5.26	-0.739878794	-21.76552822
5.27	-0.739053454	-21.76578731
5.28	-0.738237655	-21.76604304
5.29	-0.737431329	-21.76629542
5.3	-0.736634412	-21.76654448
5.31	-0.735846836	-21.76679024
5.32	-0.735068534	-21.76703271
5.33	-0.73429944	-21.76727193
5.34	-0.733539485	-21.7675079
5.35	-0.7327886	-21.76774064
5.36	-0.732046718	-21.76797019
5.37	-0.731313769	-21.76819656
5.38	-0.730589683	-21.76841976
5.39	-0.729874392	-21.76863982
5.4	-0.729167824	-21.76885676
5.41	-0.728469911	-21.76907059
5.42	-0.72778058	-21.76928135
5.43	-0.727099763	-21.76948904
5.44	-0.726427386	-21.76969368
5.45	-0.725763381	-21.7698953
5.46	-0.725107674	-21.77009392
5.47	-0.724460196	-21.77028955
5.48	-0.723820873	-21.77048221
5.49	-0.723189635	-21.77067192
5.5	-0.722566409	-21.77085871
5.51	-0.721951124	-21.77104258
5.52	-0.721343708	-21.77122357
5.53	-0.720744088	-21.77140168
5.54	-0.720152193	-21.77157694
5.55	-0.719567951	-21.77174936
5.56	-0.718991289	-21.77191896
5.57	-0.718422136	-21.77208577
5.58	-0.717860419	-21.7722498
5.59	-0.717306067	-21.77241106
5.6	-0.716759008	-21.77256958
5.61	-0.71621917	-21.77272537
5.62	-0.715686482	-21.77287846
5.63	-0.715160871	-21.77302886
5.64	-0.714642267	-21.77317658
5.65	-0.714130598	-21.77332165
5.66	-0.713625792	-21.77346408
5.67	-0.713127781	-21.77360389
5.68	-0.712636491	-21.7737411
5.69	-0.712151853	-21.77387572
5.7	-0.711673797	-21.77400778
5.71	-0.711202252	-21.77413728
5.72	-0.710737148	-21.77426425
5.73	-0.710278416	-21.77438871
5.74	-0.709825987	-21.77451066
5.75	-0.709379791	-21.77463013
5.76	-0.70893976	-21.77474714
5.77	-0.708505824	-21.77486169
5.78	-0.708077917	-21.77497381
5.79	-0.707655969	-21.77508352
5.8	-0.707239914	-21.77519082
5.81	-0.706829684	-21.77529573
5.82	-0.706425212	-21.77539828
5.83	-0.706026432	-21.77549848
5.84	-0.705633277	-21.77559634
5.85	-0.705245683	-21.77569188
5.86	-0.704863582	-21.77578511
5.87	-0.704486912	-21.77587605
5.88	-0.704115606	-21.77596472
5.89	-0.7037496	-21.77605113
5.9	-0.703388832	-21.7761353
5.91	-0.703033237	-21.77621723
5.92	-0.702682752	-21.77629696
5.93	-0.702337316	-21.77637449
5.94	-0.701996866	-21.77644983
5.95	-0.701661341	-21.77652301
5.96	-0.701330679	-21.77659403
5.97	-0.70100482	-21.77666291
5.98	-0.700683703	-21.77672967
5.99	-0.700367269	-21.77679432
6	-0.700055459	-21.77685688
6.01	-0.699748215	-21.77691735
6.02	-0.699445476	-21.77697576
6.03	-0.699147188	-21.77703212
6.04	-0.69885329	-21.77708643
6.05	-0.698563728	-21.77713873
6.06	-0.698278445	-21.77718901
6.07	-0.697997386	-21.77723729
6.08	-0.697720494	-21.7772836
6.09	-0.697447716	-21.77732793
6.1	-0.697178997	-21.7773703
6.11	-0.696914284	-21.77741074
6.12	-0.696653524	-21.77744924
6.13	-0.696396664	-21.77748583
6.14	-0.696143652	-21.77752052
6.15	-0.695894437	-21.77755331
6.16	-0.695648968	-21.77758423
6.17	-0.695407194	-21.77761329
6.18	-0.695169067	-21.77764049
6.19	-0.694934536	-21.77766585
6.2	-0.694703553	-21.77768939
6.21	-0.69447607	-21.77771112
6.22	-0.694252039	-21.77773104
6.23	-0.694031413	-21.77774918
6.24	-0.693814146	-21.77776554
6.25	-0.693600191	-21.77778014
6.26	-0.693389504	-21.77779298
6.27	-0.69318204	-21.77780408
6.28	-0.692977754	-21.77781346
6.29	-0.692776603	-21.77782112
6.3	-0.692578543	-21.77782707
6.31	-0.692383532	-21.77783134
6.32	-0.692191529	-21.77783392
6.33	-0.692002491	-21.77783483
6.34	-0.691816377	-21.77783408
6.35	-0.691633148	-21.77783169
6.36	-0.691452763	-21.77782766
6.37	-0.691275184	-21.77782201
6.38	-0.691100371	-21.77781474
6.39	-0.690928286	-21.77780587
6.4	-0.690758893	-21.77779541
6.41	-0.690592153	-21.77778337
6.42	-0.69042803	-21.77776976
6.43	-0.690266489	-21.7777546
6.44	-0.690107493	-21.77773788
6.45	-0.689951009	-21.77771962
6.46	-0.689797001	-21.77769984
6.47	-0.689645436	-21.77767854
6.48	-0.68949628	-21.77765574
6.49	-0.689349501	-21.77763144
6.5	-0.689205067	-21.77760565
6.51	-0.689062946	-21.77757838
6.52	-0.688923106	-21.77754965
6.53	-0.688785517	-21.77751947
6.54	-0.688650149	-21.77748784
6.55	-0.688516972	-21.77745477
6.56	-0.688385957	-21.77742027
6.57	-0.688257075	-21.77738436
6.58	-0.688130299	-21.77734704
6.59	-0.6880056	-21.77730833
6.6	-0.687882952	-21.77726822
6.61	-0.687762327	-21.77722674
6.62	-0.6876437	-21.77718388
6.63	-0.687527044	-21.77713967
6.64	-0.687412336	-21.7770941
6.65	-0.687299549	-21.77704719
6.66	-0.68718866	-21.77699895
6.67	-0.687079645	-21.77694938
6.68	-0.68697248	-21.7768985
6.69	-0.686867143	-21.77684631
6.7	-0.68676361	-21.77679283
6.71	-0.686661861	-21.77673805
6.72	-0.686561874	-21.77668199
6.73	-0.686463627	-21.77662467
6.74	-0.686367099	-21.77656607
6.75	-0.686272271	-21.77650623
6.76	-0.686179123	-21.77644513
6.77	-0.686087635	-21.7763828
6.78	-0.685997788	-21.77631923
6.79	-0.685909564	-21.77625445
6.8	-0.685822945	-21.77618845
6.81	-0.685737912	-21.77612124
6.82	-0.685654449	-21.77605283
6.83	-0.685572538	-21.77598324
6.84	-0.685492162	-21.77591246
6.85	-0.685413306	-21.77584051
6.86	-0.685335954	-21.77576739
6.87	-0.68526009	-21.77569311
6.88	-0.685185699	-21.77561767
6.89	-0.685112767	-21.7755411
6.9	-0.685041278	-21.77546338
6.91	-0.684971219	-21.77538454
6.92	-0.684902576	-21.77530458
6.93	-0.684835336	-21.7752235
6.94	-0.684769486	-21.77514131
6.95	-0.684705013	-21.77505802
6.96	-0.684641905	-21.77497364
6.97	-0.684580149	-21.77488817
6.98	-0.684519734	-21.77480162
6.99	-0.684460648	-21.774714
7	-0.684402881	-21.77462531
7.01	-0.684346421	-21.77453557
7.02	-0.684291258	-21.77444477
7.03	-0.684237382	-21.77435293
7.04	-0.684184782	-21.77426005
7.05	-0.68413345	-21.77416613
7.06	-0.684083375	-21.77407119
7.07	-0.684034548	-21.77397523
7.08	-0.683986961	-21.77387826
7.09	-0.683940604	-21.77378028
7.1	-0.68389547	-21.77368131
7.11	-0.68385155	-21.77358133
7.12	-0.683808837	-21.77348037
7.13	-0.683767322	-21.77337843
7.14	-0.683726998	-21.77327552
7.15	-0.683687859	-21.77317163
7.16	-0.683649896	-21.77306678
7.17	-0.683613104	-21.77296098
7.18	-0.683577475	-21.77285422
7.19	-0.683543004	-21.77274651
7.2	-0.683509683	-21.77263787
7.21	-0.683477508	-21.77252829
7.22	-0.683446471	-21.77241779
7.23	-0.683416569	-21.77230636
7.24	-0.683387794	-21.77219401
7.25	-0.683360143	-21.77208075
7.26	-0.683333609	-21.77196659
7.27	-0.683308188	-21.77185152
7.28	-0.683283876	-21.77173556
7.29	-0.683260666	-21.77161871
7.3	-0.683238556	-21.77150098
7.31	-0.683217541	-21.77138236
7.32	-0.683197616	-21.77126287
7.33	-0.683178777	-21.77114251
7.34	-0.683161021	-21.77102129
7.35	-0.683144344	-21.77089921
7.36	-0.683128742	-21.77077627
7.37	-0.683114211	-21.77065249
7.38	-0.683100749	-21.77052786
7.39	-0.683088351	-21.77040239
7.4	-0.683077014	-21.77027609
7.41	-0.683066736	-21.77014896
7.42	-0.683057514	-21.770021
7.43	-0.683049343	-21.76989223
7.44	-0.683042222	-21.76976263
7.45	-0.683036148	-21.76963223
7.46	-0.683031118	-21.76950102
7.47	-0.683027129	-21.76936901
7.48	-0.683024179	-21.7692362
7.49	-0.683022265	-21.76910259
7.5	-0.683021385	-21.7689682
7.51	-0.683021536	-21.76883303
7.52	-0.683022717	-21.76869707
7.53	-0.683024924	-21.76856034
7.54	-0.683028156	-21.76842284
7.55	-0.683032411	-21.76828457
7.56	-0.683037686	-21.76814553
7.57	-0.683043979	-21.76800574
7.58	-0.683051288	-21.76786519
7.59	-0.683059611	-21.76772389
7.6	-0.683068946	-21.76758184
7.61	-0.683079291	-21.76743905
7.62	-0.683090644	-21.76729552
7.63	-0.683103003	-21.76715126
7.64	-0.683116366	-21.76700626
7.65	-0.683130732	-21.76686053
7.66	-0.683146097	-21.76671408
7.67	-0.683162461	-21.76656691
7.68	-0.683179821	-21.76641902
7.69	-0.683198175	-21.76627042
7.7	-0.683217521	-21.76612111
7.71	-0.683237858	-21.76597109
7.72	-0.683259183	-21.76582037
7.73	-0.683281494	-21.76566895
7.74	-0.68330479	-21.76551683
7.75	-0.683329068	-21.76536402
7.76	-0.683354326	-21.76521052
7.77	-0.683380562	-21.76505633
7.78	-0.683407775	-21.76490146
7.79	-0.683435961	-21.76474591
