Time (s)	Float Heave (m)	Spar Heave (m)
233.34	-0.719997223	-21.29070098
233.4	-0.719997381	-21.29066119
233.46	-0.719997539	-21.29062133
233.52	-0.719997697	-21.29058142
233.58	-0.719997856	-21.29054144
233.64	-0.719998015	-21.29050141
233.7	-0.719998174	-21.29046133
233.76	-0.719998333	-21.29042121
233.82	-0.719998492	-21.29038104
233.88	-0.719998652	-21.29034083
233.94	-0.719998811	-21.29030059
234	-0.719998971	-21.29026032
234.06	-0.719999131	-21.29022002
234.12	-0.719999291	-21.2901797
234.18	-0.719999451	-21.29013936
234.24	-0.719999611	-21.29009901
234.3	-0.719999771	-21.29005864
234.36	-0.719999931	-21.29001827
234.42	-0.720000091	-21.2899779
234.48	-0.720000252	-21.28993754
234.54	-0.720000412	-21.28989717
234.6	-0.720000572	-21.28985682
234.66	-0.720000732	-21.28981649
234.72	-0.720000892	-21.28977617
234.78	-0.720001052	-21.28973587
234.84	-0.720001211	-21.2896956
234.9	-0.720001371	-21.28965536
234.96	-0.720001531	-21.28961516
235.02	-0.72000169	-21.289575
235.08	-0.720001849	-21.28953487
235.14	-0.720002008	-21.2894948
235.2	-0.720002167	-21.28945477
235.26	-0.720002325	-21.2894148
235.32	-0.720002484	-21.28937489
235.38	-0.720002642	-21.28933505
235.44	-0.7200028	-21.28929527
235.5	-0.720002957	-21.28925556
235.56	-0.720003114	-21.28921592
235.62	-0.720003271	-21.28917637
235.68	-0.720003428	-21.28913689
235.74	-0.720003584	-21.28909751
235.8	-0.72000374	-21.28905822
235.86	-0.720003895	-21.28901902
235.92	-0.720004051	-21.28897992
235.98	-0.720004205	-21.28894092
236.04	-0.72000436	-21.28890203
236.1	-0.720004513	-21.28886325
236.16	-0.720004667	-21.28882458
236.22	-0.72000482	-21.28878604
236.28	-0.720004972	-21.28874761
236.34	-0.720005124	-21.28870931
236.4	-0.720005275	-21.28867114
236.46	-0.720005426	-21.28863311
236.52	-0.720005577	-21.28859521
236.58	-0.720005726	-21.28855746
236.64	-0.720005876	-21.28851985
236.7	-0.720006024	-21.28848239
236.76	-0.720006172	-21.28844508
236.82	-0.72000632	-21.28840793
236.88	-0.720006466	-21.28837094
236.94	-0.720006612	-21.28833412
237	-0.720006758	-21.28829746
237.06	-0.720006903	-21.28826097
237.12	-0.720007047	-21.28822466
237.18	-0.72000719	-21.28818853
237.24	-0.720007332	-21.28815258
237.3	-0.720007474	-21.28811682
237.36	-0.720007615	-21.28808124
237.42	-0.720007756	-21.28804586
237.48	-0.720007895	-21.28801068
237.54	-0.720008034	-21.2879757
237.6	-0.720008172	-21.28794092
237.66	-0.720008309	-21.28790635
237.72	-0.720008445	-21.28787199
237.78	-0.720008581	-21.28783784
237.84	-0.720008715	-21.28780392
237.9	-0.720008849	-21.28777021
237.96	-0.720008982	-21.28773673
238.02	-0.720009114	-21.28770348
238.08	-0.720009245	-21.28767046
238.14	-0.720009375	-21.28763767
238.2	-0.720009504	-21.28760512
238.26	-0.720009632	-21.28757281
238.32	-0.720009759	-21.28754075
238.38	-0.720009886	-21.28750894
238.44	-0.720010011	-21.28747737
238.5	-0.720010135	-21.28744607
238.56	-0.720010258	-21.28741501
238.62	-0.72001038	-21.28738422
238.68	-0.720010501	-21.2873537
238.74	-0.720010621	-21.28732344
238.8	-0.72001074	-21.28729344
238.86	-0.720010858	-21.28726373
238.92	-0.720010975	-21.28723428
238.98	-0.720011091	-21.28720512
239.04	-0.720011205	-21.28717624
239.1	-0.720011319	-21.28714764
239.16	-0.720011431	-21.28711933
239.22	-0.720011542	-21.28709132
239.28	-0.720011652	-21.28706359
239.34	-0.720011761	-21.28703616
239.4	-0.720011868	-21.28700903
239.46	-0.720011975	-21.2869822
239.52	-0.72001208	-21.28695567
239.58	-0.720012184	-21.28692946
239.64	-0.720012287	-21.28690355
239.7	-0.720012388	-21.28687795
239.76	-0.720012488	-21.28685267
239.82	-0.720012587	-21.2868277
239.88	-0.720012685	-21.28680306
239.94	-0.720012782	-21.28677874
240	-0.720012877	-21.28675474
240.06	-0.720012971	-21.28673107
240.12	-0.720013063	-21.28670773
240.18	-0.720013155	-21.28668472
240.24	-0.720013244	-21.28666204
240.3	-0.720013333	-21.2866397
240.36	-0.72001342	-21.2866177
240.42	-0.720013506	-21.28659604
240.48	-0.720013591	-21.28657473
240.54	-0.720013674	-21.28655376
240.6	-0.720013756	-21.28653313
240.66	-0.720013836	-21.28651286
240.72	-0.720013915	-21.28649294
240.78	-0.720013993	-21.28647337
240.84	-0.720014069	-21.28645415
240.9	-0.720014144	-21.2864353
240.96	-0.720014217	-21.2864168
241.02	-0.720014289	-21.28639867
241.08	-0.720014359	-21.28638089
241.14	-0.720014428	-21.28636349
241.2	-0.720014496	-21.28634645
241.26	-0.720014562	-21.28632977
241.32	-0.720014627	-21.28631347
241.38	-0.72001469	-21.28629754
241.44	-0.720014752	-21.28628198
241.5	-0.720014812	-21.2862668
241.56	-0.72001487	-21.28625199
241.62	-0.720014928	-21.28623756
241.68	-0.720014983	-21.28622351
241.74	-0.720015038	-21.28620985
241.8	-0.72001509	-21.28619656
241.86	-0.720015141	-21.28618365
241.92	-0.720015191	-21.28617114
241.98	-0.720015239	-21.286159
242.04	-0.720015286	-21.28614726
242.1	-0.720015331	-21.2861359
242.16	-0.720015374	-21.28612493
242.22	-0.720015416	-21.28611436
242.28	-0.720015456	-21.28610417
242.34	-0.720015495	-21.28609438
242.4	-0.720015533	-21.28608498
242.46	-0.720015568	-21.28607597
242.52	-0.720015602	-21.28606736
242.58	-0.720015635	-21.28605915
242.64	-0.720015666	-21.28605134
242.7	-0.720015695	-21.28604392
242.76	-0.720015723	-21.2860369
242.82	-0.720015749	-21.28603028
242.88	-0.720015774	-21.28602406
242.94	-0.720015797	-21.28601825
243	-0.720015818	-21.28601283
243.06	-0.720015838	-21.28600781
243.12	-0.720015857	-21.2860032
243.18	-0.720015873	-21.28599899
243.24	-0.720015888	-21.28599519
243.3	-0.720015902	-21.28599178
243.36	-0.720015914	-21.28598879
243.42	-0.720015924	-21.28598619
243.48	-0.720015932	-21.285984
243.54	-0.720015939	-21.28598222
243.6	-0.720015945	-21.28598084
243.66	-0.720015949	-21.28597986
243.72	-0.720015951	-21.2859793
243.78	-0.720015952	-21.28597913
243.84	-0.720015951	-21.28597937
243.9	-0.720015948	-21.28598002
243.96	-0.720015944	-21.28598107
244.02	-0.720015938	-21.28598253
244.08	-0.720015931	-21.28598439
244.14	-0.720015922	-21.28598666
244.2	-0.720015911	-21.28598933
244.26	-0.720015899	-21.2859924
244.32	-0.720015885	-21.28599588
244.38	-0.720015869	-21.28599977
244.44	-0.720015852	-21.28600405
244.5	-0.720015834	-21.28600874
244.56	-0.720015813	-21.28601384
244.62	-0.720015792	-21.28601933
244.68	-0.720015768	-21.28602522
244.74	-0.720015743	-21.28603152
244.8	-0.720015717	-21.28603821
244.86	-0.720015688	-21.28604531
244.92	-0.720015659	-21.2860528
244.98	-0.720015627	-21.28606069
245.04	-0.720015594	-21.28606898
245.1	-0.72001556	-21.28607767
245.16	-0.720015524	-21.28608675
245.22	-0.720015486	-21.28609622
245.28	-0.720015447	-21.28610609
245.34	-0.720015406	-21.28611635
245.4	-0.720015364	-21.286127
245.46	-0.72001532	-21.28613804
245.52	-0.720015275	-21.28614948
245.58	-0.720015228	-21.28616129
245.64	-0.720015179	-21.2861735
245.7	-0.720015129	-21.28618609
245.76	-0.720015078	-21.28619907
245.82	-0.720015025	-21.28621243
245.88	-0.72001497	-21.28622617
245.94	-0.720014914	-21.28624029
246	-0.720014857	-21.2862548
246.06	-0.720014798	-21.28626967
246.12	-0.720014737	-21.28628493
246.18	-0.720014675	-21.28630056
246.24	-0.720014611	-21.28631656
246.3	-0.720014546	-21.28633293
246.36	-0.72001448	-21.28634968
246.42	-0.720014412	-21.28636679
246.48	-0.720014343	-21.28638427
246.54	-0.720014272	-21.28640211
246.6	-0.7200142	-21.28642031
246.66	-0.720014126	-21.28643888
246.72	-0.720014051	-21.2864578
246.78	-0.720013974	-21.28647708
246.84	-0.720013896	-21.28649672
246.9	-0.720013817	-21.28651671
246.96	-0.720013736	-21.28653705
247.02	-0.720013654	-21.28655774
247.08	-0.720013571	-21.28657878
247.14	-0.720013486	-21.28660016
247.2	-0.7200134	-21.28662188
247.26	-0.720013312	-21.28664395
247.32	-0.720013223	-21.28666635
247.38	-0.720013133	-21.28668909
247.44	-0.720013041	-21.28671216
247.5	-0.720012948	-21.28673557
247.56	-0.720012854	-21.2867593
247.62	-0.720012759	-21.28678336
247.68	-0.720012662	-21.28680774
247.74	-0.720012564	-21.28683245
247.8	-0.720012465	-21.28685747
247.86	-0.720012364	-21.28688282
247.92	-0.720012262	-21.28690847
247.98	-0.720012159	-21.28693444
248.04	-0.720012055	-21.28696072
248.1	-0.720011949	-21.2869873
248.16	-0.720011843	-21.28701419
248.22	-0.720011735	-21.28704138
248.28	-0.720011626	-21.28706886
248.34	-0.720011516	-21.28709664
248.4	-0.720011404	-21.28712472
248.46	-0.720011292	-21.28715308
248.52	-0.720011178	-21.28718173
248.58	-0.720011063	-21.28721067
248.64	-0.720010947	-21.28723988
248.7	-0.72001083	-21.28726938
248.76	-0.720010712	-21.28729915
248.82	-0.720010593	-21.28732919
248.88	-0.720010473	-21.2873595
248.94	-0.720010351	-21.28739008
249	-0.720010229	-21.28742092
249.06	-0.720010105	-21.28745202
249.12	-0.720009981	-21.28748338
249.18	-0.720009856	-21.28751499
249.24	-0.720009729	-21.28754685
249.3	-0.720009602	-21.28757896
249.36	-0.720009473	-21.28761131
249.42	-0.720009344	-21.2876439
249.48	-0.720009214	-21.28767674
249.54	-0.720009083	-21.2877098
249.6	-0.72000895	-21.2877431
249.66	-0.720008817	-21.28777662
249.72	-0.720008684	-21.28781037
249.78	-0.720008549	-21.28784434
249.84	-0.720008413	-21.28787852
249.9	-0.720008277	-21.28791292
249.96	-0.720008139	-21.28794753
250.02	-0.720008001	-21.28798235
250.08	-0.720007862	-21.28801737
250.14	-0.720007722	-21.28805259
250.2	-0.720007582	-21.288088
250.26	-0.720007441	-21.28812361
250.32	-0.720007299	-21.28815941
250.38	-0.720007156	-21.28819539
250.44	-0.720007012	-21.28823156
250.5	-0.720006868	-21.2882679
250.56	-0.720006723	-21.28830442
250.62	-0.720006578	-21.28834111
250.68	-0.720006431	-21.28837797
250.74	-0.720006285	-21.28841499
250.8	-0.720006137	-21.28845217
250.86	-0.720005989	-21.2884895
250.92	-0.72000584	-21.28852699
250.98	-0.720005691	-21.28856463
251.04	-0.720005541	-21.28860241
251.1	-0.720005391	-21.28864033
251.16	-0.72000524	-21.28867839
251.22	-0.720005088	-21.28871658
251.28	-0.720004936	-21.2887549
251.34	-0.720004783	-21.28879335
251.4	-0.72000463	-21.28883192
251.46	-0.720004477	-21.28887061
251.52	-0.720004323	-21.28890941
251.58	-0.720004169	-21.28894832
251.64	-0.720004014	-21.28898733
251.7	-0.720003859	-21.28902645
251.76	-0.720003703	-21.28906567
251.82	-0.720003547	-21.28910498
251.88	-0.720003391	-21.28914438
251.94	-0.720003234	-21.28918387
252	-0.720003077	-21.28922344
252.06	-0.72000292	-21.28926309
252.12	-0.720002762	-21.28930281
252.18	-0.720002604	-21.2893426
252.24	-0.720002446	-21.28938246
252.3	-0.720002288	-21.28942238
252.36	-0.720002129	-21.28946236
252.42	-0.72000197	-21.28950239
252.48	-0.720001811	-21.28954247
252.54	-0.720001652	-21.2895826
252.6	-0.720001493	-21.28962277
252.66	-0.720001333	-21.28966298
252.72	-0.720001174	-21.28970323
252.78	-0.720001014	-21.2897435
252.84	-0.720000854	-21.2897838
252.9	-0.720000694	-21.28982412
252.96	-0.720000534	-21.28986446
253.02	-0.720000374	-21.28990481
253.08	-0.720000214	-21.28994517
253.14	-0.720000054	-21.28998554
253.2	-0.719999893	-21.29002591
253.26	-0.719999733	-21.29006628
253.32	-0.719999573	-21.29010664
253.38	-0.719999413	-21.29014698
253.44	-0.719999253	-21.29018732
253.5	-0.719999093	-21.29022763
253.56	-0.719998933	-21.29026793
253.62	-0.719998774	-21.29030819
253.68	-0.719998614	-21.29034843
253.74	-0.719998454	-21.29038862
253.8	-0.719998295	-21.29042878
253.86	-0.719998136	-21.2904689
253.92	-0.719997977	-21.29050897
253.98	-0.719997818	-21.29054899
254.04	-0.71999766	-21.29058895
254.1	-0.719997501	-21.29062885
254.16	-0.719997343	-21.29066869
254.22	-0.719997186	-21.29070847
254.28	-0.719997028	-21.29074817
254.34	-0.719996871	-21.29078779
254.4	-0.719996714	-21.29082734
254.46	-0.719996558	-21.2908668
254.52	-0.719996401	-21.29090618
254.58	-0.719996245	-21.29094546
254.64	-0.71999609	-21.29098465
254.7	-0.719995935	-21.29102374
254.76	-0.71999578	-21.29106272
254.82	-0.719995626	-21.2911016
254.88	-0.719995472	-21.29114037
254.94	-0.719995319	-21.29117902
255	-0.719995166	-21.29121756
255.06	-0.719995014	-21.29125597
255.12	-0.719994862	-21.29129425
255.18	-0.71999471	-21.29133241
255.24	-0.71999456	-21.29137043
255.3	-0.719994409	-21.29140831
255.36	-0.71999426	-21.29144605
255.42	-0.719994111	-21.29148365
255.48	-0.719993962	-21.29152109
255.54	-0.719993814	-21.29155838
255.6	-0.719993667	-21.29159552
255.66	-0.71999352	-21.29163249
255.72	-0.719993374	-21.2916693
255.78	-0.719993229	-21.29170594
255.84	-0.719993084	-21.29174241
255.9	-0.71999294	-21.2917787
255.96	-0.719992797	-21.29181481
256.02	-0.719992654	-21.29185074
256.08	-0.719992513	-21.29188649
256.14	-0.719992372	-21.29192204
256.2	-0.719992231	-21.2919574
256.26	-0.719992092	-21.29199256
256.32	-0.719991953	-21.29202753
256.38	-0.719991815	-21.29206228
256.44	-0.719991678	-21.29209683
256.5	-0.719991542	-21.29213117
256.56	-0.719991407	-21.29216529
256.62	-0.719991272	-21.2921992
256.68	-0.719991139	-21.29223288
256.74	-0.719991006	-21.29226634
256.8	-0.719990874	-21.29229957
256.86	-0.719990743	-21.29233257
256.92	-0.719990613	-21.29236533
256.98	-0.719990484	-21.29239786
257.04	-0.719990356	-21.29243014
257.1	-0.719990229	-21.29246218
257.16	-0.719990103	-21.29249397
257.22	-0.719989978	-21.29252551
257.28	-0.719989854	-21.29255679
257.34	-0.719989731	-21.29258782
257.4	-0.719989609	-21.29261858
257.46	-0.719989488	-21.29264908
257.52	-0.719989368	-21.29267932
257.58	-0.719989249	-21.29270928
257.64	-0.719989131	-21.29273897
257.7	-0.719989015	-21.29276839
257.76	-0.719988899	-21.29279752
257.82	-0.719988784	-21.29282637
257.88	-0.719988671	-21.29285494
257.94	-0.719988559	-21.29288322
258	-0.719988448	-21.29291121
258.06	-0.719988338	-21.29293891
258.12	-0.719988229	-21.29296631
258.18	-0.719988122	-21.29299341
258.24	-0.719988016	-21.29302021
258.3	-0.719987911	-21.29304671
258.36	-0.719987807	-21.2930729
258.42	-0.719987704	-21.29309878
258.48	-0.719987603	-21.29312434
258.54	-0.719987503	-21.29314959
258.6	-0.719987404	-21.29317453
258.66	-0.719987306	-21.29319914
258.72	-0.71998721	-21.29322343
258.78	-0.719987115	-21.2932474
258.84	-0.719987021	-21.29327104
258.9	-0.719986928	-21.29329435
258.96	-0.719986837	-21.29331732
259.02	-0.719986748	-21.29333997
259.08	-0.719986659	-21.29336227
259.14	-0.719986572	-21.29338424
259.2	-0.719986486	-21.29340587
259.26	-0.719986402	-21.29342715
259.32	-0.719986319	-21.29344809
259.38	-0.719986237	-21.29346867
259.44	-0.719986157	-21.29348891
259.5	-0.719986078	-21.2935088
259.56	-0.719986001	-21.29352834
259.62	-0.719985924	-21.29354752
259.68	-0.71998585	-21.29356634
259.74	-0.719985777	-21.2935848
259.8	-0.719985705	-21.2936029
259.86	-0.719985635	-21.29362064
259.92	-0.719985566	-21.29363801
259.98	-0.719985498	-21.29365502
260.04	-0.719985432	-21.29367165
260.1	-0.719985368	-21.29368792
260.16	-0.719985305	-21.29370381
260.22	-0.719985243	-21.29371934
260.28	-0.719985183	-21.29373448
260.34	-0.719985125	-21.29374925
260.4	-0.719985068	-21.29376365
260.46	-0.719985012	-21.29377766
260.52	-0.719984958	-21.29379129
260.58	-0.719984905	-21.29380454
260.64	-0.719984854	-21.29381741
260.7	-0.719984805	-21.29382989
260.76	-0.719984757	-21.29384199
260.82	-0.719984711	-21.2938537
260.88	-0.719984666	-21.29386502
260.94	-0.719984622	-21.29387595
261	-0.719984581	-21.29388649
261.06	-0.71998454	-21.29389663
261.12	-0.719984502	-21.29390639
261.18	-0.719984465	-21.29391575
261.24	-0.719984429	-21.29392472
261.3	-0.719984395	-21.29393329
261.36	-0.719984363	-21.29394146
261.42	-0.719984332	-21.29394924
261.48	-0.719984303	-21.29395662
261.54	-0.719984275	-21.2939636
261.6	-0.719984249	-21.29397018
261.66	-0.719984224	-21.29397636
261.72	-0.719984202	-21.29398214
261.78	-0.71998418	-21.29398752
261.84	-0.719984161	-21.2939925
261.9	-0.719984142	-21.29399707
261.96	-0.719984126	-21.29400124
262.02	-0.719984111	-21.29400501
262.08	-0.719984098	-21.29400837
262.14	-0.719984086	-21.29401133
262.2	-0.719984076	-21.29401389
262.26	-0.719984067	-21.29401604
262.32	-0.71998406	-21.29401779
262.38	-0.719984055	-21.29401913
262.44	-0.719984052	-21.29402006
262.5	-0.719984049	-21.29402059
262.56	-0.719984049	-21.29402072
262.62	-0.71998405	-21.29402044
262.68	-0.719984053	-21.29401975
262.74	-0.719984057	-21.29401866
262.8	-0.719984063	-21.29401717
262.86	-0.719984071	-21.29401527
262.92	-0.71998408	-21.29401296
262.98	-0.719984091	-21.29401025
263.04	-0.719984103	-21.29400714
263.1	-0.719984117	-21.29400362
263.16	-0.719984133	-21.2939997
263.22	-0.71998415	-21.29399538
263.28	-0.719984169	-21.29399065
263.34	-0.719984189	-21.29398552
263.4	-0.719984211	-21.29397999
263.46	-0.719984235	-21.29397406
263.52	-0.71998426	-21.29396772
263.58	-0.719984287	-21.29396099
263.64	-0.719984315	-21.29395386
263.7	-0.719984345	-21.29394633
263.76	-0.719984376	-21.2939384
263.82	-0.719984409	-21.29393007
263.88	-0.719984444	-21.29392135
263.94	-0.71998448	-21.29391224
264	-0.719984518	-21.29390272
264.06	-0.719984557	-21.29389282
264.12	-0.719984598	-21.29388252
264.18	-0.719984641	-21.29387183
264.24	-0.719984685	-21.29386076
264.3	-0.71998473	-21.29384929
264.36	-0.719984777	-21.29383743
264.42	-0.719984826	-21.29382519
264.48	-0.719984876	-21.29381256
264.54	-0.719984928	-21.29379955
264.6	-0.719984981	-21.29378615
264.66	-0.719985036	-21.29377237
264.72	-0.719985092	-21.29375822
264.78	-0.719985149	-21.29374368
264.84	-0.719985209	-21.29372877
264.9	-0.719985269	-21.29371348
264.96	-0.719985332	-21.29369781
265.02	-0.719985395	-21.29368178
265.08	-0.71998546	-21.29366537
265.14	-0.719985527	-21.29364859
265.2	-0.719985595	-21.29363145
265.26	-0.719985664	-21.29361393
265.32	-0.719985735	-21.29359606
265.38	-0.719985808	-21.29357782
265.44	-0.719985882	-21.29355922
265.5	-0.719985957	-21.29354027
265.56	-0.719986034	-21.29352095
265.62	-0.719986112	-21.29350128
265.68	-0.719986191	-21.29348126
265.74	-0.719986272	-21.29346089
265.8	-0.719986354	-21.29344017
265.86	-0.719986438	-21.2934191
265.92	-0.719986523	-21.29339768
265.98	-0.719986609	-21.29337593
266.04	-0.719986697	-21.29335383
266.1	-0.719986786	-21.2933314
266.16	-0.719986876	-21.29330863
266.22	-0.719986968	-21.29328552
266.28	-0.719987061	-21.29326209
266.34	-0.719987155	-21.29323833
266.4	-0.719987251	-21.29321424
266.46	-0.719987348	-21.29318982
266.52	-0.719987446	-21.29316509
266.58	-0.719987545	-21.29314003
266.64	-0.719987646	-21.29311466
266.7	-0.719987748	-21.29308898
266.76	-0.719987851	-21.29306298
266.82	-0.719987955	-21.29303668
266.88	-0.719988061	-21.29301006
266.94	-0.719988168	-21.29298315
267	-0.719988276	-21.29295593
267.06	-0.719988385	-21.29292842
267.12	-0.719988495	-21.29290061
267.18	-0.719988607	-21.29287251
267.24	-0.719988719	-21.29284412
267.3	-0.719988833	-21.29281544
267.36	-0.719988948	-21.29278648
267.42	-0.719989064	-21.29275724
267.48	-0.719989181	-21.29272772
267.54	-0.7199893	-21.29269793
267.6	-0.719989419	-21.29266786
267.66	-0.719989539	-21.29263753
267.72	-0.719989661	-21.29260692
267.78	-0.719989783	-21.29257606
267.84	-0.719989907	-21.29254494
267.9	-0.719990031	-21.29251356
267.96	-0.719990157	-21.29248192
268.02	-0.719990283	-21.29245004
268.08	-0.719990411	-21.29241791
268.14	-0.719990539	-21.29238553
268.2	-0.719990669	-21.29235292
268.26	-0.719990799	-21.29232007
268.32	-0.71999093	-21.29228698
268.38	-0.719991062	-21.29225366
268.44	-0.719991195	-21.29222012
268.5	-0.719991329	-21.29218635
268.56	-0.719991464	-21.29215237
268.62	-0.7199916	-21.29211816
268.68	-0.719991737	-21.29208374
268.74	-0.719991874	-21.29204911
268.8	-0.719992012	-21.29201428
268.86	-0.719992151	-21.29197924
268.92	-0.719992291	-21.291944
268.98	-0.719992432	-21.29190857
269.04	-0.719992573	-21.29187294
269.1	-0.719992715	-21.29183713
269.16	-0.719992858	-21.29180113
269.22	-0.719993002	-21.29176495
269.28	-0.719993146	-21.29172859
269.34	-0.719993291	-21.29169206
269.4	-0.719993436	-21.29165535
269.46	-0.719993583	-21.29161848
269.52	-0.71999373	-21.29158145
269.58	-0.719993877	-21.29154425
269.64	-0.719994025	-21.29150691
269.7	-0.719994174	-21.2914694
269.76	-0.719994323	-21.29143176
269.82	-0.719994473	-21.29139396
269.88	-0.719994624	-21.29135603
269.94	-0.719994775	-21.29131796
270	-0.719994927	-21.29127975
270.06	-0.719995079	-21.29124142
270.12	-0.719995231	-21.29120296
270.18	-0.719995384	-21.29116439
270.24	-0.719995538	-21.29112569
270.3	-0.719995692	-21.29108688
270.36	-0.719995846	-21.29104796
270.42	-0.719996001	-21.29100894
270.48	-0.719996156	-21.29096981
270.54	-0.719996312	-21.29093059
270.6	-0.719996468	-21.29089127
270.66	-0.719996624	-21.29085186
270.72	-0.719996781	-21.29081237
270.78	-0.719996938	-21.29077279
270.84	-0.719997095	-21.29073314
270.9	-0.719997253	-21.29069341
270.96	-0.719997411	-21.29065361
271.02	-0.719997569	-21.29061375
271.08	-0.719997727	-21.29057382
271.14	-0.719997886	-21.29053384
271.2	-0.719998045	-21.29049381
271.26	-0.719998204	-21.29045372
271.32	-0.719998363	-21.29041359
271.38	-0.719998522	-21.29037341
271.44	-0.719998682	-21.2903332
271.5	-0.719998842	-21.29029296
271.56	-0.719999001	-21.29025268
271.62	-0.719999161	-21.29021238
271.68	-0.719999321	-21.29017206
271.74	-0.719999481	-21.29013172
271.8	-0.719999641	-21.29009137
271.86	-0.719999801	-21.29005101
271.92	-0.719999962	-21.29001064
271.98	-0.720000122	-21.28997028
272.04	-0.720000282	-21.28992991
272.1	-0.720000442	-21.28988955
272.16	-0.720000602	-21.28984921
272.22	-0.720000762	-21.28980888
272.28	-0.720000922	-21.28976856
272.34	-0.720001082	-21.28972828
272.4	-0.720001241	-21.28968802
272.46	-0.720001401	-21.28964779
272.52	-0.720001561	-21.28960759
272.58	-0.72000172	-21.28956744
272.64	-0.720001879	-21.28952733
272.7	-0.720002038	-21.28948726
272.76	-0.720002197	-21.28944725
272.82	-0.720002355	-21.2894073
272.88	-0.720002513	-21.2893674
272.94	-0.720002671	-21.28932757
273	-0.720002829	-21.2892878
273.06	-0.720002987	-21.28924811
273.12	-0.720003144	-21.28920849
273.18	-0.720003301	-21.28916896
273.24	-0.720003457	-21.2891295
273.3	-0.720003613	-21.28909014
273.36	-0.720003769	-21.28905087
273.42	-0.720003925	-21.28901169
273.48	-0.72000408	-21.28897261
273.54	-0.720004234	-21.28893363
273.6	-0.720004388	-21.28889477
273.66	-0.720004542	-21.28885601
273.72	-0.720004695	-21.28881737
273.78	-0.720004848	-21.28877885
273.84	-0.720005	-21.28874045
273.9	-0.720005152	-21.28870218
273.96	-0.720005304	-21.28866404
274.02	-0.720005454	-21.28862603
274.08	-0.720005605	-21.28858817
274.14	-0.720005754	-21.28855044
274.2	-0.720005903	-21.28851286
274.26	-0.720006052	-21.28847543
274.32	-0.7200062	-21.28843816
274.38	-0.720006347	-21.28840104
274.44	-0.720006493	-21.28836408
274.5	-0.720006639	-21.28832729
274.56	-0.720006785	-21.28829067
274.62	-0.720006929	-21.28825422
274.68	-0.720007073	-21.28821794
274.74	-0.720007216	-21.28818185
274.8	-0.720007359	-21.28814594
274.86	-0.720007501	-21.28811021
274.92	-0.720007641	-21.28807468
274.98	-0.720007782	-21.28803934
275.04	-0.720007921	-21.28800419
275.1	-0.72000806	-21.28796925
275.16	-0.720008197	-21.28793452
275.22	-0.720008334	-21.28789999
275.28	-0.720008471	-21.28786567
275.34	-0.720008606	-21.28783157
275.4	-0.72000874	-21.28779769
275.46	-0.720008874	-21.28776402
275.52	-0.720009006	-21.28773059
275.58	-0.720009138	-21.28769738
275.64	-0.720009269	-21.28766441
275.7	-0.720009399	-21.28763167
275.76	-0.720009528	-21.28759917
275.82	-0.720009656	-21.28756691
275.88	-0.720009783	-21.28753489
275.94	-0.720009909	-21.28750313
276	-0.720010034	-21.28747162
276.06	-0.720010158	-21.28744036
276.12	-0.720010281	-21.28740936
276.18	-0.720010402	-21.28737862
276.24	-0.720010523	-21.28734814
276.3	-0.720010643	-21.28731794
276.36	-0.720010762	-21.287288
276.42	-0.72001088	-21.28725834
276.48	-0.720010996	-21.28722895
276.54	-0.720011112	-21.28719984
276.6	-0.720011226	-21.28717101
276.66	-0.720011339	-21.28714247
276.72	-0.720011451	-21.28711422
276.78	-0.720011562	-21.28708626
276.84	-0.720011672	-21.28705859
276.9	-0.72001178	-21.28703122
276.96	-0.720011888	-21.28700415
277.02	-0.720011994	-21.28697738
277.08	-0.720012099	-21.28695091
277.14	-0.720012203	-21.28692475
277.2	-0.720012305	-21.2868989
277.26	-0.720012406	-21.28687337
277.32	-0.720012506	-21.28684815
277.38	-0.720012605	-21.28682325
277.44	-0.720012703	-21.28679866
277.5	-0.720012799	-21.2867744
277.56	-0.720012894	-21.28675047
277.62	-0.720012987	-21.28672686
277.68	-0.72001308	-21.28670358
277.74	-0.720013171	-21.28668064
277.8	-0.72001326	-21.28665803
277.86	-0.720013349	-21.28663576
277.92	-0.720013436	-21.28661382
277.98	-0.720013521	-21.28659223
278.04	-0.720013606	-21.28657098
278.1	-0.720013688	-21.28655008
278.16	-0.72001377	-21.28652952
278.22	-0.72001385	-21.28650931
278.28	-0.720013929	-21.28648946
278.34	-0.720014006	-21.28646996
278.4	-0.720014082	-21.28645082
278.46	-0.720014157	-21.28643203
278.52	-0.72001423	-21.2864136
278.58	-0.720014301	-21.28639554
278.64	-0.720014372	-21.28637783
278.7	-0.72001444	-21.2863605
278.76	-0.720014508	-21.28634353
278.82	-0.720014573	-21.28632693
278.88	-0.720014638	-21.28631069
278.94	-0.720014701	-21.28629483
279	-0.720014762	-21.28627935
279.06	-0.720014822	-21.28626424
279.12	-0.72001488	-21.2862495
279.18	-0.720014937	-21.28623515
279.24	-0.720014993	-21.28622117
279.3	-0.720015047	-21.28620757
279.36	-0.720015099	-21.28619436
279.42	-0.72001515	-21.28618153
279.48	-0.720015199	-21.28616909
279.54	-0.720015247	-21.28615703
279.6	-0.720015293	-21.28614536
279.66	-0.720015338	-21.28613407
279.72	-0.720015381	-21.28612318
279.78	-0.720015423	-21.28611268
279.84	-0.720015463	-21.28610257
279.9	-0.720015501	-21.28609285
279.96	-0.720015538	-21.28608352
