Time (s)            Body0_x (m)     Body0_y (m)     Body0_z (m)     Body1_x (m)     Body1_y (m)     Body1_z (m)     
344.34              -7.0609         0.0000          -0.7147         -7.0452         0.0000          -21.2674        
344.40              -7.0637         0.0000          -0.7165         -7.0458         0.0000          -21.2672        
344.46              -7.0665         0.0000          -0.7183         -7.0464         0.0000          -21.2671        
344.52              -7.0693         0.0000          -0.7202         -7.0471         0.0000          -21.2669        
344.58              -7.0721         0.0000          -0.7220         -7.0478         0.0000          -21.2668        
344.64              -7.0750         0.0000          -0.7238         -7.0486         0.0000          -21.2667        
344.70              -7.0780         0.0000          -0.7257         -7.0493         0.0000          -21.2666        
344.76              -7.0810         0.0000          -0.7275         -7.0501         0.0000          -21.2665        
344.82              -7.0840         0.0000          -0.7293         -7.0510         0.0000          -21.2665        
344.88              -7.0870         0.0000          -0.7311         -7.0519         0.0000          -21.2665        
344.94              -7.0901         0.0000          -0.7329         -7.0528         0.0000          -21.2666        
345.00              -7.0932         0.0000          -0.7347         -7.0538         0.0000          -21.2666        
345.06              -7.0963         0.0000          -0.7365         -7.0547         0.0000          -21.2667        
345.12              -7.0995         0.0000          -0.7382         -7.0558         0.0000          -21.2669        
345.18              -7.1026         0.0000          -0.7399         -7.0568         0.0000          -21.2670        
345.24              -7.1058         0.0000          -0.7416         -7.0579         0.0000          -21.2672        
345.30              -7.1090         0.0000          -0.7433         -7.0591         0.0000          -21.2674        
345.36              -7.1123         0.0000          -0.7449         -7.0603         0.0000          -21.2676        
345.42              -7.1155         0.0000          -0.7466         -7.0615         0.0000          -21.2679        
345.48              -7.1188         0.0000          -0.7481         -7.0627         0.0000          -21.2682        
345.54              -7.1220         0.0000          -0.7497         -7.0640         0.0000          -21.2685        
345.60              -7.1253         0.0000          -0.7512         -7.0653         0.0000          -21.2688        
345.66              -7.1286         0.0000          -0.7527         -7.0666         0.0000          -21.2692        
345.72              -7.1319         0.0000          -0.7541         -7.0680         0.0000          -21.2695        
345.78              -7.1352         0.0000          -0.7555         -7.0694         0.0000          -21.2699        
345.84              -7.1385         0.0000          -0.7569         -7.0708         0.0000          -21.2704        
345.90              -7.1418         0.0000          -0.7582         -7.0723         0.0000          -21.2708        
345.96              -7.1450         0.0000          -0.7595         -7.0738         0.0000          -21.2713        
346.02              -7.1483         0.0000          -0.7607         -7.0753         0.0000          -21.2718        
346.08              -7.1516         0.0000          -0.7619         -7.0769         0.0000          -21.2723        
346.14              -7.1548         0.0000          -0.7630         -7.0784         0.0000          -21.2729        
346.20              -7.1581         0.0000          -0.7641         -7.0801         0.0000          -21.2734        
346.26              -7.1613         0.0000          -0.7651         -7.0817         0.0000          -21.2740        
346.32              -7.1645         0.0000          -0.7661         -7.0834         0.0000          -21.2746        
346.38              -7.1677         0.0000          -0.7670         -7.0850         0.0000          -21.2752        
346.44              -7.1709         0.0000          -0.7679         -7.0868         0.0000          -21.2759        
346.50              -7.1740         0.0000          -0.7687         -7.0885         0.0000          -21.2765        
346.56              -7.1772         0.0000          -0.7695         -7.0902         0.0000          -21.2772        
346.62              -7.1803         0.0000          -0.7702         -7.0920         0.0000          -21.2779        
346.68              -7.1833         0.0000          -0.7708         -7.0938         0.0000          -21.2786        
346.74              -7.1863         0.0000          -0.7714         -7.0957         0.0000          -21.2793        
346.80              -7.1893         0.0000          -0.7719         -7.0975         0.0000          -21.2800        
346.86              -7.1923         0.0000          -0.7723         -7.0994         0.0000          -21.2808        
346.92              -7.1952         0.0000          -0.7727         -7.1012         0.0000          -21.2815        
346.98              -7.1981         0.0000          -0.7731         -7.1031         0.0000          -21.2823        
347.04              -7.2009         0.0000          -0.7733         -7.1051         0.0000          -21.2831        
347.10              -7.2037         0.0000          -0.7735         -7.1070         0.0000          -21.2839        
347.16              -7.2064         0.0000          -0.7737         -7.1089         0.0000          -21.2846        
347.22              -7.2091         0.0000          -0.7738         -7.1109         0.0000          -21.2854        
347.28              -7.2118         0.0000          -0.7738         -7.1129         0.0000          -21.2862        
347.34              -7.2143         0.0000          -0.7737         -7.1148         0.0000          -21.2870        
347.40              -7.2169         0.0000          -0.7736         -7.1168         0.0000          -21.2879        
347.46              -7.2193         0.0000          -0.7735         -7.1188         0.0000          -21.2887        
347.52              -7.2218         0.0000          -0.7732         -7.1209         0.0000          -21.2895        
347.58              -7.2241         0.0000          -0.7729         -7.1229         0.0000          -21.2903        
347.64              -7.2264         0.0000          -0.7726         -7.1249         0.0000          -21.2911        
347.70              -7.2286         0.0000          -0.7721         -7.1270         0.0000          -21.2919        
347.76              -7.2308         0.0000          -0.7717         -7.1290         0.0000          -21.2927        
347.82              -7.2329         0.0000          -0.7711         -7.1310         0.0000          -21.2936        
347.88              -7.2350         0.0000          -0.7705         -7.1331         0.0000          -21.2944        
347.94              -7.2369         0.0000          -0.7699         -7.1352         0.0000          -21.2952        
348.00              -7.2388         0.0000          -0.7691         -7.1372         0.0000          -21.2960        
348.06              -7.2406         0.0000          -0.7684         -7.1393         0.0000          -21.2968        
348.12              -7.2424         0.0000          -0.7675         -7.1414         0.0000          -21.2975        
348.18              -7.2441         0.0000          -0.7666         -7.1434         0.0000          -21.2983        
348.24              -7.2457         0.0000          -0.7657         -7.1455         0.0000          -21.2991        
348.30              -7.2472         0.0000          -0.7647         -7.1476         0.0000          -21.2998        
348.36              -7.2487         0.0000          -0.7636         -7.1496         0.0000          -21.3006        
348.42              -7.2501         0.0000          -0.7625         -7.1517         0.0000          -21.3013        
348.48              -7.2514         0.0000          -0.7614         -7.1537         0.0000          -21.3020        
348.54              -7.2526         0.0000          -0.7602         -7.1558         0.0000          -21.3027        
348.60              -7.2537         0.0000          -0.7589         -7.1578         0.0000          -21.3034        
348.66              -7.2548         0.0000          -0.7576         -7.1599         0.0000          -21.3041        
348.72              -7.2558         0.0000          -0.7563         -7.1619         0.0000          -21.3048        
348.78              -7.2567         0.0000          -0.7549         -7.1640         0.0000          -21.3054        
348.84              -7.2576         0.0000          -0.7535         -7.1660         0.0000          -21.3060        
348.90              -7.2583         0.0000          -0.7520         -7.1680         0.0000          -21.3066        
348.96              -7.2590         0.0000          -0.7505         -7.1700         0.0000          -21.3072        
349.02              -7.2596         0.0000          -0.7490         -7.1720         0.0000          -21.3078        
349.08              -7.2601         0.0000          -0.7474         -7.1740         0.0000          -21.3084        
349.14              -7.2606         0.0000          -0.7458         -7.1760         0.0000          -21.3089        
349.20              -7.2609         0.0000          -0.7442         -7.1779         0.0000          -21.3094        
349.26              -7.2612         0.0000          -0.7425         -7.1799         0.0000          -21.3099        
349.32              -7.2614         0.0000          -0.7408         -7.1819         0.0000          -21.3103        
349.38              -7.2616         0.0000          -0.7391         -7.1838         0.0000          -21.3108        
349.44              -7.2616         0.0000          -0.7374         -7.1857         0.0000          -21.3112        
349.50              -7.2616         0.0000          -0.7356         -7.1876         0.0000          -21.3116        
349.56              -7.2615         0.0000          -0.7338         -7.1895         0.0000          -21.3119        
349.62              -7.2613         0.0000          -0.7321         -7.1914         0.0000          -21.3123        
349.68              -7.2611         0.0000          -0.7303         -7.1933         0.0000          -21.3126        
349.74              -7.2608         0.0000          -0.7284         -7.1951         0.0000          -21.3129        
349.80              -7.2604         0.0000          -0.7266         -7.1970         0.0000          -21.3132        
349.86              -7.2599         0.0000          -0.7248         -7.1988         0.0000          -21.3134        
349.92              -7.2594         0.0000          -0.7229         -7.2006         0.0000          -21.3136        
349.98              -7.2588         0.0000          -0.7211         -7.2024         0.0000          -21.3138        
350.04              -7.2582         0.0000          -0.7193         -7.2042         0.0000          -21.3139        
350.10              -7.2575         0.0000          -0.7174         -7.2060         0.0000          -21.3141        
350.16              -7.2567         0.0000          -0.7156         -7.2077         0.0000          -21.3142        
350.22              -7.2559         0.0000          -0.7137         -7.2095         0.0000          -21.3142        
350.28              -7.2550         0.0000          -0.7119         -7.2112         0.0000          -21.3143        
350.34              -7.2540         0.0000          -0.7101         -7.2129         0.0000          -21.3143        
350.40              -7.2530         0.0000          -0.7083         -7.2146         0.0000          -21.3143        
350.46              -7.2519         0.0000          -0.7065         -7.2162         0.0000          -21.3143        
350.52              -7.2508         0.0000          -0.7047         -7.2179         0.0000          -21.3142        
350.58              -7.2497         0.0000          -0.7030         -7.2195         0.0000          -21.3141        
350.64              -7.2485         0.0000          -0.7012         -7.2212         0.0000          -21.3140        
350.70              -7.2472         0.0000          -0.6995         -7.2228         0.0000          -21.3138        
350.76              -7.2459         0.0000          -0.6978         -7.2244         0.0000          -21.3136        
350.82              -7.2446         0.0000          -0.6962         -7.2260         0.0000          -21.3134        
350.88              -7.2432         0.0000          -0.6945         -7.2275         0.0000          -21.3132        
350.94              -7.2418         0.0000          -0.6929         -7.2291         0.0000          -21.3130        
351.00              -7.2403         0.0000          -0.6913         -7.2306         0.0000          -21.3127        
351.06              -7.2389         0.0000          -0.6898         -7.2321         0.0000          -21.3124        
351.12              -7.2373         0.0000          -0.6883         -7.2336         0.0000          -21.3120        
351.18              -7.2358         0.0000          -0.6868         -7.2351         0.0000          -21.3117        
351.24              -7.2343         0.0000          -0.6854         -7.2366         0.0000          -21.3113        
351.30              -7.2327         0.0000          -0.6840         -7.2380         0.0000          -21.3109        
351.36              -7.2311         0.0000          -0.6827         -7.2395         0.0000          -21.3104        
351.42              -7.2295         0.0000          -0.6814         -7.2409         0.0000          -21.3100        
351.48              -7.2278         0.0000          -0.6801         -7.2423         0.0000          -21.3095        
351.54              -7.2262         0.0000          -0.6789         -7.2437         0.0000          -21.3090        
351.60              -7.2246         0.0000          -0.6777         -7.2451         0.0000          -21.3085        
351.66              -7.2229         0.0000          -0.6766         -7.2465         0.0000          -21.3079        
351.72              -7.2213         0.0000          -0.6756         -7.2478         0.0000          -21.3074        
351.78              -7.2196         0.0000          -0.6746         -7.2492         0.0000          -21.3068        
351.84              -7.2179         0.0000          -0.6736         -7.2505         0.0000          -21.3062        
351.90              -7.2163         0.0000          -0.6727         -7.2519         0.0000          -21.3056        
351.96              -7.2147         0.0000          -0.6719         -7.2532         0.0000          -21.3049        
352.02              -7.2130         0.0000          -0.6711         -7.2545         0.0000          -21.3043        
352.08              -7.2114         0.0000          -0.6704         -7.2558         0.0000          -21.3036        
352.14              -7.2098         0.0000          -0.6697         -7.2571         0.0000          -21.3029        
352.20              -7.2082         0.0000          -0.6691         -7.2583         0.0000          -21.3022        
352.26              -7.2067         0.0000          -0.6685         -7.2596         0.0000          -21.3015        
352.32              -7.2051         0.0000          -0.6680         -7.2609         0.0000          -21.3008        
352.38              -7.2036         0.0000          -0.6676         -7.2621         0.0000          -21.3000        
352.44              -7.2022         0.0000          -0.6672         -7.2633         0.0000          -21.2993        
352.50              -7.2007         0.0000          -0.6669         -7.2646         0.0000          -21.2985        
352.56              -7.1993         0.0000          -0.6667         -7.2658         0.0000          -21.2977        
352.62              -7.1979         0.0000          -0.6665         -7.2670         0.0000          -21.2969        
352.68              -7.1966         0.0000          -0.6664         -7.2682         0.0000          -21.2962        
352.74              -7.1953         0.0000          -0.6663         -7.2694         0.0000          -21.2954        
352.80              -7.1940         0.0000          -0.6663         -7.2706         0.0000          -21.2946        
352.86              -7.1928         0.0000          -0.6664         -7.2718         0.0000          -21.2938        
352.92              -7.1917         0.0000          -0.6665         -7.2730         0.0000          -21.2929        
352.98              -7.1906         0.0000          -0.6667         -7.2742         0.0000          -21.2921        
353.04              -7.1895         0.0000          -0.6670         -7.2754         0.0000          -21.2913        
353.10              -7.1885         0.0000          -0.6673         -7.2765         0.0000          -21.2905        
353.16              -7.1876         0.0000          -0.6677         -7.2777         0.0000          -21.2897        
353.22              -7.1867         0.0000          -0.6681         -7.2789         0.0000          -21.2889        
353.28              -7.1859         0.0000          -0.6686         -7.2800         0.0000          -21.2881        
353.34              -7.1851         0.0000          -0.6692         -7.2812         0.0000          -21.2873        
353.40              -7.1844         0.0000          -0.6698         -7.2824         0.0000          -21.2865        
353.46              -7.1838         0.0000          -0.6705         -7.2835         0.0000          -21.2857        
353.52              -7.1832         0.0000          -0.6712         -7.2847         0.0000          -21.2849        
353.58              -7.1828         0.0000          -0.6720         -7.2858         0.0000          -21.2841        
353.64              -7.1823         0.0000          -0.6729         -7.2870         0.0000          -21.2833        
353.70              -7.1820         0.0000          -0.6738         -7.2881         0.0000          -21.2825        
353.76              -7.1817         0.0000          -0.6747         -7.2893         0.0000          -21.2818        
353.82              -7.1816         0.0000          -0.6758         -7.2904         0.0000          -21.2810        
353.88              -7.1815         0.0000          -0.6768         -7.2916         0.0000          -21.2803        
353.94              -7.1814         0.0000          -0.6779         -7.2927         0.0000          -21.2795        
354.00              -7.1815         0.0000          -0.6791         -7.2939         0.0000          -21.2788        
354.06              -7.1816         0.0000          -0.6803         -7.2950         0.0000          -21.2781        
354.12              -7.1818         0.0000          -0.6816         -7.2962         0.0000          -21.2774        
354.18              -7.1821         0.0000          -0.6829         -7.2973         0.0000          -21.2768        
354.24              -7.1825         0.0000          -0.6842         -7.2985         0.0000          -21.2761        
354.30              -7.1830         0.0000          -0.6856         -7.2996         0.0000          -21.2755        
354.36              -7.1835         0.0000          -0.6871         -7.3008         0.0000          -21.2749        
354.42              -7.1842         0.0000          -0.6885         -7.3020         0.0000          -21.2743        
354.48              -7.1849         0.0000          -0.6900         -7.3031         0.0000          -21.2737        
354.54              -7.1857         0.0000          -0.6916         -7.3043         0.0000          -21.2731        
354.60              -7.1866         0.0000          -0.6932         -7.3054         0.0000          -21.2726        
354.66              -7.1876         0.0000          -0.6948         -7.3066         0.0000          -21.2720        
354.72              -7.1887         0.0000          -0.6964         -7.3078         0.0000          -21.2715        
354.78              -7.1899         0.0000          -0.6981         -7.3089         0.0000          -21.2711        
354.84              -7.1911         0.0000          -0.6997         -7.3101         0.0000          -21.2706        
354.90              -7.1925         0.0000          -0.7015         -7.3113         0.0000          -21.2702        
354.96              -7.1939         0.0000          -0.7032         -7.3125         0.0000          -21.2698        
355.02              -7.1954         0.0000          -0.7050         -7.3136         0.0000          -21.2694        
355.08              -7.1971         0.0000          -0.7067         -7.3148         0.0000          -21.2690        
355.14              -7.1987         0.0000          -0.7085         -7.3160         0.0000          -21.2687        
355.20              -7.2005         0.0000          -0.7103         -7.3172         0.0000          -21.2684        
355.26              -7.2024         0.0000          -0.7121         -7.3183         0.0000          -21.2681        
355.32              -7.2044         0.0000          -0.7139         -7.3195         0.0000          -21.2678        
355.38              -7.2064         0.0000          -0.7158         -7.3207         0.0000          -21.2676        
355.44              -7.2085         0.0000          -0.7176         -7.3219         0.0000          -21.2674        
355.50              -7.2107         0.0000          -0.7194         -7.3231         0.0000          -21.2672        
355.56              -7.2130         0.0000          -0.7213         -7.3243         0.0000          -21.2671        
355.62              -7.2154         0.0000          -0.7231         -7.3255         0.0000          -21.2670        
355.68              -7.2178         0.0000          -0.7249         -7.3266         0.0000          -21.2669        
355.74              -7.2203         0.0000          -0.7268         -7.3278         0.0000          -21.2668        
355.80              -7.2229         0.0000          -0.7286         -7.3290         0.0000          -21.2668        
355.86              -7.2256         0.0000          -0.7304         -7.3302         0.0000          -21.2668        
355.92              -7.2284         0.0000          -0.7322         -7.3314         0.0000          -21.2668        
355.98              -7.2312         0.0000          -0.7340         -7.3326         0.0000          -21.2668        
356.04              -7.2341         0.0000          -0.7357         -7.3337         0.0000          -21.2669        
356.10              -7.2370         0.0000          -0.7375         -7.3349         0.0000          -21.2670        
356.16              -7.2401         0.0000          -0.7392         -7.3361         0.0000          -21.2671        
356.22              -7.2432         0.0000          -0.7409         -7.3373         0.0000          -21.2673        
356.28              -7.2463         0.0000          -0.7426         -7.3384         0.0000          -21.2675        
356.34              -7.2495         0.0000          -0.7442         -7.3396         0.0000          -21.2677        
356.40              -7.2528         0.0000          -0.7459         -7.3408         0.0000          -21.2679        
356.46              -7.2562         0.0000          -0.7475         -7.3419         0.0000          -21.2682        
356.52              -7.2595         0.0000          -0.7490         -7.3431         0.0000          -21.2685        
356.58              -7.2630         0.0000          -0.7505         -7.3443         0.0000          -21.2688        
356.64              -7.2665         0.0000          -0.7520         -7.3454         0.0000          -21.2692        
356.70              -7.2700         0.0000          -0.7535         -7.3465         0.0000          -21.2695        
356.76              -7.2736         0.0000          -0.7549         -7.3477         0.0000          -21.2699        
356.82              -7.2773         0.0000          -0.7563         -7.3488         0.0000          -21.2703        
356.88              -7.2809         0.0000          -0.7576         -7.3499         0.0000          -21.2708        
356.94              -7.2847         0.0000          -0.7589         -7.3510         0.0000          -21.2712        
357.00              -7.2884         0.0000          -0.7601         -7.3521         0.0000          -21.2717        
357.06              -7.2922         0.0000          -0.7613         -7.3532         0.0000          -21.2722        
357.12              -7.2960         0.0000          -0.7625         -7.3543         0.0000          -21.2728        
357.18              -7.2999         0.0000          -0.7636         -7.3554         0.0000          -21.2733        
357.24              -7.3037         0.0000          -0.7646         -7.3565         0.0000          -21.2739        
357.30              -7.3077         0.0000          -0.7656         -7.3576         0.0000          -21.2745        
357.36              -7.3116         0.0000          -0.7666         -7.3586         0.0000          -21.2751        
357.42              -7.3155         0.0000          -0.7674         -7.3596         0.0000          -21.2757        
357.48              -7.3195         0.0000          -0.7683         -7.3607         0.0000          -21.2764        
357.54              -7.3234         0.0000          -0.7690         -7.3617         0.0000          -21.2770        
357.60              -7.3274         0.0000          -0.7698         -7.3627         0.0000          -21.2777        
357.66              -7.3314         0.0000          -0.7704         -7.3637         0.0000          -21.2784        
357.72              -7.3354         0.0000          -0.7710         -7.3647         0.0000          -21.2791        
357.78              -7.3394         0.0000          -0.7716         -7.3657         0.0000          -21.2798        
357.84              -7.3434         0.0000          -0.7720         -7.3666         0.0000          -21.2805        
357.90              -7.3474         0.0000          -0.7725         -7.3676         0.0000          -21.2813        
357.96              -7.3514         0.0000          -0.7728         -7.3685         0.0000          -21.2820        
358.02              -7.3554         0.0000          -0.7731         -7.3694         0.0000          -21.2828        
358.08              -7.3594         0.0000          -0.7733         -7.3703         0.0000          -21.2836        
358.14              -7.3633         0.0000          -0.7735         -7.3712         0.0000          -21.2844        
358.20              -7.3673         0.0000          -0.7736         -7.3721         0.0000          -21.2851        
358.26              -7.3712         0.0000          -0.7737         -7.3730         0.0000          -21.2859        
358.32              -7.3751         0.0000          -0.7736         -7.3738         0.0000          -21.2867        
358.38              -7.3790         0.0000          -0.7736         -7.3746         0.0000          -21.2875        
358.44              -7.3829         0.0000          -0.7734         -7.3755         0.0000          -21.2884        
358.50              -7.3867         0.0000          -0.7732         -7.3763         0.0000          -21.2892        
358.56              -7.3905         0.0000          -0.7729         -7.3770         0.0000          -21.2900        
358.62              -7.3943         0.0000          -0.7726         -7.3778         0.0000          -21.2908        
358.68              -7.3980         0.0000          -0.7722         -7.3786         0.0000          -21.2916        
358.74              -7.4017         0.0000          -0.7718         -7.3793         0.0000          -21.2924        
358.80              -7.4054         0.0000          -0.7712         -7.3800         0.0000          -21.2932        
358.86              -7.4090         0.0000          -0.7707         -7.3807         0.0000          -21.2940        
358.92              -7.4126         0.0000          -0.7700         -7.3814         0.0000          -21.2948        
358.98              -7.4161         0.0000          -0.7693         -7.3821         0.0000          -21.2956        
359.04              -7.4196         0.0000          -0.7685         -7.3828         0.0000          -21.2964        
359.10              -7.4230         0.0000          -0.7677         -7.3834         0.0000          -21.2972        
359.16              -7.4264         0.0000          -0.7668         -7.3840         0.0000          -21.2980        
359.22              -7.4297         0.0000          -0.7659         -7.3846         0.0000          -21.2987        
359.28              -7.4330         0.0000          -0.7649         -7.3852         0.0000          -21.2995        
359.34              -7.4362         0.0000          -0.7638         -7.3858         0.0000          -21.3002        
359.40              -7.4393         0.0000          -0.7627         -7.3863         0.0000          -21.3010        
359.46              -7.4424         0.0000          -0.7615         -7.3869         0.0000          -21.3017        
359.52              -7.4454         0.0000          -0.7603         -7.3874         0.0000          -21.3024        
359.58              -7.4483         0.0000          -0.7590         -7.3879         0.0000          -21.3031        
359.64              -7.4512         0.0000          -0.7577         -7.3884         0.0000          -21.3038        
359.70              -7.4540         0.0000          -0.7563         -7.3889         0.0000          -21.3044        
359.76              -7.4567         0.0000          -0.7549         -7.3893         0.0000          -21.3051        
359.82              -7.4594         0.0000          -0.7534         -7.3898         0.0000          -21.3057        
359.88              -7.4619         0.0000          -0.7519         -7.3902         0.0000          -21.3063        
359.94              -7.4644         0.0000          -0.7503         -7.3906         0.0000          -21.3069        
360.00              -7.4669         0.0000          -0.7488         -7.3910         0.0000          -21.3075        
360.06              -7.4692         0.0000          -0.7471         -7.3914         0.0000          -21.3080        
360.12              -7.4715         0.0000          -0.7455         -7.3917         0.0000          -21.3086        
360.18              -7.4737         0.0000          -0.7438         -7.3921         0.0000          -21.3091        
360.24              -7.4758         0.0000          -0.7421         -7.3924         0.0000          -21.3096        
360.30              -7.4778         0.0000          -0.7404         -7.3928         0.0000          -21.3100        
360.36              -7.4798         0.0000          -0.7386         -7.3931         0.0000          -21.3105        
360.42              -7.4817         0.0000          -0.7368         -7.3934         0.0000          -21.3109        
360.48              -7.4835         0.0000          -0.7350         -7.3937         0.0000          -21.3113        
360.54              -7.4852         0.0000          -0.7332         -7.3940         0.0000          -21.3117        
360.60              -7.4868         0.0000          -0.7314         -7.3943         0.0000          -21.3120        
360.66              -7.4884         0.0000          -0.7295         -7.3945         0.0000          -21.3123        
360.72              -7.4899         0.0000          -0.7277         -7.3948         0.0000          -21.3126        
360.78              -7.4913         0.0000          -0.7258         -7.3951         0.0000          -21.3129        
360.84              -7.4926         0.0000          -0.7240         -7.3953         0.0000          -21.3132        
360.90              -7.4938         0.0000          -0.7221         -7.3955         0.0000          -21.3134        
360.96              -7.4950         0.0000          -0.7203         -7.3958         0.0000          -21.3136        
361.02              -7.4961         0.0000          -0.7184         -7.3960         0.0000          -21.3137        
361.08              -7.4971         0.0000          -0.7166         -7.3962         0.0000          -21.3139        
361.14              -7.4980         0.0000          -0.7147         -7.3965         0.0000          -21.3140        
361.20              -7.4988         0.0000          -0.7129         -7.3967         0.0000          -21.3141        
361.26              -7.4996         0.0000          -0.7111         -7.3969         0.0000          -21.3141        
361.32              -7.5003         0.0000          -0.7093         -7.3971         0.0000          -21.3142        
361.38              -7.5009         0.0000          -0.7075         -7.3973         0.0000          -21.3142        
361.44              -7.5015         0.0000          -0.7057         -7.3976         0.0000          -21.3141        
361.50              -7.5019         0.0000          -0.7039         -7.3978         0.0000          -21.3141        
361.56              -7.5024         0.0000          -0.7022         -7.3980         0.0000          -21.3140        
361.62              -7.5027         0.0000          -0.7005         -7.3982         0.0000          -21.3139        
361.68              -7.5029         0.0000          -0.6988         -7.3985         0.0000          -21.3138        
361.74              -7.5031         0.0000          -0.6972         -7.3987         0.0000          -21.3136        
361.80              -7.5033         0.0000          -0.6955         -7.3990         0.0000          -21.3134        
361.86              -7.5033         0.0000          -0.6939         -7.3992         0.0000          -21.3132        
361.92              -7.5033         0.0000          -0.6924         -7.3995         0.0000          -21.3130        
361.98              -7.5033         0.0000          -0.6908         -7.3997         0.0000          -21.3127        
362.04              -7.5032         0.0000          -0.6893         -7.4000         0.0000          -21.3124        
362.10              -7.5030         0.0000          -0.6879         -7.4003         0.0000          -21.3121        
362.16              -7.5027         0.0000          -0.6864         -7.4006         0.0000          -21.3118        
362.22              -7.5024         0.0000          -0.6850         -7.4009         0.0000          -21.3114        
362.28              -7.5021         0.0000          -0.6837         -7.4013         0.0000          -21.3110        
362.34              -7.5017         0.0000          -0.6824         -7.4016         0.0000          -21.3106        
362.40              -7.5012         0.0000          -0.6811         -7.4019         0.0000          -21.3102        
362.46              -7.5007         0.0000          -0.6799         -7.4023         0.0000          -21.3097        
362.52              -7.5002         0.0000          -0.6788         -7.4027         0.0000          -21.3092        
362.58              -7.4996         0.0000          -0.6776         -7.4031         0.0000          -21.3087        
362.64              -7.4990         0.0000          -0.6766         -7.4035         0.0000          -21.3082        
362.70              -7.4983         0.0000          -0.6755         -7.4040         0.0000          -21.3077        
362.76              -7.4976         0.0000          -0.6746         -7.4044         0.0000          -21.3071        
362.82              -7.4969         0.0000          -0.6736         -7.4049         0.0000          -21.3065        
362.88              -7.4961         0.0000          -0.6728         -7.4054         0.0000          -21.3060        
362.94              -7.4953         0.0000          -0.6720         -7.4060         0.0000          -21.3053        
363.00              -7.4944         0.0000          -0.6712         -7.4065         0.0000          -21.3047        
363.06              -7.4936         0.0000          -0.6705         -7.4071         0.0000          -21.3041        
363.12              -7.4927         0.0000          -0.6698         -7.4077         0.0000          -21.3034        
363.18              -7.4918         0.0000          -0.6693         -7.4083         0.0000          -21.3027        
363.24              -7.4908         0.0000          -0.6687         -7.4090         0.0000          -21.3020        
363.30              -7.4899         0.0000          -0.6682         -7.4097         0.0000          -21.3013        
363.36              -7.4889         0.0000          -0.6678         -7.4104         0.0000          -21.3006        
363.42              -7.4879         0.0000          -0.6675         -7.4111         0.0000          -21.2999        
363.48              -7.4869         0.0000          -0.6672         -7.4119         0.0000          -21.2991        
363.54              -7.4859         0.0000          -0.6669         -7.4127         0.0000          -21.2984        
363.60              -7.4849         0.0000          -0.6668         -7.4135         0.0000          -21.2976        
363.66              -7.4839         0.0000          -0.6666         -7.4143         0.0000          -21.2969        
363.72              -7.4829         0.0000          -0.6666         -7.4152         0.0000          -21.2961        
363.78              -7.4818         0.0000          -0.6666         -7.4162         0.0000          -21.2953        
363.84              -7.4808         0.0000          -0.6667         -7.4171         0.0000          -21.2946        
363.90              -7.4798         0.0000          -0.6668         -7.4181         0.0000          -21.2938        
363.96              -7.4788         0.0000          -0.6670         -7.4191         0.0000          -21.2930        
364.02              -7.4778         0.0000          -0.6672         -7.4202         0.0000          -21.2922        
364.08              -7.4768         0.0000          -0.6675         -7.4213         0.0000          -21.2914        
364.14              -7.4758         0.0000          -0.6679         -7.4224         0.0000          -21.2906        
364.20              -7.4748         0.0000          -0.6683         -7.4235         0.0000          -21.2898        
364.26              -7.4739         0.0000          -0.6688         -7.4247         0.0000          -21.2890        
364.32              -7.4730         0.0000          -0.6694         -7.4260         0.0000          -21.2882        
364.38              -7.4720         0.0000          -0.6700         -7.4272         0.0000          -21.2874        
364.44              -7.4712         0.0000          -0.6706         -7.4285         0.0000          -21.2867        
364.50              -7.4703         0.0000          -0.6714         -7.4299         0.0000          -21.2859        
364.56              -7.4694         0.0000          -0.6721         -7.4313         0.0000          -21.2851        
364.62              -7.4686         0.0000          -0.6730         -7.4327         0.0000          -21.2844        
364.68              -7.4679         0.0000          -0.6739         -7.4341         0.0000          -21.2836        
364.74              -7.4671         0.0000          -0.6748         -7.4356         0.0000          -21.2829        
364.80              -7.4664         0.0000          -0.6758         -7.4371         0.0000          -21.2821        
364.86              -7.4657         0.0000          -0.6768         -7.4387         0.0000          -21.2814        
364.92              -7.4651         0.0000          -0.6779         -7.4403         0.0000          -21.2807        
364.98              -7.4645         0.0000          -0.6791         -7.4419         0.0000          -21.2800        
365.04              -7.4639         0.0000          -0.6803         -7.4436         0.0000          -21.2793        
365.10              -7.4634         0.0000          -0.6815         -7.4453         0.0000          -21.2786        
365.16              -7.4629         0.0000          -0.6828         -7.4471         0.0000          -21.2780        
365.22              -7.4624         0.0000          -0.6841         -7.4488         0.0000          -21.2773        
365.28              -7.4620         0.0000          -0.6855         -7.4507         0.0000          -21.2767        
365.34              -7.4617         0.0000          -0.6869         -7.4525         0.0000          -21.2761        
365.40              -7.4614         0.0000          -0.6884         -7.4544         0.0000          -21.2755        
365.46              -7.4611         0.0000          -0.6898         -7.4563         0.0000          -21.2749        
365.52              -7.4609         0.0000          -0.6914         -7.4583         0.0000          -21.2743        
365.58              -7.4607         0.0000          -0.6929         -7.4603         0.0000          -21.2738        
365.64              -7.4606         0.0000          -0.6945         -7.4623         0.0000          -21.2733        
365.70              -7.4606         0.0000          -0.6961         -7.4644         0.0000          -21.2728        
